"Date (UTC)","Request ID","User agent","Correlation ID","User ID","User","Username","User type","Cross tenant access type","Incoming token type","Authentication Protocol","Unique token identifier","Original transfer method","Client credential type","Token Protection - Sign In Session","Token Protection - Sign In Session StatusCode","Application","Application ID ","App owner tenant ID","Resource","Resource ID ","Resource tenant ID","Resource owner tenant ID","Home tenant ID","Home tenant name","IP address","Location","Status","Sign-in error code","Failure reason","Client app","Device ID","Browser","Operating System","Compliant","Managed","Join Type","Multifactor authentication result","Multifactor authentication auth method","Multifactor authentication auth detail","Authentication requirement","Sign-in identifier","Session ID","IP address (seen by resource)","Through Global Secure Access","Global Secure Access IP address","Autonomous system  number","Flagged for review","Token issuer type","Incoming token type","Token issuer name","Latency","Conditional Access","Managed Identity type","Associated Resource Id","Federated Token Id","Federated Token Issuer"
"2025-11-01T00:15:50Z","92d48503-74c4-46a2-8895-023d150d37b5","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36","0757aeb5-1189-40fa-843a-a2349549e481","21c8a508-dcb1-45f5-8590-258bcfe483c5","Victoria1 Heather3","victoria1.heather3@acme.com","member","none","none","none","DqZezRMfGU6GWwTlHkkPAA","none","none","unbound","1002","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","f8cdef31-a31e-4b4a-93e4-5f571e91255a","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","","70.168.253.125","Bridgeport, East Province 2, US","Success","","Other.","Browser","","Chrome 140.0.0","Windows10","false","false","","","","","Single-factor authentication","victoria1.heather3@acme.com","ceb7f8a4-d4e7-466f-873b-9f54165f1ccc","","false","","22773","false","Microsoft Entra ID","None","","134","Success","None","","",""
"2025-11-01T00:15:35Z","cb62a451-f0e7-4e4b-8b33-fdc5c42b8d06","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36","0757aeb5-1189-40fa-843a-a2349549e481","21c8a508-dcb1-45f5-8590-258bcfe483c5","Victoria1 Heather3","victoria1.heather3@acme.com","member","none","none","none","DqZezRMfGU6GWwTlnEcPAA","none","none","unbound","","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","f8cdef31-a31e-4b4a-93e4-5f571e91255a","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","","70.168.253.125","Bridgeport, East Province 2, US","Failure","50126","Error validating credentials due to invalid username or password.","Browser","","Chrome 140.0.0","Windows10","false","false","","The user didn't enter the right credentials.  It's expected to see some number of these errors in your logs due to users making mistakes.","","","Single-factor authentication","victoria1.heather3@acme.com","","","false","","22773","false","Microsoft Entra ID","None","","105","Not Applied","None","","",""
"2025-11-01T00:15:27Z","3b3113ad-7dd9-4da3-8c79-690e2161d2a7","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36","0757aeb5-1189-40fa-843a-a2349549e481","21c8a508-dcb1-45f5-8590-258bcfe483c5","Victoria1 Heather3","victoria1.heather3@acme.com","member","none","none","none","LYMhhnG8T06gtNOF-aAQAA","none","none","unbound","1002","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","f8cdef31-a31e-4b4a-93e4-5f571e91255a","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","","70.168.253.125","Bridgeport, East Province 2, US","Failure","50133","The session is not valid due to password expiration or recent password change.","Browser","","Chrome 140.0.0","Windows10","false","false","","Expected - auth codes, refresh tokens, and sessions expire over time or are revoked by the user or an admin. The app will request a new login from the user.","","","Single-factor authentication","","b29d41c0-592c-42cd-8487-3faa1bfec8fd","","false","","22773","false","Microsoft Entra ID","None","","117","Success","None","","",""
"2025-11-01T00:12:14Z","833eb60f-9d00-46ed-8abf-02b7d27493b6","Windows-AzureAD-Authentication-Provider/1.0","7a30dd35-12da-4d76-86b7-ab66bf3df239","43348364-79c5-49a7-8407-7eeed1b2b938","Moore1 A. Stephen","moore1.stephen@acme.com","member","none","primaryRefreshToken","none","w2L8KnZY5keL8898g1soAA","none","none","bound","","Windows Sign In","38aa3b87-a06d-4817-b275-7a316988d93b","","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","f8cdef31-a31e-4b4a-93e4-5f571e91255a","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","","2603:8000:5700:2edc:cfdb:1b30:89a:2873","Riverton 3, East Province 2, US","Success","","Other.","Mobile Apps and Desktop clients","422d6acc-1882-4643-85d9-19ffe4aebed0","","Windows","false","false","Azure AD joined","MFA requirement satisfied by claim in the token","","","Multifactor authentication","","19e15d6c-c4e1-426d-8618-cfffa327f2d1","","false","","20001","false","Microsoft Entra ID","Primary refresh token","","67","Not Applied","None","","",""
"2025-11-01T00:08:32Z","a5c6e83a-caca-42bb-86cd-7a4fde103fc5","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36 Edg/140.0.0.52","acc7e7b9-78ab-4961-8a65-3324590455d2","21c8a508-dcb1-45f5-8590-258bcfe483c5","Victoria1 Heather3","victoria1.heather3@acme.com","member","none","primaryRefreshToken","none","8AnoYhdFGkSO5QEiQwsmAA","none","none","bound","","Office365 Shell WCSS-Client","c32d6d3a-3399-4033-890f-35c0af00e918","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Office365 Shell WCSS-Server","6916d26a-38d0-4dbf-8a07-24b08f00a40d","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","","70.168.253.125","Bridgeport, East Province 2, US","Success","","Other.","Browser","9ac33253-3846-409a-8592-cbc5cbf2f2e4","Edge 140.0.0","Windows10","false","false","Azure AD joined","MFA requirement satisfied by claim in the token","","","Single-factor authentication","","ef86fbc4-28c9-4683-87ec-656c1b7ecbec","","false","","22773","false","Microsoft Entra ID","Primary refresh token","","110","Success","None","","",""
"2025-11-01T00:08:20Z","30c35178-1b7c-4dd7-810e-fd03d8944b8b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36 Edg/140.0.0.52","eee607d3-7f66-49da-8736-d3a790dc4881","21c8a508-dcb1-45f5-8590-258bcfe483c5","Victoria1 Heather3","victoria1.heather3@acme.com","member","none","primaryRefreshToken","none","'-WKx518AVU2jlZLcNgIBAA","none","none","bound","","Office365 Shell WCSS-Client","c32d6d3a-3399-4033-890f-35c0af00e918","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Office365 Shell WCSS-Server","6916d26a-38d0-4dbf-8a07-24b08f00a40d","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","","70.168.253.125","Bridgeport, East Province 2, US","Success","","Other.","Browser","9ac33253-3846-409a-8592-cbc5cbf2f2e4","Edge 140.0.0","Windows10","false","false","Azure AD joined","MFA requirement satisfied by claim in the token","","","Single-factor authentication","","ef86fbc4-28c9-4683-87ec-656c1b7ecbec","","false","","22773","false","Microsoft Entra ID","Primary refresh token","","202","Success","None","","",""
"2025-11-01T00:08:19Z","f41a8600-4054-40d6-8799-a10d31ec885b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36 Edg/140.0.0.52","0b2ed7bd-8d47-4bf6-8dac-b7cc80d97b2f","21c8a508-dcb1-45f5-8590-258bcfe483c5","Victoria1 Heather3","victoria1.heather3@acme.com","member","none","primaryRefreshToken","none","3igazsK_AEWPPWfPAtUsAA","none","none","bound","","Office365 Shell WCSS-Client","c32d6d3a-3399-4033-890f-35c0af00e918","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Office365 Shell WCSS-Server","6916d26a-38d0-4dbf-8a07-24b08f00a40d","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","","70.168.253.125","Bridgeport, East Province 2, US","Success","","Other.","Browser","9ac33253-3846-409a-8592-cbc5cbf2f2e4","Edge 140.0.0","Windows10","false","false","Azure AD joined","MFA requirement satisfied by claim in the token","","","Single-factor authentication","","ef86fbc4-28c9-4683-87ec-656c1b7ecbec","","false","","22773","false","Microsoft Entra ID","Primary refresh token","","75","Success","None","","",""
"2025-11-01T00:08:16Z","bec02ea4-31bd-46a1-8443-dba39009879f","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36 Edg/140.0.0.52 OS/10.0.22631","a33e97ea-e493-464d-8a0f-56b22600e1ac","21c8a508-dcb1-45f5-8590-258bcfe483c5","Victoria1 Heather3","victoria1.heather3@acme.com","member","none","primaryRefreshToken","none","5QgSPoSwdEaRChPknjMoAA","none","none","bound","","Office 365 SharePoint Online","00000003-0000-0ff1-ce00-000000000000","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Office 365 SharePoint Online","00000003-0000-0ff1-ce00-000000000000","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","f8cdef31-a31e-4b4a-93e4-5f571e91255a","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","","70.168.253.125","Bridgeport, East Province 2, US","Success","","Other.","Browser","9ac33253-3846-409a-8592-cbc5cbf2f2e4","Edge 140.0.0","Windows10","false","false","Azure AD joined","MFA requirement satisfied by claim in the token","","","Single-factor authentication","","ef86fbc4-28c9-4683-87ec-656c1b7ecbec","","false","","22773","false","Microsoft Entra ID","Primary refresh token","","93","Success","None","","",""
"2025-11-01T00:08:16Z","367e7a59-da74-4a79-8107-b877d5d8e0d3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36 Edg/140.0.0.52 OS/10.0.22631","99533ca9-ba99-4a69-8db3-506572c4723d","21c8a508-dcb1-45f5-8590-258bcfe483c5","Victoria1 Heather3","victoria1.heather3@acme.com","member","none","primaryRefreshToken","none","IkanHXSn1kiflKByYbwSAA","none","none","bound","","Office 365 SharePoint Online","00000003-0000-0ff1-ce00-000000000000","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Office 365 SharePoint Online","00000003-0000-0ff1-ce00-000000000000","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","f8cdef31-a31e-4b4a-93e4-5f571e91255a","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","","70.168.253.125","Bridgeport, East Province 2, US","Success","","Other.","Browser","9ac33253-3846-409a-8592-cbc5cbf2f2e4","Edge 140.0.0","Windows10","false","false","Azure AD joined","MFA requirement satisfied by claim in the token","","","Single-factor authentication","","ef86fbc4-28c9-4683-87ec-656c1b7ecbec","","false","","22773","false","Microsoft Entra ID","Primary refresh token","","94","Success","None","","",""
"2025-11-01T00:08:16Z","8f176737-f9b3-4120-891f-ea9d9a6e9796","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36 Edg/140.0.0.52","834c6beb-8b2b-47a9-852f-6a9a6a94b77b","21c8a508-dcb1-45f5-8590-258bcfe483c5","Victoria1 Heather3","victoria1.heather3@acme.com","member","none","primaryRefreshToken","none","aqyLcb3wqku0x17fPRAjAA","none","none","bound","","Office365 Shell WCSS-Client","c32d6d3a-3399-4033-890f-35c0af00e918","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Office365 Shell WCSS-Server","6916d26a-38d0-4dbf-8a07-24b08f00a40d","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","","70.168.253.125","Bridgeport, East Province 2, US","Success","","Other.","Browser","9ac33253-3846-409a-8592-cbc5cbf2f2e4","Edge 140.0.0","Windows10","false","false","Azure AD joined","MFA requirement satisfied by claim in the token","","","Single-factor authentication","","ef86fbc4-28c9-4683-87ec-656c1b7ecbec","","false","","22773","false","Microsoft Entra ID","Primary refresh token","","103","Success","None","","",""
"2025-11-01T00:07:29Z","12939818-0ac9-437f-88a1-4dbf58317897","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36 Edg/140.0.0.52 OS/10.0.19045","75620627-d782-4ad4-8bda-d44353477e3c","444f7f0b-6927-40b4-8f56-96b83801794c","Nathan3 Ruiz","nathan3.ruiz@acme.com","member","none","none","none","QdZtGO6aGUuw8vgHJLkpAA","none","none","unbound","1002","SharePoint Online Web Client Extensibility","49bb305e-e847-487e-8008-5ebd6804ce4c","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Microsoft Graph","00000003-0000-0000-c000-000000000000","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","f8cdef31-a31e-4b4a-93e4-5f571e91255a","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","","68.5.99.191","Willowdale 1, East Province 2, US","Success","","Other.","Browser","","Edge 140.0.0","Windows10","false","false","","","","","Single-factor authentication","nathan3.ruiz@acme.com","aff2e5c2-9fc3-4458-82a6-cf180828ecbc","","false","","22773","false","Microsoft Entra ID","None","","84","Success","None","","",""
"2025-11-01T00:07:28Z","ced38c6c-6de0-4e01-836e-e9c507963009","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36 Edg/140.0.0.52 OS/10.0.19045","75620627-d782-4ad4-8bda-d44353477e3c","444f7f0b-6927-40b4-8f56-96b83801794c","Nathan3 Ruiz","nathan3.ruiz@acme.com","member","none","none","none","QdZtGO6aGUuw8vgH_LgpAA","none","none","unbound","1002","SharePoint Online Web Client Extensibility","49bb305e-e847-487e-8008-5ebd6804ce4c","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Microsoft Graph","00000003-0000-0000-c000-000000000000","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","f8cdef31-a31e-4b4a-93e4-5f571e91255a","92e5b9cf-c9a2-495d-83b2-3fc82f96324f","","68.5.99.191","Willowdale 1, East Province 2, US","Interrupted","50140","This occurred due to 'Keep me signed in' interrupt when the user was signing in.","Browser","","Edge 140.0.0","Windows10","false","false","","This is an expected part of the login flow, where a user is asked if they want to remain signed into this browser to make further logins easier. For more details, see https://techcommunity.microsoft.com/t5/microsoft-entra/the-new-azure-ad-sign-in-and-keep-me-signed-in-experiences/td-p/128267","","","Single-factor authentication","nathan3.ruiz@acme.com","aff2e5c2-9fc3-4458-82a6-cf180828ecbc","","false","","22773","false","Microsoft Entra ID","None","","119","Success","None","","",""
