"ActivityDateTime","ActivityDisplayName","AdditionalDetails.1.Key","AdditionalDetails.1.Value","AdditionalDetails.1.AdditionalProperties","AdditionalDetails.2.Key","AdditionalDetails.2.Value","AdditionalDetails.2.AdditionalProperties","Category","CorrelationId","Id","InitiatedBy.App.AppId","InitiatedBy.App.DisplayName","InitiatedBy.App.ServicePrincipalId","InitiatedBy.App.ServicePrincipalName","InitiatedBy.App.AdditionalProperties","InitiatedBy.User.DisplayName","InitiatedBy.User.HomeTenantId","InitiatedBy.User.HomeTenantName","InitiatedBy.User.IPAddress","InitiatedBy.User.Id","InitiatedBy.User.UserPrincipalName","InitiatedBy.User.AdditionalProperties","InitiatedBy.AdditionalProperties","LoggedByService","OperationType","Result","ResultReason","TargetResources.1.DisplayName","TargetResources.1.GroupType","TargetResources.1.Id","TargetResources.1.ModifiedProperties.1.DisplayName","TargetResources.1.ModifiedProperties.1.NewValue","TargetResources.1.ModifiedProperties.1.OldValue","TargetResources.1.ModifiedProperties.1.AdditionalProperties","TargetResources.1.ModifiedProperties.2.DisplayName","TargetResources.1.ModifiedProperties.2.NewValue","TargetResources.1.ModifiedProperties.2.OldValue","TargetResources.1.ModifiedProperties.2.AdditionalProperties","TargetResources.1.ModifiedProperties.3.DisplayName","TargetResources.1.ModifiedProperties.3.NewValue","TargetResources.1.ModifiedProperties.3.OldValue","TargetResources.1.ModifiedProperties.3.AdditionalProperties","TargetResources.1.ModifiedProperties.4.DisplayName","TargetResources.1.ModifiedProperties.4.NewValue","TargetResources.1.ModifiedProperties.4.OldValue","TargetResources.1.ModifiedProperties.4.AdditionalProperties","TargetResources.1.ModifiedProperties.5.DisplayName","TargetResources.1.ModifiedProperties.5.NewValue","TargetResources.1.ModifiedProperties.5.OldValue","TargetResources.1.ModifiedProperties.5.AdditionalProperties","TargetResources.1.ModifiedProperties.6.DisplayName","TargetResources.1.ModifiedProperties.6.NewValue","TargetResources.1.ModifiedProperties.6.OldValue","TargetResources.1.ModifiedProperties.6.AdditionalProperties","TargetResources.1.Type","TargetResources.1.UserPrincipalName","TargetResources.1.AdditionalProperties","UserAgent","AdditionalProperties"
"2025-10-30 23:42:28","Synchronization rule action","Details","","","ErrorCode","","","ProvisioningManagement","93c9be4d-41d4-4420-89bf-b8e50c6c78a0","Sync_93c9be4d-41d4-4420-89bf-b8e50c6c78a0_92e5b9cf-c9a2-495d-83b2-3fc82f96324f_134037493485761050","","Azure AD Cloud Sync","","","","","","","","","","","","Account Provisioning","Read","success","The state of the entry in both the source and target systems already match. No change to the urn:ietf:params:scim:schemas:extension:enterprise:2.0:User 'victoria1.heather3@acme.com' currently needs to be made.","External Application 9","","756eda03-cf90-441c-808e-b59787d93e2b","","","","","","","","","","","","","","","","","","","","","","","","","ServicePrincipal","","","",""
"2025-10-30 23:42:28","Synchronization rule action","Details","","","ErrorCode","","","ProvisioningManagement","93c9be4d-41d4-4420-89bf-b8e50c6c78a0","Sync_93c9be4d-41d4-4420-89bf-b8e50c6c78a0_92e5b9cf-c9a2-495d-83b2-3fc82f96324f_134037493485621030","","Azure AD Cloud Sync","","","","","","","","","","","","Account Provisioning","Read","success","The state of the entry in both the source and target systems already match. No change to the User 'victoria1.heather3@acme.com' currently needs to be made.","External Application 9","","756eda03-cf90-441c-808e-b59787d93e2b","objectId","""21c8a508-dcb1-45f5-8590-258bcfe483c5""","","","accountEnabled","""True""","","","department","""Department 5""","","","displayName","""Victoria1 Heather3""","","","givenName","""Victoria1""","","","jobTitle","""Job Title 9""","","","ServicePrincipal","","","",""
"2025-10-30 23:42:28","Synchronization rule action","Details","","","ErrorCode","","","ProvisioningManagement","93c9be4d-41d4-4420-89bf-b8e50c6c78a0","Sync_93c9be4d-41d4-4420-89bf-b8e50c6c78a0_92e5b9cf-c9a2-495d-83b2-3fc82f96324f_134037493484661010","","Azure AD Cloud Sync","","","","","","","","","","","","Account Provisioning","Read","success","User reed1.mitchell@acme.com will be skipped, because it has not been matched with any entry in the target directory, and there has been no change in any attribute that could alter that state. ","External Application 9","","756eda03-cf90-441c-808e-b59787d93e2b","objectId","""31510e04-6b24-4a36-8b50-fc1ad11ad4f9""","","","accountEnabled","""False""","","","displayName","""Reed1 Mitchell""","","","givenName","""Reed1""","","","jobTitle","""Job Title 1""","","","mailNickname","""reed1.mitchell""","","","ServicePrincipal","","","",""
"2025-10-30 23:42:28","Synchronization rule action","Details","","","ErrorCode","","","ProvisioningManagement","93c9be4d-41d4-4420-89bf-b8e50c6c78a0","Sync_93c9be4d-41d4-4420-89bf-b8e50c6c78a0_92e5b9cf-c9a2-495d-83b2-3fc82f96324f_134037493484571010","","Azure AD Cloud Sync","","","","","","","","","","","","Account Provisioning","Read","success","User allen3.edward1@acme.com will be skipped, because it has already been effectively de-provisioned.","External Application 9","","756eda03-cf90-441c-808e-b59787d93e2b","objectId","""2b22d269-4f10-4524-894e-e05c48f3d8d9""","","","accountEnabled","""False""","","","department","""Department 7""","","","displayName","""Allen3 Edward1""","","","givenName","""Allen3""","","","jobTitle","""Job Title 4""","","","ServicePrincipal","","","",""
"2025-10-30 23:42:28","Synchronization rule action","Details","","","ErrorCode","","","ProvisioningManagement","93c9be4d-41d4-4420-89bf-b8e50c6c78a0","Sync_93c9be4d-41d4-4420-89bf-b8e50c6c78a0_92e5b9cf-c9a2-495d-83b2-3fc82f96324f_134037493484490990","","Azure AD Cloud Sync","","","","","","","","","","","","Account Provisioning","Read","success","User evelyn2.rebecca1@acme.com will be skipped, because it has not been matched with any entry in the target directory, and there has been no change in any attribute that could alter that state. ","External Application 9","","756eda03-cf90-441c-808e-b59787d93e2b","objectId","""a86ba5ad-6b84-42bb-835e-03d42d52beac""","","","accountEnabled","""False""","","","displayName","""Evelyn2 Rebecca1""","","","givenName","""Evelyn2""","","","jobTitle","""Job Title 5""","","","mailNickname","""evelyn2.rebecca1""","","","ServicePrincipal","","","",""
"2025-10-30 23:42:28","Synchronization rule action","Details","","","ErrorCode","","","ProvisioningManagement","93c9be4d-41d4-4420-89bf-b8e50c6c78a0","Sync_93c9be4d-41d4-4420-89bf-b8e50c6c78a0_92e5b9cf-c9a2-495d-83b2-3fc82f96324f_134037493484401020","","Azure AD Cloud Sync","","","","","","","","","","","","Account Provisioning","Read","success","User joan.william@acme.com will be skipped, because it has already been effectively de-provisioned.","External Application 9","","756eda03-cf90-441c-808e-b59787d93e2b","objectId","""627a4ff0-f382-43d9-846c-7c185494c01e""","","","accountEnabled","""False""","","","department","""Department 7""","","","displayName","""Ronald William""","","","givenName","""Ronald""","","","jobTitle","""Job Title 15""","","","ServicePrincipal","","","",""
"2025-10-30 23:42:28","Synchronization rule action","Details","","","ErrorCode","","","ProvisioningManagement","93c9be4d-41d4-4420-89bf-b8e50c6c78a0","Sync_93c9be4d-41d4-4420-89bf-b8e50c6c78a0_92e5b9cf-c9a2-495d-83b2-3fc82f96324f_134037493484310990","","Azure AD Cloud Sync","","","","","","","","","","","","Account Provisioning","Read","success","User amy2.wood@acme.com will be skipped, because it has not been matched with any entry in the target directory, and there has been no change in any attribute that could alter that state. ","External Application 9","","756eda03-cf90-441c-808e-b59787d93e2b","objectId","""9e4eef94-db52-4ae6-83d6-bad5395ff6f8""","","","accountEnabled","""False""","","","department","""Department 4""","","","displayName","""Amy2 Wood""","","","givenName","""Hovsep""","","","jobTitle","""Job Title 14""","","","ServicePrincipal","","","",""
"2025-10-30 23:42:28","Synchronization rule action","Details","","","ErrorCode","","","ProvisioningManagement","93c9be4d-41d4-4420-89bf-b8e50c6c78a0","Sync_93c9be4d-41d4-4420-89bf-b8e50c6c78a0_92e5b9cf-c9a2-495d-83b2-3fc82f96324f_134037493484220970","","Azure AD Cloud Sync","","","","","","","","","","","","Account Provisioning","Read","success","User diane.nguyen@acme.com will be skipped, because it has not been matched with any entry in the target directory, and there has been no change in any attribute that could alter that state. ","External Application 9","","756eda03-cf90-441c-808e-b59787d93e2b","objectId","""9a338291-11ec-499c-8425-ba35ea84767e""","","","accountEnabled","""False""","","","displayName","""Diane Nguyen""","","","givenName","""Diane""","","","jobTitle","""Job Title 7""","","","mailNickname","""diane.nguyen""","","","ServicePrincipal","","","",""
"2025-10-30 23:42:28","Synchronization rule action","Details","","","ErrorCode","","","ProvisioningManagement","93c9be4d-41d4-4420-89bf-b8e50c6c78a0","Sync_93c9be4d-41d4-4420-89bf-b8e50c6c78a0_92e5b9cf-c9a2-495d-83b2-3fc82f96324f_134037493484130990","","Azure AD Cloud Sync","","","","","","","","","","","","Account Provisioning","Read","success","User jenkins.roberts@acme.com will be skipped, because it has already been effectively de-provisioned.","External Application 9","","756eda03-cf90-441c-808e-b59787d93e2b","objectId","""b4e2a357-f352-40ff-84e5-5a31a71a3c2d""","","","accountEnabled","""False""","","","department","""Department 7""","","","displayName","""Jenkins Roberts""","","","givenName","""Jenkins""","","","jobTitle","""Job Title 8""","","","ServicePrincipal","","","",""
"2025-10-30 23:42:28","Synchronization rule action","Details","","","ErrorCode","","","ProvisioningManagement","93c9be4d-41d4-4420-89bf-b8e50c6c78a0","Sync_93c9be4d-41d4-4420-89bf-b8e50c6c78a0_92e5b9cf-c9a2-495d-83b2-3fc82f96324f_134037493484050970","","Azure AD Cloud Sync","","","","","","","","","","","","Account Provisioning","Read","success","User kathleen.carter@acme.com will be skipped, because it has already been effectively de-provisioned.","External Application 9","","756eda03-cf90-441c-808e-b59787d93e2b","objectId","""c2d41362-b857-4351-8a78-520b3070914e""","","","accountEnabled","""False""","","","department","""Department 9""","","","displayName","""Kathleen Carter""","","","givenName","""Kathleen""","","","jobTitle","""Job Title 3""","","","ServicePrincipal","","","",""
"2025-10-30 23:42:28","Synchronization rule action","Details","","","ErrorCode","","","ProvisioningManagement","93c9be4d-41d4-4420-89bf-b8e50c6c78a0","Sync_93c9be4d-41d4-4420-89bf-b8e50c6c78a0_92e5b9cf-c9a2-495d-83b2-3fc82f96324f_134037493483960990","","Azure AD Cloud Sync","","","","","","","","","","","","Account Provisioning","Read","success","User samantha1.edward@acme.com will be skipped, because it has already been effectively de-provisioned.","External Application 9","","756eda03-cf90-441c-808e-b59787d93e2b","objectId","""d0e4a9ac-084a-4133-8c33-53487177cf8a""","","","accountEnabled","""False""","","","department","""Department 1""","","","displayName","""Samantha1 Edward""","","","givenName","""Samantha1""","","","jobTitle","""Job Title 2""","","","ServicePrincipal","","","",""
"2025-10-30 23:42:28","Synchronization rule action","Details","","","ErrorCode","","","ProvisioningManagement","93c9be4d-41d4-4420-89bf-b8e50c6c78a0","Sync_93c9be4d-41d4-4420-89bf-b8e50c6c78a0_92e5b9cf-c9a2-495d-83b2-3fc82f96324f_134037493483860990","","Azure AD Cloud Sync","","","","","","","","","","","","Account Provisioning","Read","success","User nguyen.wood1@acme.com will be skipped, because it has already been effectively de-provisioned.","External Application 9","","756eda03-cf90-441c-808e-b59787d93e2b","objectId","""ce02f276-d914-4909-853b-bf731e718640""","","","accountEnabled","""False""","","","department","""Department 3""","","","displayName","""Nguyen Wood1""","","","givenName","""Nguyen""","","","jobTitle","""Job Title 10""","","","ServicePrincipal","","","",""
"2025-10-30 23:42:28","Synchronization rule action","Details","","","ErrorCode","","","ProvisioningManagement","93c9be4d-41d4-4420-89bf-b8e50c6c78a0","Sync_93c9be4d-41d4-4420-89bf-b8e50c6c78a0_92e5b9cf-c9a2-495d-83b2-3fc82f96324f_134037493483770980","","Azure AD Cloud Sync","","","","","","","","","","","","Account Provisioning","Read","success","User peterson.heather2@acme.com will be skipped, because it has already been effectively de-provisioned.","External Application 9","","756eda03-cf90-441c-808e-b59787d93e2b","objectId","""8107c9dc-0d87-4346-8d13-76a486414747""","","","accountEnabled","""False""","","","displayName","""Peterson Heather2""","","","givenName","""Peterson""","","","jobTitle","""Job Title 5""","","","mailNickname","""peterson.heather2""","","","ServicePrincipal","","","",""
"2025-10-30 23:42:28","Synchronization rule action","Details","","","ErrorCode","","","ProvisioningManagement","93c9be4d-41d4-4420-89bf-b8e50c6c78a0","Sync_93c9be4d-41d4-4420-89bf-b8e50c6c78a0_92e5b9cf-c9a2-495d-83b2-3fc82f96324f_134037493483680990","","Azure AD Cloud Sync","","","","","","","","","","","","Account Provisioning","Read","success","User thomas1.jimenez@acme.com will be skipped, because it has not been matched with any entry in the target directory, and there has been no change in any attribute that could alter that state. ","External Application 9","","756eda03-cf90-441c-808e-b59787d93e2b","objectId","""c8bfdc83-e15d-4584-83d0-f156fda37734""","","","accountEnabled","""False""","","","department","""Department 6""","","","displayName","""Thomas1 Jimenez""","","","givenName","""Thomas1""","","","jobTitle","""Job Title 12""","","","ServicePrincipal","","","",""
"2025-10-30 23:42:28","Export","Details","","","ErrorCode","","","ProvisioningManagement","93c9be4d-41d4-4420-89bf-b8e50c6c78a0","Sync_93c9be4d-41d4-4420-89bf-b8e50c6c78a0_92e5b9cf-c9a2-495d-83b2-3fc82f96324f_134037493483360960","","Azure AD Cloud Sync","","","","","","","","","","","","Account Provisioning","Read","success","User 'victoria1.heather3@acme.com' was updated in External Application 9","External Application 9","","756eda03-cf90-441c-808e-b59787d93e2b","active","""True""","""False""","","","","","","","","","","","","","","","","","","","","","","ServicePrincipal","","","",""
"2025-10-30 23:42:28","Import","Details","","","ErrorCode","","","ProvisioningManagement","93c9be4d-41d4-4420-89bf-b8e50c6c78a0","Sync_93c9be4d-41d4-4420-89bf-b8e50c6c78a0_92e5b9cf-c9a2-495d-83b2-3fc82f96324f_134037493480211460","","Azure AD Cloud Sync","","","","","","","","","","","","Account Provisioning","Read","success","Retrieved  'victoria1.heather3@acme.com' from External Application 9","External Application 9","","756eda03-cf90-441c-808e-b59787d93e2b","active","""False""","","","displayName","""Victoria1 Heather3""","","","externalId","""21c8a508-dcb1-45f5-8590-258bcfe483c5""","","","id","""usr-6807fea1db988b804e9b9891""","","","title","""Job Title 9""","","","userName","""victoria1.heather3@acme.com""","","","ServicePrincipal","","","",""
