"Date","ActorUserPrincipalName","IPAddress","UserAgent","Activity","Result","Target1UserPrincipalName","Target1ModifiedProperty1Name","Service","Category","ResultReason","ActorType","ActorDisplayName","Target1Type","Target1DisplayName","Target1ModifiedProperty1OldValue","Target1ModifiedProperty1NewValue","Target1ModifiedProperty2Name","Target1ModifiedProperty2OldValue","Target1ModifiedProperty2NewValue","Target1ModifiedProperty3Name","Target1ModifiedProperty3OldValue","Target1ModifiedProperty3NewValue","Target1ModifiedProperty4Name","Target1ModifiedProperty4OldValue","Target1ModifiedProperty4NewValue","Target1ModifiedProperty5Name","Target1ModifiedProperty5OldValue","Target1ModifiedProperty5NewValue","AdditionalDetail1Key","AdditionalDetail1Value"
"2025-09-16T06:12:08.2593638Z","admin@adatum.onmicrosoft.com","2a01:111:f100:3001::a83e:7cc","","Disable account","Success","powell4.michelle2@adatum.com","AccountEnabled","Core Directory","UserManagement","","User","Microsoft Office 365 Portal","User","","[true]","[false]","Included Updated Properties","","""AccountEnabled""","","","","","","","","","","",""
"2025-09-16T06:12:01.3684132Z","admin@adatum.onmicrosoft.com","2a01:111:f100:3001::a83e:7cc","","Update user","Success","powell4.michelle2@adatum.com","StsRefreshTokensValidFrom","Core Directory","UserManagement","","User","Microsoft Office 365 Portal","User","","[""2025-09-16T04:50:39Z""]","[""2025-09-16T06:12:01Z""]","Included Updated Properties","","""StsRefreshTokensValidFrom""","TargetId.UserType","","""Member""","","","","","","","User-Agent","O365AdminPortal"
"2025-09-16T06:12:01.3674156Z","admin@adatum.onmicrosoft.com","2a01:111:f100:3001::a83e:7cc","","Update StsRefreshTokenValidFrom Timestamp","Success","powell4.michelle2@adatum.com","StsRefreshTokensValidFrom","Core Directory","UserManagement","","User","Microsoft Office 365 Portal","User","","[""2025-09-16T04:50:39Z""]","[""2025-09-16T06:12:01Z""]","Included Updated Properties","","""StsRefreshTokensValidFrom""","","","","","","","","","","",""
"2025-09-16T04:50:39.9543446Z","powell4.michelle2@adatum.com","","","Change password (self-service)","Success","powell4.michelle2@adatum.com","","Self-service Password Management","UserManagement","None","User","","User","Powell4 Michelle2","","","","","","","","","","","","","","","",""
"2025-09-16T04:50:39.9253033Z","","","","Update StsRefreshTokenValidFrom Timestamp","Success","powell4.michelle2@adatum.com","","Core Directory","UserManagement","","Application","Microsoft password reset service","User","","","","","","","","","","","","","","","","",""
"2025-09-16T04:50:39.9242993Z","","","","Change user password","Success","powell4.michelle2@adatum.com","","Core Directory","UserManagement","","Application","Microsoft password reset service","User","","","","","","","","","","","","","","","","",""
"2025-09-16T04:50:39.6332944Z","","","","Update PasswordProfile","Success","powell4.michelle2@adatum.com","Password","Core Directory","UserManagement","","Application","Microsoft password reset service","User","","","","","","","","","","","","","","","","",""
"2025-09-16T04:50:11.8560567Z","powell4.michelle2@adatum.com","","","Change password (self-service)","Failure","powell4.michelle2@adatum.com","","Self-service Password Management","UserManagement","PasswordDoesnotComplyFuzzyPolicy","User","","User","Powell4 Michelle2","","","","","","","","","","","","","","","",""
"2025-09-16T04:49:20.1182907Z","powell4.michelle2@adatum.com","","","Change password (self-service)","Failure","powell4.michelle2@adatum.com","","Self-service Password Management","UserManagement","PasswordDoesnotComplyFuzzyPolicy","User","","User","Powell4 Michelle2","","","","","","","","","","","","","","","",""
"2025-09-16T04:48:37.7354884Z","powell4.michelle2@adatum.com","","","Change password (self-service)","Failure","powell4.michelle2@adatum.com","","Self-service Password Management","UserManagement","PasswordDoesnotComplyFuzzyPolicy","User","","User","Powell4 Michelle2","","","","","","","","","","","","","","","",""
