"DateUTC","DateOnly","TimeOnly","User","Username","IPaddress","City","Region","Country","Status","SignInErrorCode","UserType","AuthRequirement","ConditionalAccess","TokenType","Application","ApplicationID","Resource","ResourceID","FailureReason","ClientApp","DeviceID","Browser","OS","UserAgent","Compliant","Managed","JoinType","Latency","MFAResult","MFAMethod","MFADetail","SignInIdentifier","SessionID","AuthenticationProtocol","UniqueToken","TransferMethod","ClientCredential","TokenProtectionSession","TokenProtectionStatusCode","CorrelationID","IP_Country_geolite2local","IP_Region_geolite2local","IP_City_geolite2local","IP_ISP_geolite2local","IP_Org_geolite2local","IP_Type_geolite2local","IP_Score_geolite2local","IP_ASN_geolite2local","IP_Range_geolite2local","IP_Country_ipapiis","IP_Region_ipapiis","IP_City_ipapiis","IP_ISP_ipapiis","IP_Org_ipapiis","IP_Type_ipapiis","IP_Score_ipapiis","IP_ASN_ipapiis","IP_Range_ipapiis","IP_Country_scamalytics","IP_Region_scamalytics","IP_City_scamalytics","IP_ISP_scamalytics","IP_Org_scamalytics","IP_Type_scamalytics","IP_Score_scamalytics","IP_ASN_scamalytics","IP_Range_scamalytics","IP_Country_findipnet","IP_Region_findipnet","IP_City_findipnet","IP_ISP_findipnet","IP_Org_findipnet","IP_Type_findipnet","IP_Score_findipnet","IP_ASN_findipnet","IP_Range_findipnet"
"2025-09-15T19:47:21Z","2025-09-15","19:47:21","Powell4 Michelle2","powell4.michelle2@adatum.com","75.33.171.16","Sutton"," Coastal Region 1"," US","Success","","member","Single-factor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","9235089a-5c5e-4585-8662-d94d7991f5d1","Office365 Shell WCSS-Server","d4eacae5-b8f9-470a-82f4-5afe735b5f55","Other.","Browser","2fd3dc20-0709-421e-8e34-71059af9e9a4","Edge 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36 Edg/139.0.0.3","false","false","Azure AD registered","69","","","","","ad7f946c-4807-4a15-887a-e28d69113e19","none","Gp5w3mBdGEiss-3_LLDeAA","none","none","bound","","024272c0-1606-487a-89c6-e2d2e40b6769","US","Georgia","Atlanta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","75.32.219.138-75.35.95.53","US","Georgia","Tucker","AT&T Enterprises, LLC","AT&T Enterprises, LLC (AEL-360)","","0.0001 (Very Low)","7018","75.32.0.0/13","","","","","","","0","","","","","","","","","","",""
"2025-09-15T19:47:21Z","2025-09-15","19:47:21","Powell4 Michelle2","powell4.michelle2@adatum.com","75.33.171.16","Sutton"," Coastal Region 1"," US","Success","","member","Single-factor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","9235089a-5c5e-4585-8662-d94d7991f5d1","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","2fd3dc20-0709-421e-8e34-71059af9e9a4","Edge 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36 Edg/139.0.0.3","false","false","Azure AD registered","66","","","","","ad7f946c-4807-4a15-887a-e28d69113e19","none","ZukZFMyfnEqVeOcVTzECAQ","none","none","bound","","6872d128-8e91-48c6-8153-561f6b47b63b","US","Georgia","Atlanta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","75.32.219.138-75.35.95.53","US","Georgia","Tucker","AT&T Enterprises, LLC","AT&T Enterprises, LLC (AEL-360)","","0.0001 (Very Low)","7018","75.32.0.0/13","","","","","","","0","","","","","","","","","","",""
"2025-09-15T19:01:44Z","2025-09-15","19:01:44","Powell4 Michelle2","powell4.michelle2@adatum.com","75.33.171.16","Sutton"," Coastal Region 1"," US","Success","","member","Single-factor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","9235089a-5c5e-4585-8662-d94d7991f5d1","Office365 Shell WCSS-Server","d4eacae5-b8f9-470a-82f4-5afe735b5f55","Other.","Browser","2fd3dc20-0709-421e-8e34-71059af9e9a4","Edge 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36 Edg/139.0.0.3","false","false","Azure AD registered","66","","","","","ad7f946c-4807-4a15-887a-e28d69113e19","none","'-ZTr_NM8UEeNdFEHS-UdAA","none","none","bound","","3f573d80-f2b3-43da-8a8d-bf1cf0549143","US","Georgia","Atlanta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","75.32.219.138-75.35.95.53","US","Georgia","Tucker","AT&T Enterprises, LLC","AT&T Enterprises, LLC (AEL-360)","","0.0001 (Very Low)","7018","75.32.0.0/13","","","","","","","0","","","","","","","","","","",""
"2025-09-15T18:44:43Z","2025-09-15","18:44:43","Powell4 Michelle2","powell4.michelle2@adatum.com","75.33.171.16","Sutton"," Coastal Region 1"," US","Success","","member","Single-factor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","9235089a-5c5e-4585-8662-d94d7991f5d1","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","2fd3dc20-0709-421e-8e34-71059af9e9a4","Edge 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36 Edg/139.0.0.3","false","false","Azure AD registered","167","","","","","ad7f946c-4807-4a15-887a-e28d69113e19","none","x4y1-HpdR0SwgoQWuce_AA","none","none","bound","","f0501a73-9c98-42bc-870a-a3fedb1e6870","US","Georgia","Atlanta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","75.32.219.138-75.35.95.53","US","Georgia","Tucker","AT&T Enterprises, LLC","AT&T Enterprises, LLC (AEL-360)","","0.0001 (Very Low)","7018","75.32.0.0/13","","","","","","","0","","","","","","","","","","",""
"2025-09-15T18:44:43Z","2025-09-15","18:44:43","Powell4 Michelle2","powell4.michelle2@adatum.com","75.33.171.16","Sutton"," Coastal Region 1"," US","Success","","member","Single-factor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","9235089a-5c5e-4585-8662-d94d7991f5d1","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","2fd3dc20-0709-421e-8e34-71059af9e9a4","Edge 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36 Edg/139.0.0.3","false","false","Azure AD registered","122","","","","","ad7f946c-4807-4a15-887a-e28d69113e19","none","DUwjs9LA0kCbmM6qmHHjAA","none","none","bound","","028561a4-7186-41f2-8ace-4ff1cb660380","US","Georgia","Atlanta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","75.32.219.138-75.35.95.53","US","Georgia","Tucker","AT&T Enterprises, LLC","AT&T Enterprises, LLC (AEL-360)","","0.0001 (Very Low)","7018","75.32.0.0/13","","","","","","","0","","","","","","","","","","",""
"2025-09-15T18:44:43Z","2025-09-15","18:44:43","Powell4 Michelle2","powell4.michelle2@adatum.com","75.33.171.16","Sutton"," Coastal Region 1"," US","Success","","member","Single-factor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","9235089a-5c5e-4585-8662-d94d7991f5d1","Office365 Shell WCSS-Server","d4eacae5-b8f9-470a-82f4-5afe735b5f55","Other.","Browser","2fd3dc20-0709-421e-8e34-71059af9e9a4","Edge 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36 Edg/139.0.0.3","false","false","Azure AD registered","95","","","","","ad7f946c-4807-4a15-887a-e28d69113e19","none","VyKRx0xJakOG4bdrLey2AA","none","none","bound","","ec0511ce-7463-4531-840a-e5e557498d26","US","Georgia","Atlanta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","75.32.219.138-75.35.95.53","US","Georgia","Tucker","AT&T Enterprises, LLC","AT&T Enterprises, LLC (AEL-360)","","0.0001 (Very Low)","7018","75.32.0.0/13","","","","","","","0","","","","","","","","","","",""
"2025-09-15T18:44:41Z","2025-09-15","18:44:41","Powell4 Michelle2","powell4.michelle2@adatum.com","75.33.171.16","Sutton"," Coastal Region 1"," US","Success","","member","Single-factor authentication","Not Applied","primaryRefreshToken","SharePoint Online Web Client Extensibility","1dcb7da3-06ce-4f85-87cc-b3d51b990e0b","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","2fd3dc20-0709-421e-8e34-71059af9e9a4","Edge 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36 Edg/139.0.0.3","false","false","Azure AD registered","91","","","","","ad7f946c-4807-4a15-887a-e28d69113e19","none","ojl5wdMhoUaP3XJDZEO4AA","none","none","bound","","8877c4c7-6698-496a-86ee-f7349181253c","US","Georgia","Atlanta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","75.32.219.138-75.35.95.53","US","Georgia","Tucker","AT&T Enterprises, LLC","AT&T Enterprises, LLC (AEL-360)","","0.0001 (Very Low)","7018","75.32.0.0/13","","","","","","","0","","","","","","","","","","",""
"2025-09-14T19:09:29Z","2025-09-14","19:09:29","Powell4 Michelle2","powell4.michelle2@adatum.com","75.33.171.16","Sutton"," Coastal Region 1"," US","Success","","member","Single-factor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","9235089a-5c5e-4585-8662-d94d7991f5d1","Office365 Shell WCSS-Server","d4eacae5-b8f9-470a-82f4-5afe735b5f55","Other.","Browser","2fd3dc20-0709-421e-8e34-71059af9e9a4","Edge 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36 Edg/139.0.0.3","false","false","Azure AD registered","80","","","","","ad7f946c-4807-4a15-887a-e28d69113e19","none","Hd02zb8SOUebGIObbjKHAA","none","none","bound","","4eebbf84-1e3f-4bb5-8448-120b2bd2ca62","US","Georgia","Atlanta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","75.32.219.138-75.35.95.53","US","Georgia","Tucker","AT&T Enterprises, LLC","AT&T Enterprises, LLC (AEL-360)","","0.0001 (Very Low)","7018","75.32.0.0/13","","","","","","","0","","","","","","","","","","",""
"2025-09-12T17:00:07Z","2025-09-12","17:00:07","Powell4 Michelle2","powell4.michelle2@adatum.com","75.33.171.16","Cedarville"," Coastal Region 1"," US","Success","","member","Single-factor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","9235089a-5c5e-4585-8662-d94d7991f5d1","Office365 Shell WCSS-Server","d4eacae5-b8f9-470a-82f4-5afe735b5f55","Other.","Browser","2fd3dc20-0709-421e-8e34-71059af9e9a4","Edge 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36 Edg/139.0.0.3","false","false","Azure AD registered","55","","","","","ad7f946c-4807-4a15-887a-e28d69113e19","none","vVQeXkQ0nU-TOS_bRqsZAA","none","none","bound","","9b530e35-a70c-4c02-8d0a-ec46590dd49d","US","Georgia","Atlanta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","75.32.219.138-75.35.95.53","US","Georgia","Tucker","AT&T Enterprises, LLC","AT&T Enterprises, LLC (AEL-360)","","0.0001 (Very Low)","7018","75.32.0.0/13","","","","","","","0","","","","","","","","","","",""
"2025-09-12T12:22:50Z","2025-09-12","12:22:50","Powell4 Michelle2","powell4.michelle2@adatum.com","75.33.171.16","Cedarville"," Coastal Region 1"," US","Success","","member","Single-factor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","9235089a-5c5e-4585-8662-d94d7991f5d1","Office365 Shell WCSS-Server","d4eacae5-b8f9-470a-82f4-5afe735b5f55","Other.","Browser","2fd3dc20-0709-421e-8e34-71059af9e9a4","Edge 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36 Edg/139.0.0.3","false","false","Azure AD registered","107","","","","","ad7f946c-4807-4a15-887a-e28d69113e19","none","bBOPkNsgKE24okiSyAUsAA","none","none","bound","","c8384e4e-c601-4ea6-8e90-af83bd5dd325","US","Georgia","Atlanta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","75.32.219.138-75.35.95.53","US","Georgia","Tucker","AT&T Enterprises, LLC","AT&T Enterprises, LLC (AEL-360)","","0.0001 (Very Low)","7018","75.32.0.0/13","","","","","","","0","","","","","","","","","","",""
"2025-09-12T12:22:17Z","2025-09-12","12:22:17","Powell4 Michelle2","powell4.michelle2@adatum.com","75.33.171.16","Cedarville"," Coastal Region 1"," US","Success","","member","Single-factor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","9235089a-5c5e-4585-8662-d94d7991f5d1","Office365 Shell WCSS-Server","d4eacae5-b8f9-470a-82f4-5afe735b5f55","Other.","Browser","2fd3dc20-0709-421e-8e34-71059af9e9a4","Edge 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36 Edg/139.0.0.3","false","false","Azure AD registered","70","","","","","ad7f946c-4807-4a15-887a-e28d69113e19","none","HusuataEbE2QuyD4jrlTAA","none","none","bound","","d067407e-5523-48ca-80b3-02430c3a16ec","US","Georgia","Atlanta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","75.32.219.138-75.35.95.53","US","Georgia","Tucker","AT&T Enterprises, LLC","AT&T Enterprises, LLC (AEL-360)","","0.0001 (Very Low)","7018","75.32.0.0/13","","","","","","","0","","","","","","","","","","",""
"2025-09-12T00:25:33Z","2025-09-12","00:25:33","Powell4 Michelle2","powell4.michelle2@adatum.com","213.41.173.200","Ashford"," Coastal Region 2"," FR","Failure","50053","member","Single-factor authentication","Not Applied","none","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Sign-in was blocked because it came from an IP address with malicious activity","SMTP","","","","BAV2ROPC","false","false","","51","","","","powell4.michelle2@adatum.com","","none","q9CKZQYuhUKfobbmdvUTAA","none","clientAssertion","unbound","","847a6c9e-8327-49e3-849b-79a61a9bb39e","FR","Ile-de-France","","Keyyo SA","Keyyo SA","","","AS13193","213.41.128.0-213.41.239.255","FR","Rh?ne-Alpes","Lyon","Keyyo SA","KEYYO Customers pool","","0.0003 (Very Low)","13193","213.41.128.0/17","","","","","","","0","","","","","","","","","","",""
