ActivityDateTime,ActivityDisplayName,AdditionalDetails.1.Key,AdditionalDetails.1.Value,AdditionalDetails.1.AdditionalProperties,Category,CorrelationId,Id,InitiatedBy.App.AppId,InitiatedBy.App.DisplayName,InitiatedBy.App.ServicePrincipalId,InitiatedBy.App.ServicePrincipalName,InitiatedBy.App.AdditionalProperties,InitiatedBy.User.DisplayName,InitiatedBy.User.HomeTenantId,InitiatedBy.User.HomeTenantName,InitiatedBy.User.IPAddress,InitiatedBy.User.Id,InitiatedBy.User.UserPrincipalName,InitiatedBy.User.AdditionalProperties,InitiatedBy.AdditionalProperties,LoggedByService,OperationType,Result,ResultReason,TargetResources.1.DisplayName,TargetResources.1.GroupType,TargetResources.1.Id,TargetResources.1.ModifiedProperties,TargetResources.1.Type,TargetResources.1.UserPrincipalName,TargetResources.1.AdditionalProperties,UserAgent,AdditionalProperties
2025-09-29 20:29,User registered security info,TransactionId,3f98b16d-8e63-4302-8a57-c374963b9c8e,,UserManagement,d330fd10-a0d5-4747-8a61-6f2916bd6d2b,Authentication Methods_d330fd10-a0d5-4747-8a61-6f2916bd6d2b_4EFSB_98504067,,,,,,Betty20 Deborah51,,,137.27.96.204,52b9c00a-3d50-4d6f-8452-6d833f86f23b,betty20@contoso.com,,,Authentication Methods,Add,success,User registered App Password,Betty20 Deborah51,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,Microsoft.Graph.Beta.Chavez45.Models.IMicrosoftGraphModifiedProperty[],User,betty20@contoso.com,,,
2025-09-29 20:29,User started security info registration,TransactionId,3f98b16d-8e63-4302-8a57-c374963b9c8e,,UserManagement,2b31a126-cfee-4bb7-898c-3e153b18a3c8,Authentication Methods_2b31a126-cfee-4bb7-898c-3e153b18a3c8_948KF_98502913,,,,,,Betty20 Deborah51,,,137.27.96.204,52b9c00a-3d50-4d6f-8452-6d833f86f23b,betty20@contoso.com,,,Authentication Methods,Add,success,User started the registration for App Password,Betty20 Deborah51,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,Microsoft.Graph.Beta.Chavez45.Models.IMicrosoftGraphModifiedProperty[],User,betty20@contoso.com,,,
2025-09-29 20:29,User registered security info,TransactionId,3dde4617-3b91-4c4b-87b0-dcfaef6cda1a,,UserManagement,e54f66d0-bed2-469a-84df-16b7tyler195022c,Authentication Methods_e54f66d0-bed2-469a-84df-16b7tyler195022c_MJM7J_181244258,,,,,,Betty20 Deborah51,,,137.27.96.204,52b9c00a-3d50-4d6f-8452-6d833f86f23b,betty20@contoso.com,,,Authentication Methods,Add,success,User registered Authenticator App with Kelly58,Betty20 Deborah51,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,Microsoft.Graph.Beta.Chavez45.Models.IMicrosoftGraphModifiedProperty[],User,betty20@contoso.com,,,
2025-09-29 20:29,POST UserAuthMethod.SecurityInfoRegistrationCallback,,,,PolicyManagement,46755e38-7c2e-43ba-89e1-18f80de6cde5,Authentication Methods_46755e38-7c2e-43ba-89e1-18f80de6cde5_4CECT_121771744,,,,,,Betty20 Deborah51,,,104.210.141.57,,betty20@contoso.com,,,Authentication Methods,ServiceApi,success,NoContent,,,,Microsoft.Graph.Beta.Chavez45.Models.IMicrosoftGraphModifiedProperty[],,,,,
2025-09-29 20:29,Update user,UserType,Member,,UserManagement,2097bbf9-93c4-4657-856e-a513bc516324,Directory_2097bbf9-93c4-4657-856e-a513bc516324_5J6VD_81930556,,Patel14 Gray19 King17 Taylor29 Service,613ec37b-cbb0-4b92-845d-1bb588276afe,,,,,,,,,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:29,User started security info registration,TransactionId,3dde4617-3b91-4c4b-87b0-dcfaef6cda1a,,UserManagement,1f91ab90-f0a5-47ef-8470-9def6e60787d,Authentication Methods_1f91ab90-f0a5-47ef-8470-9def6e60787d_68TK9_98437705,,,,,,Betty20 Deborah51,,,137.27.96.204,52b9c00a-3d50-4d6f-8452-6d833f86f23b,betty20@contoso.com,,,Authentication Methods,Add,success,User started the registration for Authenticator App with Kelly58,Betty20 Deborah51,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,Microsoft.Graph.Beta.Chavez45.Models.IMicrosoftGraphModifiedProperty[],User,betty20@contoso.com,,,
2025-09-29 20:28,Update user,UserType,Member,,UserManagement,84f5566d-a838-4389-821f-aa718472a77b,Directory_84f5566d-a838-4389-821f-aa718472a77b_4H11R_83334509,,Patel14 Jack21 Hernandez35,253a7169-17dd-477a-82c9-d0bdd51b8f46,,,,,,,,,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:28,Update user,UserType,Member,,UserManagement,914b3ba1-ae05-4460-85fe-c17302a35074,Directory_914b3ba1-ae05-4460-85fe-c17302a35074_5I6QF_90030410,,Patel14 Jack21 Hernandez35,253a7169-17dd-477a-82c9-d0bdd51b8f46,,,,,,,,,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:26,Update user,UserType,Member,,UserManagement,c7b6bd2c-5cbe-4bb2-80de-35fc1ad18238,Directory_c7b6bd2c-5cbe-4bb2-80de-35fc1ad18238_O21PG_86581964,,,,,,Ruth29 Davis27 365 Barbara23,,,2603:1036:2405:cddc:5317:3da1:5901:c7,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:26,Update StsRefreshTokenValidFrom Timestamp,User-Agent,O365AdminPortal,,UserManagement,c7b6bd2c-5cbe-4bb2-80de-35fc1ad18238,Directory_c7b6bd2c-5cbe-4bb2-80de-35fc1ad18238_O21PG_86581955,,,,,,Ruth29 Davis27 365 Barbara23,,,2603:1036:2405:cddc:5317:3da1:5901:c7,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:26,Update user,UserType,Member,,UserManagement,246f2962-889c-4cd1-8f08-eea0d01fd50a,Directory_246f2962-889c-4cd1-8f08-eea0d01fd50a_537R2_96110776,,,,,,Ruth29 Davis27 365 Barbara23,,,2603:1036:2405:cddc:5317:3da1:5901:c7,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:26,Enable account,User-Agent,O365AdminPortal,,UserManagement,246f2962-889c-4cd1-8f08-eea0d01fd50a,Directory_246f2962-889c-4cd1-8f08-eea0d01fd50a_537R2_96110769,,,,,,Ruth29 Davis27 365 Barbara23,,,2603:1036:2405:cddc:5317:3da1:5901:c7,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:07,Consent to application,User-Agent,EvoSTS,,ApplicationManagement,bc0c535e-b54e-488f-8085-e180cc4fdf61,Directory_bc0c535e-b54e-488f-8085-e180cc4fdf61_BFP3I_667100,,,,,,Patel14 Janet19 Service,,,52.171.195.33,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Assign,success,,Ruth29 Bailey32 Jessica20 Melissa29 Young48,,5e5c9350-b7ad-48c2-842b-d813973f08b3,,ServicePrincipal,,,,
2025-09-29 20:07,Add app role assignment grant to user,User-Agent,EvoSTS,,UserManagement,bc0c535e-b54e-488f-8085-e180cc4fdf61,Directory_bc0c535e-b54e-488f-8085-e180cc4fdf61_BFP3I_667093,,,,,,Patel14 Janet19 Service,,,52.171.195.33,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Assign,success,,Ruth29 Bailey32 Jessica20 Melissa29 Young48,,5e5c9350-b7ad-48c2-842b-d813973f08b3,,ServicePrincipal,,,,
2025-09-29 20:07,Add delegated permission grant,User-Agent,EvoSTS,,ApplicationManagement,bc0c535e-b54e-488f-8085-e180cc4fdf61,Directory_bc0c535e-b54e-488f-8085-e180cc4fdf61_BFP3I_667051,,,,,,Patel14 Janet19 Service,,,52.171.195.33,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Assign,success,,Ruth29 Bailey32,,c6f113cf-3e02-45c0-8c9b-50ed2a7a906a,,ServicePrincipal,,,,
2025-09-29 20:07,Add service principal,User-Agent,EvoSTS,,ApplicationManagement,bc0c535e-b54e-488f-8085-e180cc4fdf61,Directory_bc0c535e-b54e-488f-8085-e180cc4fdf61_BFP3I_667032,,,,,,Patel14 Janet19 Service,,,52.171.195.33,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Add,success,,Ruth29 Bailey32 Jessica20 Melissa29 Young48,,5e5c9350-b7ad-48c2-842b-d813973f08b3,,ServicePrincipal,,,,
2025-09-29 20:07,Consent to application,User-Agent,EvoSTS,,ApplicationManagement,54b3de33-61e1-47c9-8a1a-51231c805628,Directory_54b3de33-61e1-47c9-8a1a-51231c805628_8O2Q3_21068738,,,,,,,,,52.171.195.33,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Assign,failure,Microsoft.Online.Workflows.SpnValidationException,HOST-B6E3FF,,,,,,,,
2025-09-29 20:07,Add service principal,User-Agent,EvoSTS,,ApplicationManagement,54b3de33-61e1-47c9-8a1a-51231c805628,Directory_54b3de33-61e1-47c9-8a1a-51231c805628_8O2Q3_21068733,,,,,,,,,52.171.195.33,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Add,failure,Microsoft.Online.Workflows.SpnValidationException,Ruth29 Bailey32 Jessica20 Melissa29 Young48,,84e51c4a-b9d0-4ca3-80db-a4733e328fff,,ServicePrincipal,,,,
2025-09-29 20:05,Update user,UserType,Member,,UserManagement,6df5f98b-6398-49be-8e3a-227e86546df4,Directory_6df5f98b-6398-49be-8e3a-227e86546df4_GLKNZ_163212743,,Ruth29 Samantha45 Matthew13,4666ea59-568a-432a-8dd5-db69986f5103,,,,,,,,,,,Core Directory,Update,success,,,,cf02cc6d-d42b-414c-881c-24113c700354,,User,nguyen22@contoso.com,,,
2025-09-29 20:03,Admin deleted security info,InitiatedFrom,ADIbizaUX (f768d879-2ed4-47e2-89d0-1784f8e68fe7),,UserManagement,434fa815-1340-443f-8c2f-f998e5b8d633,Authentication Methods_434fa815-1340-443f-8c2f-f998e5b8d633_UKSZE_170477651,,,,,,External Vendor 2 Admin,,,40.136.227.209,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Authentication Methods,ServiceApi,success,Admin required re-registration of MFA authentication methods.,Betty20 Deborah51,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,"Mozilla/5.0, (Windows NT 10.0; Win64; x64), AppleWebKit/537.36, (KHTML, like Gecko), Chrome/139.0.0.235, Safari/537.36",
2025-09-29 20:03,Update user,UserType,Member,,UserManagement,1dc97c8a-9cc3-427b-80d4-d3d611b786d2,Directory_1dc97c8a-9cc3-427b-80d4-d3d611b786d2_FOVC9_79745143,,Patel14 Gray19 King17 Taylor29 Service,613ec37b-cbb0-4b92-845d-1bb588276afe,,,,,,,,,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:03,Update user,UserType,Member,,UserManagement,126b7d4f-23ed-46b7-8b69-6bac86816bd4,Directory_126b7d4f-23ed-46b7-8b69-6bac86816bd4_CABSZ_85074938,,Patel14 Gray19 King17 Taylor29 Service,613ec37b-cbb0-4b92-845d-1bb588276afe,,,,,,,,,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:03,Update user,UserType,Member,,UserManagement,6f0a6de3-dd33-439a-8a97-902b835c5ccc,Directory_6f0a6de3-dd33-439a-8a97-902b835c5ccc_NBYKF_85916500,,Patel14 Gray19 King17 Taylor29 Service,613ec37b-cbb0-4b92-845d-1bb588276afe,,,,,,,,,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:03,Restore multifactor authentication on all remembered devices,InitiatedFrom,ADIbizaUX (f768d879-2ed4-47e2-89d0-1784f8e68fe7),,UserManagement,0d81cdd3-77bf-4cc3-8222-cb7f7c79a1d6,Authentication Methods_0d81cdd3-77bf-4cc3-8222-cb7f7c79a1d6_JVN34_101782611,,,,,,External Vendor 2 Admin,,,40.136.227.209,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Authentication Methods,ServiceApi,success,Admin successfully restored jacob35 authentication on all remembered devices.,Betty20 Deborah51,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,"Mozilla/5.0, (Windows NT 10.0; Win64; x64), AppleWebKit/537.36, (KHTML, like Gecko), Chrome/139.0.0.235, Safari/537.36",
2025-09-29 20:03,Update user,UserType,Member,,UserManagement,77d67732-520d-4131-8df6-1c4df91ec92c,Directory_77d67732-520d-4131-8df6-1c4df91ec92c_5TWA1_81178240,,Patel14 Gray19 King17 Taylor29 Service,613ec37b-cbb0-4b92-845d-1bb588276afe,,,,,,,,,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:03,Validate user authentication,targetTenant,f28ea500-6276-48ce-8fb2-edd8a60671ea,,Authentication,d79dcaa8-c915-4b3a-8fea-6ad794fd8cc2,B2C_d79dcaa8-c915-4b3a-8fea-6ad794fd8cc2_063b27d9-43ef-4b3c-88e0-ca84cb74ae45_134009713864703810,,,,,,sandoval42@contoso.com,,,40.126.23.115,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,B2C,Read,success,Token is valid,f28ea500-6276-48ce-8fb2-edd8a60671ea,,,Microsoft.Graph.Beta.Chavez45.Models.IMicrosoftGraphModifiedProperty[],Other,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.235 Sa",
2025-09-29 20:01,Update user,UserType,Member,,UserManagement,f8bf4b7a-3c6f-4fb5-8fdb-e60688b7694c,Directory_f8bf4b7a-3c6f-4fb5-8fdb-e60688b7694c_E3UQL_79849699,,,,,,Ruth29 Davis27 365 Barbara23,,,2603:1036:2405:cddc:5317:3da1:5901:c7,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:01,Update StsRefreshTokenValidFrom Timestamp,User-Agent,O365AdminPortal,,UserManagement,f8bf4b7a-3c6f-4fb5-8fdb-e60688b7694c,Directory_f8bf4b7a-3c6f-4fb5-8fdb-e60688b7694c_E3UQL_79849692,,,,,,Ruth29 Davis27 365 Barbara23,,,2603:1036:2405:cddc:5317:3da1:5901:c7,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:01,Update user,UserType,Member,,UserManagement,d63b4e25-03a5-460d-8e09-d68440238778,Directory_d63b4e25-03a5-460d-8e09-d68440238778_MQZAI_2177655,,,,,,Ruth29 Davis27 365 Barbara23,,,2603:1036:2405:cddc:5317:3da1:5901:c7,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:01,Disable account,User-Agent,O365AdminPortal,,UserManagement,d63b4e25-03a5-460d-8e09-d68440238778,Directory_d63b4e25-03a5-460d-8e09-d68440238778_MQZAI_2177645,,,,,,Ruth29 Davis27 365 Barbara23,,,2603:1036:2405:cddc:5317:3da1:5901:c7,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:01,Update user,UserType,Member,,UserManagement,5f06ad93-4a35-43fc-8829-1e28057f6dcc,Directory_5f06ad93-4a35-43fc-8829-1e28057f6dcc_2X7SO_75559178,,,,,,Ruth29 Davis27 365 Barbara23,,,2603:1036:2405:cddc:5317:3da1:5901:c7,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:01,Update StsRefreshTokenValidFrom Timestamp,User-Agent,O365AdminPortal,,UserManagement,5f06ad93-4a35-43fc-8829-1e28057f6dcc,Directory_5f06ad93-4a35-43fc-8829-1e28057f6dcc_2X7SO_75559169,,,,,,Ruth29 Davis27 365 Barbara23,,,2603:1036:2405:cddc:5317:3da1:5901:c7,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:01,Update user,UserType,Member,,UserManagement,f4854dd6-0424-46d0-8af0-f034457b0843,Directory_f4854dd6-0424-46d0-8af0-f034457b0843_ABJUP_82418362,,,,,,Ruth29 Davis27 365 Barbara23,,,2603:1036:2405:cddc:5317:3da1:5901:c7,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:01,Update StsRefreshTokenValidFrom Timestamp,User-Agent,O365AdminPortal,,UserManagement,f4854dd6-0424-46d0-8af0-f034457b0843,Directory_f4854dd6-0424-46d0-8af0-f034457b0843_ABJUP_82418355,,,,,,Ruth29 Davis27 365 Barbara23,,,2603:1036:2405:cddc:5317:3da1:5901:c7,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:01,Update user,UserType,Member,,UserManagement,1078e6b6-42d6-433a-8396-11d785b464f5,Directory_1078e6b6-42d6-433a-8396-11d785b464f5_WTFLV_94212241,,,,,,Ruth29 Davis27 365 Barbara23,,,2603:1036:2405:cddc:5317:3da1:5901:c7,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:01,Enable account,User-Agent,O365AdminPortal,,UserManagement,1078e6b6-42d6-433a-8396-11d785b464f5,Directory_1078e6b6-42d6-433a-8396-11d785b464f5_WTFLV_94212231,,,,,,Ruth29 Davis27 365 Barbara23,,,2603:1036:2405:cddc:5317:3da1:5901:c7,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:00,Update user,UserType,Member,,UserManagement,42b4693d-91b2-4dbb-8575-8cbbc48209a2,Directory_42b4693d-91b2-4dbb-8575-8cbbc48209a2_MBHJS_146021846,,Patel14 Jack21 Hernandez35,253a7169-17dd-477a-82c9-d0bdd51b8f46,,,,,,,,,,,Core Directory,Update,success,,,,b0ec99af-8455-4f4f-8de5-e269274e2e23,,User,sandoval42@contoso.com,,,
2025-09-29 20:00,Update user,UserType,Member,,UserManagement,2c4730b5-6795-4f15-8dbd-c3bc2df58841,Directory_2c4730b5-6795-4f15-8dbd-c3bc2df58841_ZG1UA_92774440,,,,,,Ruth29 Davis27 365 Barbara23,,,2603:1036:2405:cddc:5317:3da1:5901:c7,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:00,Update StsRefreshTokenValidFrom Timestamp,User-Agent,O365AdminPortal,,UserManagement,2c4730b5-6795-4f15-8dbd-c3bc2df58841,Directory_2c4730b5-6795-4f15-8dbd-c3bc2df58841_ZG1UA_92774432,,,,,,Ruth29 Davis27 365 Barbara23,,,2603:1036:2405:cddc:5317:3da1:5901:c7,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,,User,betty20@contoso.com,,,
2025-09-29 20:00,Update StsRefreshTokenValidFrom Timestamp,User-Agent,O365AdminPortal,,UserManagement,3a03779c-4672-401b-88c3-094356ec3e2b,Directory_3a03779c-4672-401b-88c3-094356ec3e2b_PETOE_93535244,,,,,,Ruth29 Davis27 365 Barbara23,,,2603:1036:2405:cddc:5317:3da1:5901:c7,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Update,success,,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,Microsoft.Graph.Beta.Chavez45.Models.IMicrosoftGraphModifiedProperty[],User,betty20@contoso.com,,,
