"Id","DisplayName","UserPrincipalName","Mail","ProxyAddresses","UserType","CreatedDateTime","CreationType","EmployeeType","MemberOf","AssignedLicensesName","LicenseDetails","OnPremisesSyncEnabled","OnPremisesSamAccountName","ManagedDevices","AccountEnabled","PasswordPolicies","LastSignInDate","LastPasswordChangeDateTime","LastPasswordChangeTimeStampISO"
"539ca784-25f5-4f81-8153-17c7f88a3385","Patrick15 Ronald34","patrick15@contoso.com","patrick15@contoso.com","smtp:patrick15@contoso.onmicrosoft.com;SMTP:patrick15@contoso.com","Member","2016-10-12 17:40:13","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-28 18:33:18","2023-08-05 15:18:00","2023-08-05T15:18:00.000Z"
"ae5db3e2-55ab-46d7-8b45-0b671d3dd943","Paul19 Hernandez19","martinez20@contoso.com","martinez20@contoso.com","SMTP:martinez20@contoso.com;smtp:martinez20@contoso.onmicrosoft.com","Member","2021-03-08 21:58:52","","","","Exchange Online (Plan 1) ","","","","","True","None","2025-08-03 16:09:03","2024-10-20 21:21:04","2024-10-20T21:21:04.000Z"
"8df0c5a7-6245-4ac3-8631-1f3058123e12","Jose17 Cruz28 Betty12","justin19@contoso.com","justin19@contoso.com","SMTP:justin19@contoso.com","Member","2017-09-25 12:24:41","","","","Exchange Online (Plan 1) ","","","","","True","None","2025-06-20 15:27:46","2023-08-24 16:35:41","2023-08-24T16:35:41.000Z"
"755f4e50-278e-4265-8eea-9543c69c551e","Ross13 Patricia41","ross13@contoso.com","ross13@contoso.com","SMTP:ross13@contoso.com;smtp:ross13@contoso.onmicrosoft.com","Member","2020-09-21 12:41:13","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-28 19:36:46","2025-04-24 14:18:54","2025-04-24T14:18:54.000Z"
"33b2701d-04b6-42e4-8401-754abe4bd44d","Johnson24 Chavez24","samuel14@contoso.com","samuel14@contoso.com","SMTP:samuel14@contoso.com","Member","2019-02-09 21:47:41","","","","Microsoft Power Automate Free Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-28 00:00:02","2025-04-27 20:57:52","2025-04-27T20:57:52.000Z"
"c4babf5d-7cf2-443c-88bd-5120bfd338f5","Walker21 Donna18-Gary22","walker21@contoso.com","walker21@contoso.com","smtp:walker21@contoso.onmicrosoft.com;SMTP:walker21@contoso.com","Member","2017-11-25 16:12:05","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-29 01:38:59","2025-06-05 14:08:47","2025-06-05T14:08:47.000Z"
"a8ad75e3-c05d-4e68-8c52-987d3051790e","Janet18 Katherine13","betty14@contoso.com","betty14@contoso.com","smtp:betty14@contoso.onmicrosoft.com;SMTP:betty14@contoso.com","Member","2015-08-02 23:35:25","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-29 01:26:40","2023-05-20 12:36:02","2023-05-20T12:36:02.000Z"
"1f29da5b-b7d1-4c1f-8049-4f87bca6b1cd","Janet18 James44","perez23@contoso.com","perez23@contoso.com","SMTP:perez23@contoso.com;smtp:perez23@contoso.onmicrosoft.com","Member","2022-01-30 14:33:24","","","","Exchange Online (Plan 1) ","","","","","True","None","2022-03-08 14:01:33","2022-01-30 14:33:24","2022-01-30T14:33:24.000Z"
"bdce25d5-bc10-4969-815b-61ed6da7ad63","Morgan16 Christine16","george26@contoso.com","george26@contoso.com","SMTP:george26@contoso.com;smtp:george26@contoso.onmicrosoft.com","Member","2020-08-02 19:33:53","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-29 03:29:41","2025-09-05 14:34:08","2025-09-05T14:34:08.000Z"
"ab864f5a-d5a4-4778-880e-07892edf66e8","Shirley15 Katherine36","shirley15@contoso.com","shirley15@contoso.com","smtp:shirley15@contoso.onmicrosoft.com;SMTP:shirley15@contoso.com","Member","2019-03-04 17:13:34","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-28 16:30:17","2025-09-05 11:52:54","2025-09-05T11:52:54.000Z"
"679038df-032a-47b8-8dfb-f604f9c58100","Martinez23 Johnson34","martinez23@contoso.com","martinez23@contoso.com","smtp:martinez23@contoso.onmicrosoft.com;SMTP:martinez23@contoso.com","Member","2017-10-18 19:01:20","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-28 17:39:33","2023-07-19 12:56:06","2023-07-19T12:56:06.000Z"
"3eb1c834-ce05-4ce0-8d3d-77db70d88c5f","Mitnick Kevin1","kmitnick@contoso.com","kmitnick@contoso.com","smtp:kmitnick@contoso.onmicrosoft.com;SMTP:kmitnick@contoso.com","Member","2024-11-22 23:10:43","","","","Exchange Online (Plan 1) ","","","","","True","None","2025-09-01 18:08:51","2024-11-22 23:10:43","2024-11-22T23:10:43.000Z"
"d1b236b3-67c4-43c0-8b32-ec6e812b9174","Castillo21 Reyes26","rebecca23@contoso.com","rebecca23@contoso.com","smtp:rebecca23@contoso.onmicrosoft.com;SMTP:rebecca23@contoso.com;smtp:johnson24@contoso.com","Member","2020-04-21 19:28:52","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-28 02:58:08","2024-05-29 14:32:37","2024-05-29T14:32:37.000Z"
"5705a283-ec4a-45b2-801c-a20c106ee101","Betty12 Dennis25","dennis25@contoso.com","dennis25@contoso.com","smtp:dennis25@contoso.onmicrosoft.com;SMTP:dennis25@contoso.com","Member","2017-10-20 19:35:20","","","","Exchange Online (Plan 1) ","","","","","True","None","2020-11-21 16:44:09","2017-10-20 19:39:05","2017-10-20T19:39:05.000Z"
"02a15812-3275-4ab4-89a5-5e73de892ecd","Betty12 Sandoval19","sandoval19@contoso.com","sandoval19@contoso.com","smtp:sandoval19@contoso.onmicrosoft.com;SMTP:sandoval19@contoso.com","Member","2016-09-22 19:25:07","","","","Exchange Online (Plan 1) ","","","","","True","None","2025-03-12 00:46:14","2023-06-16 18:59:54","2023-06-16T18:59:54.000Z"
"222ccf47-5424-40fd-83d2-d95e560eb3c4","Alexander18 Gutierrez19","alexander18@contoso.com","alexander18@contoso.com","smtp:alexander18@contoso.onmicrosoft.com;SMTP:alexander18@contoso.com","Member","2016-06-25 14:10:11","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-28 20:21:55","2023-05-14 17:25:35","2023-05-14T17:25:35.000Z"
"d034f015-5148-4276-86ec-661975af0c30","Tyler19 Katherine13","perez25@contoso.com","perez25@contoso.com","smtp:perez25@contoso.onmicrosoft.com;SMTP:perez25@contoso.com","Member","2015-08-02 23:35:26","","","","Exchange Online (Plan 1) ","","","","","True","None","2025-09-22 23:22:26","2023-05-30 18:29:14","2023-05-30T18:29:14.000Z"
"6b74765b-1b65-487b-83f1-bc5f9cdf2139","Johnson30 Betty13","johnson30@contoso.com","johnson30@contoso.com","SMTP:johnson30@contoso.com","Member","2024-11-14 15:04:18","","","","Microsoft 365 Mark12 Premium ","","","","","True","","2025-09-28 16:54:44","2024-11-14 15:04:18","2024-11-14T15:04:18.000Z"
"0f80c46c-63cb-4a9e-832e-09af34007bc4","Betty12 Support","tyler21@contoso.com","tyler21@contoso.com","smtp:cooper18@contoso.com;smtp:brooks39@contoso.com;smtp:support@contoso.com;smtp:christine26@contoso.com;smtp:admin@contoso.com;smtp:info@contoso.com;smtp:watson24@contoso.com;smtp:carter17@contoso.com;SMTP:tyler21@contoso.com;smtp:laura30@contoso.com","Member","2015-07-10 16:28:39","","","","Exchange Online (Plan 1) ","","","","","True","None","2025-09-13 15:17:49","2023-11-23 14:53:16","2023-11-23T14:53:16.000Z"
"b5f1c6c5-289c-4d06-8004-5c26e9930dbc","Price16 Perez28 Betty12","bennett14@contoso.com","bennett14@contoso.com","smtp:bennett14@contoso.onmicrosoft.com;SMTP:bennett14@contoso.com;smtp:murphy15@contoso.com","Member","2017-11-30 15:56:04","","","","Exchange Online (Plan 1) ","","","","","True","None","2025-06-20 15:30:05","2023-08-24 16:52:14","2023-08-24T16:52:14.000Z"
"b8a12a92-7125-49e9-8384-45efa854fcb8","Powell33 Support","powell33@contoso.com","powell33@contoso.com","smtp:ward27@contoso.com;smtp:powell33@contoso.onmicrosoft.com;SMTP:powell33@contoso.com","Member","2017-08-31 15:15:04","","","","Exchange Online (Plan 1) ","","","","","True","None","2025-06-30 13:02:16","2025-03-28 14:11:14","2025-03-28T14:11:14.000Z"
"8be99981-c102-421c-89ed-fc4c7c76a4d5","Janet20 Kelly43","scott58@contoso.com","scott58@contoso.com","SMTP:scott58@contoso.com;smtp:scott58@contoso.onmicrosoft.com","Member","2021-03-08 21:54:07","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-28 15:38:53","2024-12-18 20:26:42","2024-12-18T20:26:42.000Z"
"00050acc-f28a-4df4-83ca-3d57ad83504f","Janet20 Linda20","samuel20@contoso.com","samuel20@contoso.com","SMTP:samuel20@contoso.com;smtp:samuel20@contoso.onmicrosoft.com","Member","2022-02-24 13:23:54","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-27 16:30:42","2025-09-05 13:49:05","2025-09-05T13:49:05.000Z"
"17995f0d-54b7-4b5b-8b32-d02ea9bf3484","Howard28 Anthony54","howard28@contoso.com","howard28@contoso.com","SMTP:howard28@contoso.com;smtp:howard28@contoso.onmicrosoft.com","Member","2020-09-10 13:42:57","","","","Microsoft Power Automate Free Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-12 19:35:06","2025-06-20 17:43:14","2025-06-20T17:43:14.000Z"
"3632a556-2d60-4220-8d26-68c14d38baaf","Linda18 Cox20","linda18@contoso.com","linda18@contoso.com","SMTP:linda18@contoso.com","Member","2025-06-14 13:30:33","","","","Microsoft Power Automate Free Microsoft 365 Mark12 Premium ","","","","","True","","2025-09-26 14:18:45","2025-06-14 13:30:33","2025-06-14T13:30:33.000Z"
"d3a24f7c-419a-4efa-856c-03a14837e7ed","Green34 Foster29","green34@contoso.com","green34@contoso.com","smtp:green34@contoso.onmicrosoft.com;SMTP:green34@contoso.com","Member","2018-02-04 20:48:01","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-28 16:11:18","2023-05-21 14:40:17","2023-05-21T14:40:17.000Z"
"ca233da4-c06a-4794-87b9-6ecadf131a5d","Rodriguez27 Nelson15","rodriguez27@contoso.com","rodriguez27@contoso.com","smtp:rodriguez27@contoso.onmicrosoft.com;SMTP:rodriguez27@contoso.com","Member","2017-09-30 18:40:59","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-26 14:18:43","2023-05-14 19:22:26","2023-05-14T19:22:26.000Z"
"5468c5d4-965b-4150-89bd-31e8214a8f6c","Janet20 Rogers30","wood23@contoso.com","wood23@contoso.com","SMTP:wood23@contoso.com","Member","2020-03-10 18:01:47","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-28 19:29:17","2025-03-10 18:40:32","2025-03-10T18:40:32.000Z"
"9704dd93-e0d1-4d31-8f29-39081c0e50be","Lopez17 Christina26","lopez17@contoso.com","lopez17@contoso.com","smtp:lopez17.christina26@contoso.com;SMTP:lopez17@contoso.com;smtp:lopez17.christina26@contoso.onmicrosoft.com","Member","2024-03-26 17:46:34","","","","Microsoft Power Automate Free Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-27 12:41:21","2024-04-03 23:29:44","2024-04-03T23:29:44.000Z"
"e268f25d-c237-4ec0-81ef-daa2a26b17d5","Scott59 Kelly52","scott59@contoso.com","scott59@contoso.com","smtp:scott59@contoso.onmicrosoft.com;SMTP:scott59@contoso.com","Member","2015-08-02 23:35:27","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-28 18:54:43","2025-05-21 14:41:43","2025-05-21T14:41:43.000Z"
"30818818-8f43-4914-88d5-daef54baeb44","Catherine24 Castillo27","catherine24@contoso.com","catherine24@contoso.com","SMTP:catherine24@contoso.com","Member","2019-11-21 15:30:10","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-28 15:08:07","2025-03-18 21:35:13","2025-03-18T21:35:13.000Z"
"cf02cc6d-d42b-414c-881c-24113c700354","Nguyen22 Ronald30","nguyen22@contoso.com","nguyen22@contoso.com","smtp:nguyen22@contoso.onmicrosoft.com;SMTP:nguyen22@contoso.com","Member","2015-08-02 23:35:26","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-25 17:56:45","2024-10-26 14:25:25","2024-10-26T14:25:25.000Z"
"cfdeebe8-467b-4fa7-88a6-5fa354944cd2","Ramirez27 Catherine22","david30@contoso.com","david30@contoso.com","SMTP:david30@contoso.com;smtp:david30@contoso.onmicrosoft.com","Member","2021-08-26 14:27:46","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-27 20:20:00","2023-07-13 14:28:29","2023-07-13T14:28:29.000Z"
"cd3cdd4c-d8b1-4bee-8286-4ac6b8856311","Donald25 Betty12","donald25@contoso.com","donald25@contoso.com","smtp:donald25@contoso.onmicrosoft.com;SMTP:donald25@contoso.com","Member","2018-05-03 14:44:59","","","","Exchange Online (Plan 1) ","","","","","True","None","2025-06-20 15:51:52","2023-08-24 16:51:38","2023-08-24T16:51:38.000Z"
"277e8e72-396e-4900-8751-4c45f33006a7","Melissa28 Nathan38","sanchez31@contoso.com","sanchez31@contoso.com","smtp:sanchez31@contoso.onmicrosoft.com;SMTP:sanchez31@contoso.com","Member","2018-04-22 16:45:07","","","","Exchange Online (Plan 1) ","","","","","True","None","2025-08-22 21:21:04","2023-05-24 15:28:45","2023-05-24T15:28:45.000Z"
"dcc5955b-9a59-42bb-8d54-1bd7b333faf5","Donna18 Betty12","donna18@contoso.com","donna18@contoso.com","smtp:bennett18@contoso.com;smtp:donna18@contoso.onmicrosoft.com;SMTP:donna18@contoso.com;smtp:young14@contoso.com","Member","2017-11-30 15:55:42","","","","Exchange Online (Plan 1) ","","","","","True","None","2025-06-20 15:55:42","2023-08-24 16:50:39","2023-08-24T16:50:39.000Z"
"ca114661-ca9d-4914-8629-9d1c0fdeeaf9","John22 Hernandez18","john22@contoso.com","john22@contoso.com","SMTP:john22@contoso.com","Member","2021-04-24 13:52:16","","","","Microsoft 365 Mark12 Premium Microsoft Power Automate Free ","","","","","True","None","2025-09-28 19:09:25","2023-05-21 20:36:00","2023-05-21T20:36:00.000Z"
"d47f20c4-1188-4158-8615-d03a692e3761","Ramirez28 Edward40 Diaz35","gutierrez15@contoso.com","gutierrez15@contoso.com","smtp:gutierrez15@contoso.onmicrosoft.com;SMTP:gutierrez15@contoso.com","Member","2017-11-25 16:07:58","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-29 05:49:05","2024-04-15 18:55:57","2024-04-15T18:55:57.000Z"
"52b9c00a-3d50-4d6f-8452-6d833f86f23b","Betty20 Deborah51","betty20@contoso.com","betty20@contoso.com","smtp:betty20.deborah51@contoso.com;SMTP:betty20@contoso.com;smtp:betty20.deborah51@contoso.onmicrosoft.com","Member","2024-03-26 17:44:39","","","","Microsoft 365 Mark12 Premium ","","","","","False","None","2025-09-29 03:26:07","2025-09-29 20:00:36","2025-09-29T20:00:36.000Z"
"5aa19666-272e-4440-82e4-ce71e5a70bb5","Ramos24 Kimberly21","ramos24@contoso.com","ramos24@contoso.com","smtp:ramos24@contoso.onmicrosoft.com;SMTP:ramos24@contoso.com","Member","2015-08-02 23:35:26","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-27 14:10:03","2023-10-28 15:26:07","2023-10-28T15:26:07.000Z"
"a64ecdb8-1908-4e8e-8443-f45858c2d6d0","Ramos24 Nelson15","taylor32@contoso.com","taylor32@contoso.com","smtp:taylor32@contoso.onmicrosoft.com;SMTP:taylor32@contoso.com","Member","2016-06-23 14:40:27","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-28 19:21:10","2023-06-08 15:06:44","2023-06-08T15:06:44.000Z"
"99b931b8-c671-4388-87b5-abb6adfd4667","Evelyn25 Samantha21 Betty12","jack20@contoso.com","jack20@contoso.com","smtp:jack20@contoso.onmicrosoft.com;SMTP:jack20@contoso.com","Member","2017-09-14 15:14:00","","","","Exchange Online (Plan 1) ","","","","","True","None","2025-06-20 15:57:02","2023-08-10 20:38:24","2023-08-10T20:38:24.000Z"
"2ece1ae7-f17d-4d04-806f-e5ee596c8995","Ortiz29 Diane19","ortiz29@contoso.com","ortiz29@contoso.com","SMTP:ortiz29@contoso.com;smtp:ortiz29@contoso.onmicrosoft.com","Member","2023-09-03 16:54:57","","","","Microsoft 365 Mark12 Premium Microsoft Power Automate Free ","","","","","True","None","2025-09-26 20:28:43","2023-09-03 16:54:56","2023-09-03T16:54:56.000Z"
"61565fac-3b42-43d3-895c-1abd0856dec5","Diaz30 James23","diaz30@contoso.com","diaz30@contoso.com","smtp:diaz30@contoso.onmicrosoft.com;SMTP:diaz30@contoso.com","Member","2017-11-16 19:49:51","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-22 15:30:34","2023-05-14 19:47:10","2023-05-14T19:47:10.000Z"
"2a3c4a76-a53e-414f-89e9-355a28dc371a","Betty22 Jeffrey21","betty22@contoso.com","betty22@contoso.com","smtp:betty22@contoso.onmicrosoft.com;SMTP:betty22@contoso.com","","2013-06-08 20:47:02","","","","Microsoft 365 Mark12 Premium ","","","","","True","","2025-09-25 16:39:49","2023-11-04 16:14:13","2023-11-04T16:14:13.000Z"
"73c282e1-cff9-447d-8dae-7fca8b077413","Nancy30 Betty12","nancy30@contoso.com","nancy30@contoso.com","smtp:nancy30@contoso.onmicrosoft.com;SMTP:nancy30@contoso.com","Member","2017-09-28 18:48:04","","","","Exchange Online (Plan 1) ","","","","","True","None","2025-06-20 15:59:16","2023-08-24 16:45:52","2023-08-24T16:45:52.000Z"
"b9779079-b321-4295-8b53-10d274daa08d","Ramos24 Daniel55","eric23@contoso.com","eric23@contoso.com","SMTP:eric23@contoso.com","Member","2024-10-30 20:01:53","","","","Exchange Online (Plan 1) ","","","","","True","","2025-04-03 16:57:14","2024-10-30 20:01:53","2024-10-30T20:01:53.000Z"
"23a61ae0-5e91-4d42-82af-6d5418454c27","Jacob34 Sandoval43","dennis37@contoso.com","dennis37@contoso.com","smtp:dennis37@contoso.onmicrosoft.com;SMTP:dennis37@contoso.com","Member","2019-06-01 14:31:40","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-29 01:14:33","2023-09-28 14:02:40","2023-09-28T14:02:40.000Z"
"dbeb76c8-11d9-4073-8c69-2911478023ab","Daniel29 O'Connor","daniel29@contoso.com","daniel29@contoso.com","smtp:brenda16@contoso.com;smtp:edward44@contoso.com;SMTP:daniel29@contoso.com;smtp:daniel29@contoso.onmicrosoft.com","Member","2020-06-10 12:39:17","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-29 00:39:44","2023-05-17 18:28:31","2023-05-17T18:28:31.000Z"
"a0452ca8-f895-495b-81e2-7b8bc4bce650","Charles33 Sandoval15 Betty12","sandoval26@contoso.com","sandoval26@contoso.com","smtp:sandoval26@contoso.onmicrosoft.com;SMTP:sandoval26@contoso.com","Member","2017-11-30 15:54:45","","","","Exchange Online (Plan 1) ","","","","","True","None","2025-06-20 16:10:30","2023-08-24 16:53:03","2023-08-24T16:53:03.000Z"
"f0384708-c1a6-4b01-8541-bc5a12e269e9","Rebecca30 Sandoval28","ronald33@contoso.com","ronald33@contoso.com","smtp:ronald33@contoso.onmicrosoft.com;SMTP:ronald33@contoso.com","Member","2017-11-04 18:35:29","","","","Exchange Online (Plan 1) ","","","","","True","None","2025-06-20 16:28:16","2023-08-24 16:54:38","2023-08-24T16:54:38.000Z"
"c70841b1-4d91-4378-8672-b558bf4db99f","Eric26 Price35","eric26@contoso.com","eric26@contoso.com","SMTP:eric26@contoso.com;smtp:eric26@contoso.onmicrosoft.com","Member","2021-10-21 12:44:40","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-28 17:39:23","2025-08-15 13:45:28","2025-08-15T13:45:28.000Z"
"f35b9cb2-bbc8-493e-8884-4db0b2646483","anna26_7196abe0-9d5c-46d5-831a-4a373d43178d","anna26_d340bb40-e95e-4542-809f-3d340a848464@contoso.com","","","Member","2023-02-19 16:32:23","","","","","","","","","True","","2023-02-19 16:32:24","2023-02-19 16:32:23","2023-02-19T16:32:23.000Z"
"793596b2-a555-4561-8cea-f40991e98483","Stephanie23 Sandoval14","stephanie23@contoso.com","stephanie23@contoso.com","smtp:stephanie23@contoso.onmicrosoft.com;SMTP:stephanie23@contoso.com","Member","2016-05-18 14:44:24","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-28 19:34:24","2023-05-14 17:31:29","2023-05-14T17:31:29.000Z"
"4a64593b-702c-4fbf-8808-70tyler1996bbe73","James59 Sandoval24","rivera21@contoso.com","rivera21@contoso.com","SMTP:rivera21@contoso.com;smtp:rivera21@contoso.onmicrosoft.com","Member","2021-03-08 21:57:54","","","","Microsoft 365 Mark12 Premium ","","","","","True","None","2025-09-28 16:38:01","2023-05-14 19:14:32","2023-05-14T19:14:32.000Z"
"7b339170-b18c-41c5-8767-f69826192386","Andrew36 Donna15","ruth31@contoso.com","ruth31@contoso.com","smtp:smith22@contoso.com;smtp:ruth31@contoso.onmicrosoft.com;SMTP:ruth31@contoso.com","Member","2018-09-23 16:10:21","","","","Exchange Online (Plan 1) ","","","","","True","None","2025-05-03 20:02:29","2024-05-04 20:18:52","2024-05-04T20:18:52.000Z"
"dd43b8fb-a5b2-4906-83a0-c2461869936a","Betty12 Cooper26","cooper26@contoso.com","cooper26@contoso.com","SMTP:cooper26@contoso.com;smtp:cooper26@contoso.onmicrosoft.com;smtp:bailey35-ronald38@contoso.com;smtp:amy34-ronald38@contoso.com","Member","2020-06-28 13:50:22","","","","Exchange Online (Plan 1) ","","","","","True","None","2022-05-07 15:28:12","2020-06-28 13:50:22","2020-06-28T13:50:22.000Z"
"f0b29e81-b41c-45dd-856e-67da3fe35326","Betty12 Thompson27","thompson27@contoso.com","thompson27@contoso.com","SMTP:thompson27@contoso.com","Member","2015-08-02 23:51:29","","","","Exchange Online (Plan 1) ","","","","","True","None","2024-07-06 02:41:45","2015-08-02 23:51:29","2015-08-02T23:51:29.000Z"
