"Date (UTC)","Request ID","User agent","Correlation ID","User ID","User","Username","User type","Cross tenant access type","Incoming token type","Authentication Protocol","Unique token identifier","Original transfer method","Client credential type","Token Protection - Sign In Session","Token Protection - Sign In Session StatusCode","Application","Application ID ","App owner tenant ID","Resource","Resource ID ","Resource tenant ID","Resource owner tenant ID","Home tenant ID","Home tenant name","IP address","Location","Status","Sign-in error code","Failure reason","Client app","Device ID","Browser","Operating System","Compliant","Managed","Join Type","Multifactor authentication result","Multifactor authentication auth method","Multifactor authentication auth detail","Authentication requirement","Sign-in identifier","Session ID","IP address (seen by resource)","Through Global Secure Access","Global Secure Access IP address","Autonomous system  number","Flagged for review","Token issuer type","Incoming token type","Token issuer name","Latency","Conditional Access","Managed Identity type","Associated Resource Id","Federated Token Id","Federated Token Issuer"
"2025-09-29T19:57:55Z","8ae33774-ebaf-4483-8371-d33cbfaba67a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.235 Safari/537.36","155fda46-1255-4143-866a-4505b2c662ad","f9c6e71c-e3e9-44f7-82bd-80926e1d019d","Rogers27 Gary22","rogers27@contoso.com","member","none","none","none","mgCaodb2TU2fMzZlHzr2AA","none","none","unbound","1002","External Application 21","d57cc67e-5307-454c-8eb3-08f463f7b7aa","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Davis27 365 Exchange Ronald35","00000002-0000-0ff1-ce00-000000000000","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","f8cdef31-a31e-4b4a-93e4-5f571e91255a","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","","2604:7a00:c800:249d:1ce5:8f3f:5776:72e8","Cedarville 3, Coastal Region 17, US","Success","","Other.","Browser","","Chrome 139.0.0","Windows10","FALSE","FALSE","","MFA completed in Azure AD","Mobile app kelly58","","Jacob35 authentication","rogers27@contoso.com","e2259c46-4f90-452c-8f28-30de0ac135b3","","FALSE","","11232","FALSE","Microsoft Entra ID","None","","137","Success","None","","",""
"2025-09-29T19:56:06Z","28168b7e-8f6d-4eba-8388-949dd4453d71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.235 Safari/537.36","39b30ef9-dd34-4c00-8165-0e36550e3475","a64ecdb8-1908-4e8e-8443-f45858c2d6d0","Ramos24 Nelson15","taylor32@contoso.com","member","none","none","none","_-qC-Y169U2hWRYNHwAOAA","none","none","unbound","1002","External Application 21","d57cc67e-5307-454c-8eb3-08f463f7b7aa","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Davis27 365 Exchange Ronald35","00000002-0000-0ff1-ce00-000000000000","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","f8cdef31-a31e-4b4a-93e4-5f571e91255a","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","","2605:4a80:2103:e7a5:88e4:d705:e052:6dd1","Linden 25, Coastal Region 17, US","Success","","Other.","Browser","","Chrome 139.0.0","Windows10","FALSE","FALSE","","MFA requirement satisfied by claim in the token","","","Jacob35 authentication","","b9326d79-1224-4182-8317-3897c205c51a","","FALSE","","11232","FALSE","Microsoft Entra ID","None","","69","Success","None","","",""
"2025-09-29T19:52:46Z","9a6b8a90-5442-4e41-8e88-1ed2f4573433","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.235 Safari/537.36 Edg/139.0.0.235 OS/10.0.14393","9f699983-89db-4409-8e9d-0bdecb15da68","52b9c00a-3d50-4d6f-8452-6d833f86f23b","Betty20 Deborah51","betty20@contoso.com","member","none","none","none","Xq5AX1eQWkqH53b-5hwJAQ","none","none","unbound","1002","External Application 21","d57cc67e-5307-454c-8eb3-08f463f7b7aa","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Davis27 365 Exchange Ronald35","00000002-0000-0ff1-ce00-000000000000","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","f8cdef31-a31e-4b4a-93e4-5f571e91255a","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","","191.101.130.55","Larkspur 6, Central Province 36, US","Failure","50057","The user account is disabled.","Browser","","Edge 139.0.0","Windows10","FALSE","FALSE","","https://learn.microsoft.com/troubleshoot/azure/entra/entra-id/app-nguyen21/error-code-aadsts50057-user-account-is-disabled","","","Jacob35 authentication","","f8a0fb2c-c7ab-4fa8-86c5-431b627f7676","","FALSE","","396073","FALSE","Microsoft Entra ID","None","","172","Success","None","","",""
"2025-09-29T19:52:46Z","80255fb2-3569-44ae-8b92-06724cb48dab","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.235 Safari/537.36 Edg/139.0.0.235 OS/10.0.14393","9f7e697a-0512-4e2c-8632-425533034ee0","52b9c00a-3d50-4d6f-8452-6d833f86f23b","Betty20 Deborah51","betty20@contoso.com","member","none","none","none","aA0NCeDM5kaxkgbASOfaAA","none","none","unbound","1002","External Application 21","d57cc67e-5307-454c-8eb3-08f463f7b7aa","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Davis27 365 Exchange Ronald35","00000002-0000-0ff1-ce00-000000000000","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","f8cdef31-a31e-4b4a-93e4-5f571e91255a","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","","191.101.130.55","Larkspur 6, Central Province 36, US","Failure","50057","The user account is disabled.","Browser","","Edge 139.0.0","Windows10","FALSE","FALSE","","https://learn.microsoft.com/troubleshoot/azure/entra/entra-id/app-nguyen21/error-code-aadsts50057-user-account-is-disabled","","","Jacob35 authentication","","f8a0fb2c-c7ab-4fa8-86c5-431b627f7676","","FALSE","","396073","FALSE","Microsoft Entra ID","None","","169","Success","None","","",""
"2025-09-29T19:50:27Z","97b0e507-ea53-4d49-8a7f-56c3b2a88c30","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.235 Safari/537.36 Edg/139.0.0.235","9f48c2d5-3ab1-4f7b-8395-40d7b1551c88","52b9c00a-3d50-4d6f-8452-6d833f86f23b","Betty20 Deborah51","betty20@contoso.com","member","none","none","none","U50iZ9v4wUqyDQTr2mGaAA","none","none","unbound","1002","External Application 21","d57cc67e-5307-454c-8eb3-08f463f7b7aa","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Davis27 365 Exchange Ronald35","00000002-0000-0ff1-ce00-000000000000","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","f8cdef31-a31e-4b4a-93e4-5f571e91255a","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","","84.17.45.213","Kestrel 14, Coastal Region 5, US","Failure","50057","The user account is disabled.","Browser","","Edge 139.0.0","MacOs","FALSE","FALSE","","https://learn.microsoft.com/troubleshoot/azure/entra/entra-id/app-nguyen21/error-code-aadsts50057-user-account-is-disabled","","","Jacob35 authentication","","f8a0fb2c-c7ab-4fa8-86c5-431b627f7676","","FALSE","","60068","FALSE","Microsoft Entra ID","None","","285","Success","None","","",""
"2025-09-29T19:44:12Z","5b535424-5b41-4424-82cc-474aea032707","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.235 Safari/537.36","3309de00-811f-47f6-87a9-e8085e8340a4","52b9c00a-3d50-4d6f-8452-6d833f86f23b","Betty20 Deborah51","betty20@contoso.com","member","none","none","none","vorb2F5gP0y3brmFzUHiAA","none","none","unbound","1002","External Application 21","d57cc67e-5307-454c-8eb3-08f463f7b7aa","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Davis27 365 Exchange Ronald35","00000002-0000-0ff1-ce00-000000000000","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","f8cdef31-a31e-4b4a-93e4-5f571e91255a","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","","191.101.130.4","Larkspur 6, Central Province 36, US","Failure","50057","The user account is disabled.","Browser","","Chrome 139.0.0","Windows10","FALSE","FALSE","","https://learn.microsoft.com/troubleshoot/azure/entra/entra-id/app-nguyen21/error-code-aadsts50057-user-account-is-disabled","","","Jacob35 authentication","","f8a0fb2c-c7ab-4fa8-86c5-431b627f7676","","FALSE","","396073","FALSE","Microsoft Entra ID","None","","133","Success","None","","",""
"2025-09-29T19:43:44Z","1b571aa9-9668-4686-8235-3868063d45de","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.235 Safari/537.36 Edg/139.0.0.235 OS/10.0.14393","8d371e22-aaed-4ef4-8c7b-8c48d4be039e","52b9c00a-3d50-4d6f-8452-6d833f86f23b","Betty20 Deborah51","betty20@contoso.com","member","none","none","none","FZ_ZJdYWwUyhiCmmH0TPAA","none","none","unbound","1002","External Application 21","d57cc67e-5307-454c-8eb3-08f463f7b7aa","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Davis27 365 Exchange Ronald35","00000002-0000-0ff1-ce00-000000000000","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","f8cdef31-a31e-4b4a-93e4-5f571e91255a","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","","191.101.130.55","Larkspur 6, Central Province 36, US","Failure","50057","The user account is disabled.","Browser","","Edge 139.0.0","Windows10","FALSE","FALSE","","https://learn.microsoft.com/troubleshoot/azure/entra/entra-id/app-nguyen21/error-code-aadsts50057-user-account-is-disabled","","","Jacob35 authentication","","f8a0fb2c-c7ab-4fa8-86c5-431b627f7676","","FALSE","","396073","FALSE","Microsoft Entra ID","None","","363","Success","None","","",""
"2025-09-29T19:40:07Z","1432da28-8b6f-45fa-81f3-fc24d457850c","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.235 Safari/537.36","3f3f6785-3de7-401c-8b5c-d5b79a40de6a","e268f25d-c237-4ec0-81ef-daa2a26b17d5","Scott59 Kelly52","scott59@contoso.com","member","none","none","none","tR4iQ2B45UiMD8IBu_40AA","none","none","unbound","1002","Davis27 365 SharePoint Ronald35","00000003-0000-0ff1-ce00-000000000000","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Davis27 365 SharePoint Ronald35","00000003-0000-0ff1-ce00-000000000000","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","f8cdef31-a31e-4b4a-93e4-5f571e91255a","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","","65.133.116.201","Kingsport 28, Coastal Region 17, US","Success","","Other.","Browser","","Chrome 139.0.0","Windows10","FALSE","FALSE","","MFA requirement satisfied by claim in the token","","","Jacob35 authentication","","c2cfd8ac-3432-47d2-83cb-eb45a33e91e0","","FALSE","","209","FALSE","Microsoft Entra ID","None","","100","Success","None","","",""
"2025-09-29T19:39:46Z","398381ce-35e4-4c42-8f25-227b835eb33e","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.235 Safari/537.36","26e33222-897c-4176-86ba-c8e1c306c5a5","52b9c00a-3d50-4d6f-8452-6d833f86f23b","Betty20 Deborah51","betty20@contoso.com","member","none","none","none","3rGnupdcikWHf4wRPlGrAA","none","none","unbound","1002","External Application 21","d57cc67e-5307-454c-8eb3-08f463f7b7aa","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Davis27 365 Exchange Ronald35","00000002-0000-0ff1-ce00-000000000000","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","f8cdef31-a31e-4b4a-93e4-5f571e91255a","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","","2601:444:800:42f7:8304:f6b0:18d6:6014","Lakeside 27, Coastal Region 17, US","Success","","Other.","Browser","","Chrome 139.0.0","Windows10","FALSE","FALSE","","MFA requirement satisfied by claim in the token","","","Jacob35 authentication","","48a572e5-b885-49c4-8d8d-3f7ff7da9376","","FALSE","","7922","FALSE","Microsoft Entra ID","None","","85","Success","None","","",""
"2025-09-29T19:39:06Z","991d8b22-f98f-4ce1-801b-ab30e4a04954","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.235 Safari/537.36","30d269b9-494b-4f72-8c95-c855d5b4255c","222ccf47-5424-40fd-83d2-d95e560eb3c4","Alexander18 Gutierrez19","alexander18@contoso.com","member","none","none","none","'-J1QNffzVUiLVGIOSg0oAA","none","none","unbound","1002","Office365 David37 WCSS-Client","571a182c-fa74-434f-82f8-c68629a1de50","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Ruth29 Bailey32","00000003-0000-0000-c000-000000000000","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","f8cdef31-a31e-4b4a-93e4-5f571e91255a","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","","65.133.116.201","Kingsport 28, Coastal Region 17, US","Success","","Other.","Browser","","Chrome 139.0.0","Windows10","FALSE","FALSE","","MFA requirement satisfied by claim in the token","","","Jacob35 authentication","","ede0ab73-3d69-44a7-83b6-9cd98133d849","","FALSE","","209","FALSE","Microsoft Entra ID","None","","176","Success","None","","",""
"2025-09-29T19:39:05Z","61906e26-955c-4f41-88ac-9f1b1b65a7a7","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.235 Safari/537.36","09112e91-05f5-421b-8a05-45be5e91eaa1","222ccf47-5424-40fd-83d2-d95e560eb3c4","Alexander18 Gutierrez19","alexander18@contoso.com","member","none","none","none","ktc8zepF6kmeBmYopxouAA","none","none","unbound","1002","Office365 David37 WCSS-Client","571a182c-fa74-434f-82f8-c68629a1de50","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Ruth29 Bailey32","00000003-0000-0000-c000-000000000000","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","f8cdef31-a31e-4b4a-93e4-5f571e91255a","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","","65.133.116.201","Kingsport 28, Coastal Region 17, US","Success","","Other.","Browser","","Chrome 139.0.0","Windows10","FALSE","FALSE","","MFA requirement satisfied by claim in the token","","","Jacob35 authentication","","ede0ab73-3d69-44a7-83b6-9cd98133d849","","FALSE","","209","FALSE","Microsoft Entra ID","None","","262","Success","None","","",""
