"ActivityDateTime","ActivityDisplayName","AdditionalDetails.1.Key","AdditionalDetails.1.Value","AdditionalDetails.1.AdditionalProperties","AdditionalDetails.2.Key","AdditionalDetails.2.Value","AdditionalDetails.2.AdditionalProperties","Category","CorrelationId","Id","InitiatedBy.App.AppId","InitiatedBy.App.DisplayName","InitiatedBy.App.ServicePrincipalId","InitiatedBy.App.ServicePrincipalName","InitiatedBy.App.AdditionalProperties","InitiatedBy.LinkableIdentifiers.DeviceId","InitiatedBy.LinkableIdentifiers.SessionId","InitiatedBy.LinkableIdentifiers.TokenDetails.IssuedAtDateTime","InitiatedBy.LinkableIdentifiers.TokenDetails.UniqueTokenIdentifier","InitiatedBy.LinkableIdentifiers.TokenDetails.AdditionalProperties","InitiatedBy.LinkableIdentifiers.AdditionalProperties","InitiatedBy.User.DisplayName","InitiatedBy.User.HomeTenantId","InitiatedBy.User.HomeTenantName","InitiatedBy.User.IPAddress","InitiatedBy.User.Id","InitiatedBy.User.UserPrincipalName","InitiatedBy.User.AdditionalProperties","InitiatedBy.AdditionalProperties","LoggedByService","OperationType","Result","ResultReason","TargetResources.1.DisplayName","TargetResources.1.GroupType","TargetResources.1.Id","TargetResources.1.ModifiedProperties.1.DisplayName","TargetResources.1.ModifiedProperties.1.NewValue","TargetResources.1.ModifiedProperties.1.OldValue","TargetResources.1.ModifiedProperties.1.AdditionalProperties","TargetResources.1.ModifiedProperties.2.DisplayName","TargetResources.1.ModifiedProperties.2.NewValue","TargetResources.1.ModifiedProperties.2.OldValue","TargetResources.1.ModifiedProperties.2.AdditionalProperties","TargetResources.1.ModifiedProperties.3.DisplayName","TargetResources.1.ModifiedProperties.3.NewValue","TargetResources.1.ModifiedProperties.3.OldValue","TargetResources.1.ModifiedProperties.3.AdditionalProperties","TargetResources.1.Type","TargetResources.1.UserPrincipalName","TargetResources.1.AdditionalProperties","UserAgent","AdditionalProperties"
"2025-11-30 16:16:07","Update PasswordProfile","User-Agent","O365AdminPortal","","","","","UserManagement","0f17d221-0ca8-4cfc-848d-5b1c4e3322ea","Directory_0f17d221-0ca8-4cfc-848d-5b1c4e3322ea_KCBKR_138012349","","","","","","","","","","","","Joshua3 Castillo3 365 Patrick2","","","2603:1036:2405:8a09:e65e:ee69:58:d271","50418c34-c899-46f5-8c24-34c3341ee5d4","administrator@proseware.com","","","Core Directory","Update","success","","","","654e1dfa-d976-4d64-897c-b9bb3ede9321","ForceChangePassword","""True""","""False""","","Password","","","","","","","","User","mark@proseware.com","","",""
"2025-11-30 16:14:34","Validate user authentication","targetTenant","c4462267-6bd3-47b5-8ff9-b672b605f356","","targetEntityType","None","","Authentication","3334d03b-af5d-4ada-81f3-a5602fb40b56","B2C_3334d03b-af5d-4ada-81f3-a5602fb40b56_77ad1bc8-acab-4148-8b4d-da7b4b75ddac_134064008740764940","","","","","","","","","","","","administrator@proseware.com","","","40.126.62.23","50418c34-c899-46f5-8c24-34c3341ee5d4","administrator@proseware.com","","","B2C","Read","success","Token is valid","c4462267-6bd3-47b5-8ff9-b672b605f356","","","","","","","","","","","","","","","Other","","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.176 Sa",""
"2025-11-30 16:09:18","Consent to application","User-Agent","EvoSTS","","AppId","da433143-109e-4992-863f-24df70515103","","ApplicationManagement","6c2e53d7-d506-4029-8dd2-e8f5c24c16a1","Directory_6c2e53d7-d506-4029-8dd2-e8f5c24c16a1_VLKMV_61158395","","","","","","","","","","","","Morgan Lopez Service","","","40.119.38.109","50418c34-c899-46f5-8c24-34c3341ee5d4","administrator@proseware.com","","","Core Directory","Assign","success","","Joshua3 Ross Brian Edward Cynthia2","","6fbd3bd3-f8cf-4b91-84f1-ff0c15cf1349","ConsentContext.IsAdminConsent","""True""","","","ConsentContext.IsAppOnly","""False""","","","ConsentContext.OnBehalfOfAll","""False""","","","ServicePrincipal","","","",""
"2025-11-30 16:09:18","Add app role assignment grant to user","User-Agent","EvoSTS","","AppId","da433143-109e-4992-863f-24df70515103","","UserManagement","6c2e53d7-d506-4029-8dd2-e8f5c24c16a1","Directory_6c2e53d7-d506-4029-8dd2-e8f5c24c16a1_VLKMV_61158388","","","","","","","","","","","","Morgan Lopez Service","","","40.119.38.109","50418c34-c899-46f5-8c24-34c3341ee5d4","administrator@proseware.com","","","Core Directory","Assign","success","","Joshua3 Ross Brian Edward Cynthia2","","6fbd3bd3-f8cf-4b91-84f1-ff0c15cf1349","AppRole.Id","""c4462267-6bd3-47b5-8ff9-b672b605f356""","","","AppRole.Value","""""","","","AppRole.DisplayName","""""","","","ServicePrincipal","","","",""
"2025-11-30 16:09:17","Add brown permission grant","User-Agent","EvoSTS","","AppId","00000003-0000-0000-c000-000000000000","","ApplicationManagement","6c2e53d7-d506-4029-8dd2-e8f5c24c16a1","Directory_6c2e53d7-d506-4029-8dd2-e8f5c24c16a1_VLKMV_61158341","","","","","","","","","","","","Morgan Lopez Service","","","40.119.38.109","50418c34-c899-46f5-8c24-34c3341ee5d4","administrator@proseware.com","","","Core Directory","Assign","success","","Joshua3 Ross","","9843debe-3f96-45eb-8700-2e51060e50e7","DelegatedPermissionGrant.Scope",""" UserAuthenticationMethod.ReadWrite.All Directory.ReadWrite.All User.ReadWrite.All Group.ReadWrite.All GroupMember.Read.All Policy.Read.All Policy.ReadWrite.ConditionalAccess Application.ReadWrite.All Files.ReadWrite.All Sites.ReadWrite.All AuditLog.Read.All Agreement.Read.All IdentityRiskEvent.Read.All IdentityRiskyUser.ReadWrite.All Mail.Send Mail.Read SecurityEvents.ReadWrite.All Directory.AccessAsUser.All AppRoleAssignment.ReadWrite.All AuditLogsQuery.Read.All openid karen2 melissa2_access""","","","DelegatedPermissionGrant.ConsentType","""Principal""","","","ServicePrincipal.ObjectID","""6fbd3bd3-f8cf-4b91-84f1-ff0c15cf1349""","","","ServicePrincipal","","","",""
"2025-11-30 16:09:17","Add service principal","User-Agent","EvoSTS","","AppId","da433143-109e-4992-863f-24df70515103","","ApplicationManagement","6c2e53d7-d506-4029-8dd2-e8f5c24c16a1","Directory_6c2e53d7-d506-4029-8dd2-e8f5c24c16a1_VLKMV_61158288","","","","","","","","","","","","Morgan Lopez Service","","","40.119.38.109","50418c34-c899-46f5-8c24-34c3341ee5d4","administrator@proseware.com","","","Core Directory","Add","success","","Joshua3 Ross Brian Edward Cynthia2","","6fbd3bd3-f8cf-4b91-84f1-ff0c15cf1349","AccountEnabled","[true]","[]","","AppAddress","[{""AddressType"":0,""Address"":""https://login.microsoftonline.com/common/oauth2/nativeclient"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""http://localhost"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""ms-appx-wood4://microsoft.aad.brokerplugin/da433143-109e-4992-863f-24df70515103"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false}]","[]","","AppPrincipalId","[""da433143-109e-4992-863f-24df70515103""]","[]","","ServicePrincipal","","","",""
"2025-11-30 16:05:51","Admin deleted security info","InitiatedFrom","ADIbizaUX (9376c6a1-e24b-4bcd-85db-d5e0231fab96)","","","","","UserManagement","b1c374a9-68c0-4a5e-8ffb-a600ab2815a8","Authentication Methods_b1c374a9-68c0-4a5e-8ffb-a600ab2815a8_78DDQ_97222950","","","","","","","","","","","","Proseware","","","2600:1700:e420:e82c:b7dd:8261:c12a:4ebc","50418c34-c899-46f5-8c24-34c3341ee5d4","administrator@proseware.com","","","Authentication Methods","ServiceApi","success","Admin required re-thomas2 of MFA authentication methods.","King Young","","654e1dfa-d976-4d64-897c-b9bb3ede9321","Phone.Id","""""","""f538c8b0-2241-4332-832d-2494533056e4""","","Phone.PhoneType","""""","""Mobile""","","Phone.PhoneNumber","""""","""+1 8435550146""","","User","mark@proseware.com","","Mozilla/5.0, (Windows NT 10.0; Win64; x64), AppleWebKit/537.36, (KHTML, like Gecko), Chrome/141.0.0.176, Safari/537.36",""
"2025-11-30 15:58:47","Update user","UserType","Member","","User-Agent","O365AdminPortal","","UserManagement","9345e9bd-dd71-4a44-8c4c-7d448eca006f","Directory_9345e9bd-dd71-4a44-8c4c-7d448eca006f_FP81M_105266811","","","","","","","","","","","","Joshua3 Castillo3 365 Patrick2","","","2603:1036:2405:8a09:e65e:ee69:58:d271","50418c34-c899-46f5-8c24-34c3341ee5d4","administrator@proseware.com","","","Core Directory","Update","success","","","","654e1dfa-d976-4d64-897c-b9bb3ede9321","StsRefreshTokensValidFrom","[""2025-11-30T15:58:47Z""]","[""2025-11-30T15:57:37Z""]","","Included Updated Properties","""StsRefreshTokensValidFrom""","","","TargetId.UserType","""Member""","","","User","mark@proseware.com","","",""
"2025-11-30 15:58:47","Update StsRefreshTokenValidFrom Timestamp","User-Agent","O365AdminPortal","","","","","UserManagement","9345e9bd-dd71-4a44-8c4c-7d448eca006f","Directory_9345e9bd-dd71-4a44-8c4c-7d448eca006f_FP81M_105266797","","","","","","","","","","","","Joshua3 Castillo3 365 Patrick2","","","2603:1036:2405:8a09:e65e:ee69:58:d271","50418c34-c899-46f5-8c24-34c3341ee5d4","administrator@proseware.com","","","Core Directory","Update","success","","","","654e1dfa-d976-4d64-897c-b9bb3ede9321","StsRefreshTokensValidFrom","[""2025-11-30T15:58:47Z""]","[""2025-11-30T15:57:37Z""]","","Included Updated Properties","""StsRefreshTokensValidFrom""","","","","","","","User","mark@proseware.com","","",""
"2025-11-30 15:58:47","Update user","UserType","Member","","User-Agent","O365AdminPortal","","UserManagement","4b78d8c5-0b50-4a1c-8520-ae37159b5d42","Directory_4b78d8c5-0b50-4a1c-8520-ae37159b5d42_RT170_260015026","","","","","","","","","","","","Joshua3 Castillo3 365 Patrick2","","","2603:1036:2405:8a09:e65e:ee69:58:d271","50418c34-c899-46f5-8c24-34c3341ee5d4","administrator@proseware.com","","","Core Directory","Update","success","","","","654e1dfa-d976-4d64-897c-b9bb3ede9321","AccountEnabled","[false]","[true]","","Included Updated Properties","""AccountEnabled""","","","TargetId.UserType","""Member""","","","User","mark@proseware.com","","",""
"2025-11-30 15:58:47","Disable account","User-Agent","O365AdminPortal","","","","","UserManagement","4b78d8c5-0b50-4a1c-8520-ae37159b5d42","Directory_4b78d8c5-0b50-4a1c-8520-ae37159b5d42_RT170_260015019","","","","","","","","","","","","Joshua3 Castillo3 365 Patrick2","","","2603:1036:2405:8a09:e65e:ee69:58:d271","50418c34-c899-46f5-8c24-34c3341ee5d4","administrator@proseware.com","","","Core Directory","Update","success","","","","654e1dfa-d976-4d64-897c-b9bb3ede9321","AccountEnabled","[false]","[true]","","Included Updated Properties","""AccountEnabled""","","","","","","","User","mark@proseware.com","","",""
"2025-11-30 15:57:37","Update user","UserType","Member","","User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.176 Safari/537.36","","UserManagement","41e19193-fc4e-4a8b-8b38-471d436e39dd","Directory_41e19193-fc4e-4a8b-8b38-471d436e39dd_WS6L3_384772609","","","","","","","","","","","","","","","2600:1700:e420:e82c:b7dd:8261:c12a:4ebc","50418c34-c899-46f5-8c24-34c3341ee5d4","administrator@proseware.com","","","Core Directory","Update","success","","","","654e1dfa-d976-4d64-897c-b9bb3ede9321","StsRefreshTokensValidFrom","[""2025-11-30T15:57:37Z""]","[""2025-11-30T15:56:24Z""]","","Included Updated Properties","""StsRefreshTokensValidFrom""","","","TargetId.UserType","""Member""","","","User","mark@proseware.com","","",""
"2025-11-30 15:57:37","Update StsRefreshTokenValidFrom Timestamp","User-Agent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.176 Safari/537.36","","","","","UserManagement","41e19193-fc4e-4a8b-8b38-471d436e39dd","Directory_41e19193-fc4e-4a8b-8b38-471d436e39dd_WS6L3_384772603","","","","","","","","","","","","","","","2600:1700:e420:e82c:b7dd:8261:c12a:4ebc","50418c34-c899-46f5-8c24-34c3341ee5d4","administrator@proseware.com","","","Core Directory","Update","success","","","","654e1dfa-d976-4d64-897c-b9bb3ede9321","StsRefreshTokensValidFrom","[""2025-11-30T15:57:37Z""]","[""2025-11-30T15:56:24Z""]","","Included Updated Properties","""StsRefreshTokensValidFrom""","","","","","","","User","mark@proseware.com","","",""
"2025-11-30 15:56:24","Update user","UserType","Member","","User-Agent","O365AdminPortal","","UserManagement","3d8f5e72-acf8-4329-8000-e78978175a7a","Directory_3d8f5e72-acf8-4329-8000-e78978175a7a_FV93B_111448703","","","","","","","","","","","","Joshua3 Castillo3 365 Patrick2","","","2603:1036:2405:8a09:e65e:ee69:58:d271","50418c34-c899-46f5-8c24-34c3341ee5d4","administrator@proseware.com","","","Core Directory","Update","success","","","","654e1dfa-d976-4d64-897c-b9bb3ede9321","StsRefreshTokensValidFrom","[""2025-11-30T15:56:24Z""]","[""2025-10-15T16:33:47Z""]","","Included Updated Properties","""StsRefreshTokensValidFrom""","","","TargetId.UserType","""Member""","","","User","mark@proseware.com","","",""
"2025-11-30 15:56:24","Update StsRefreshTokenValidFrom Timestamp","User-Agent","O365AdminPortal","","","","","UserManagement","3d8f5e72-acf8-4329-8000-e78978175a7a","Directory_3d8f5e72-acf8-4329-8000-e78978175a7a_FV93B_111448652","","","","","","","","","","","","Joshua3 Castillo3 365 Patrick2","","","2603:1036:2405:8a09:e65e:ee69:58:d271","50418c34-c899-46f5-8c24-34c3341ee5d4","administrator@proseware.com","","","Core Directory","Update","success","","","","654e1dfa-d976-4d64-897c-b9bb3ede9321","StsRefreshTokensValidFrom","[""2025-11-30T15:56:24Z""]","[""2025-10-15T16:33:47Z""]","","Included Updated Properties","""StsRefreshTokensValidFrom""","","","","","","","User","mark@proseware.com","","",""
"2025-11-30 15:55:11","Update user","UserType","Member","","","","","UserManagement","8edcd03e-25a7-40c7-8079-0afc27c13acb","Directory_8edcd03e-25a7-40c7-8079-0afc27c13acb_ZUNQD_298666681","","Morgan Price2 Joyce2","bce2a6fd-00dd-424f-8cdb-ab6ef64877c0","","","","","","","","","","","","","","","","","Core Directory","Update","success","","","","50418c34-c899-46f5-8c24-34c3341ee5d4","StrongAuthenticationPhoneAppDetail","[{""DeviceName"":""NO_DEVICE"",""DeviceToken"":""NO_DEVICE_TOKEN"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""NO_PHONE_APP_VERSION"",""OathTokenTimeDrift"":0,""DeviceId"":""c4462267-6bd3-47b5-8ff9-b672b605f356"",""Id"":""12ef4815-16c4-42ac-8fd6-9618d4ed9234"",""TimeInterval"":0,""AuthenticationType"":2,""NotificationType"":1,""LastAuthenticatedTimestamp"":""2025-11-30T15:55:11.401395Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":""hmacsha1"",""TenantDeviceId"":null,""SecuredPartitionId"":20040,""SecuredKeyId"":7}]","[{""DeviceName"":""NO_DEVICE"",""DeviceToken"":""NO_DEVICE_TOKEN"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""NO_PHONE_APP_VERSION"",""OathTokenTimeDrift"":0,""DeviceId"":""c4462267-6bd3-47b5-8ff9-b672b605f356"",""Id"":""12ef4815-16c4-42ac-8fd6-9618d4ed9234"",""TimeInterval"":0,""AuthenticationType"":2,""NotificationType"":1,""LastAuthenticatedTimestamp"":""2025-11-03T10:32:59.2541398Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":""hmacsha1"",""TenantDeviceId"":null,""SecuredPartitionId"":20040,""SecuredKeyId"":7}]","","Included Updated Properties","""StrongAuthenticationPhoneAppDetail""","","","TargetId.UserType","""Member""","","","User","administrator@proseware.com","","",""
