"RecordType","CreationDate","UserIds","Operations","AuditData","ResultIndex","ResultCount","Joshua","IsValid","ObjectState"
"AzureActiveDirectoryStsLogon","2025-11-27 22:14:09","cynthia3@proseware.com","UserLoginFailed","{""CreationTime"":""2025-11-27T22:14:09"",""Id"":""ea7d5c2d-0da9-488e-810f-d4fc84d36f31"",""Operation"":""UserLoginFailed"",""OrganizationId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""4a149da8-a847-41bc-84e9-2dcbb1a06be2"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""2a11:a580:8426:7b67:ec8a:3868:ede3:6310"",""ObjectId"":""00000002-0000-0ff1-ce00-000000000000"",""UserId"":""cynthia3@proseware.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36""},{""Name"":""UserAuthenticationMethod"",""Value"":""1""},{""Name"":""RequestType"",""Value"":""Login:login""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""4a149da8-a847-41bc-84e9-2dcbb1a06be2"",""Type"":0},{""ID"":""cynthia3@proseware.com"",""Type"":5}],""ActorContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ActorIpAddress"":""2a11:a580:8426:7b67:ec8a:3868:ede3:6310"",""InterSystemsId"":""3ca9e80b-700f-43b8-87e9-07611e07449f"",""IntraSystemId"":""ea7d5c2d-0da9-488e-810f-d4fc84d36f31"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000002-0000-0ff1-ce00-000000000000"",""Type"":0}],""TargetContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ApplicationId"":""89a3c347-cde1-43f5-8699-daa820092d58"",""DeviceProperties"":[{""Name"":""OS"",""Value"":""Windows10""},{""Name"":""BrowserType"",""Value"":""WebKit""}],""ErrorNumber"":""50126"",""LogonError"":""InvalidUserNameOrPassword""}","44","209","ea7d5c2d-0da9-488e-810f-d4fc84d36f31","True","Unchanged"
"AzureActiveDirectoryStsLogon","2025-11-27 20:12:23","cynthia3@proseware.com","UserLoginFailed","{""CreationTime"":""2025-11-27T20:12:23"",""Id"":""8731b69c-7d32-4b54-8419-a55c1f94d726"",""Operation"":""UserLoginFailed"",""OrganizationId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""4a149da8-a847-41bc-84e9-2dcbb1a06be2"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""2a11:a580:84a9:73c6:e906:84c9:385c:e02c"",""ObjectId"":""00000002-0000-0ff1-ce00-000000000000"",""UserId"":""cynthia3@proseware.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36""},{""Name"":""UserAuthenticationMethod"",""Value"":""1""},{""Name"":""RequestType"",""Value"":""Login:login""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""4a149da8-a847-41bc-84e9-2dcbb1a06be2"",""Type"":0},{""ID"":""cynthia3@proseware.com"",""Type"":5}],""ActorContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ActorIpAddress"":""2a11:a580:84a9:73c6:e906:84c9:385c:e02c"",""InterSystemsId"":""1ce5ab88-64f0-4b0e-8a95-788e0f7a88f6"",""IntraSystemId"":""8731b69c-7d32-4b54-8419-a55c1f94d726"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000002-0000-0ff1-ce00-000000000000"",""Type"":0}],""TargetContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ApplicationId"":""89a3c347-cde1-43f5-8699-daa820092d58"",""DeviceProperties"":[{""Name"":""OS"",""Value"":""Windows10""},{""Name"":""BrowserType"",""Value"":""WebKit""}],""ErrorNumber"":""50126"",""LogonError"":""InvalidUserNameOrPassword""}","45","209","8731b69c-7d32-4b54-8419-a55c1f94d726","True","Unchanged"
"AzureActiveDirectoryStsLogon","2025-11-27 18:34:17","mark@proseware.com","UserLoggedIn","{""CreationTime"":""2025-11-27T18:34:17"",""Id"":""1e50a3e7-72ba-43d6-8172-19ba2d60577e"",""Operation"":""UserLoggedIn"",""OrganizationId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""654e1dfa-d976-4d64-897c-b9bb3ede9321"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""181.215.182.209"",""ObjectId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""UserId"":""mark@proseware.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/141.0.0.176 Safari\/537.36""},{""Name"":""RequestType"",""Value"":""OAuth2:Token""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""654e1dfa-d976-4d64-897c-b9bb3ede9321"",""Type"":0},{""ID"":""mark@proseware.com"",""Type"":5}],""ActorContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ActorIpAddress"":""181.215.182.209"",""InterSystemsId"":""81977346-eb18-4a9f-8c24-5449a446e831"",""IntraSystemId"":""1e50a3e7-72ba-43d6-8172-19ba2d60577e"",""SupportTicketId"":"""",""Target"":[{""ID"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""Type"":0}],""TargetContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ApplicationId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""DeviceProperties"":[{""Name"":""OS"",""Value"":""Windows10""},{""Name"":""BrowserType"",""Value"":""Chrome""},{""Name"":""SessionId"",""Value"":""c7a8704b-cbde-4412-8e7b-203fc6517e33""}],""ErrorNumber"":""0""}","46","209","1e50a3e7-72ba-43d6-8172-19ba2d60577e","True","Unchanged"
"AzureActiveDirectoryStsLogon","2025-11-27 19:55:25","cynthia3@proseware.com","UserLoginFailed","{""CreationTime"":""2025-11-27T19:55:25"",""Id"":""f9be8533-0dcd-4d3b-8e97-ecb816a88ff6"",""Operation"":""UserLoginFailed"",""OrganizationId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""4a149da8-a847-41bc-84e9-2dcbb1a06be2"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""2a11:a580:8419:760f:584a:ab20:af64:ebf8"",""ObjectId"":""00000002-0000-0ff1-ce00-000000000000"",""UserId"":""cynthia3@proseware.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36""},{""Name"":""UserAuthenticationMethod"",""Value"":""1""},{""Name"":""RequestType"",""Value"":""Login:login""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""4a149da8-a847-41bc-84e9-2dcbb1a06be2"",""Type"":0},{""ID"":""cynthia3@proseware.com"",""Type"":5}],""ActorContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ActorIpAddress"":""2a11:a580:8419:760f:584a:ab20:af64:ebf8"",""InterSystemsId"":""3669c941-049b-4c0d-884f-a37c0ad3c5d8"",""IntraSystemId"":""f9be8533-0dcd-4d3b-8e97-ecb816a88ff6"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000002-0000-0ff1-ce00-000000000000"",""Type"":0}],""TargetContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ApplicationId"":""89a3c347-cde1-43f5-8699-daa820092d58"",""DeviceProperties"":[{""Name"":""OS"",""Value"":""Windows10""},{""Name"":""BrowserType"",""Value"":""WebKit""}],""ErrorNumber"":""50126"",""LogonError"":""InvalidUserNameOrPassword""}","47","209","f9be8533-0dcd-4d3b-8e97-ecb816a88ff6","True","Unchanged"
"AzureActiveDirectoryStsLogon","2025-11-27 18:39:21","mark@proseware.com","UserLoggedIn","{""CreationTime"":""2025-11-27T18:39:21"",""Id"":""9e73cb8a-9982-4361-8de5-2f9a5b6bbd5c"",""Operation"":""UserLoggedIn"",""OrganizationId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""654e1dfa-d976-4d64-897c-b9bb3ede9321"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""212.32.50.68"",""ObjectId"":""00000003-0000-0000-c000-000000000000"",""UserId"":""mark@proseware.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Redirect""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/141.0.0.176 Safari\/537.36""},{""Name"":""RequestType"",""Value"":""OAuth2:Authorize""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""654e1dfa-d976-4d64-897c-b9bb3ede9321"",""Type"":0},{""ID"":""mark@proseware.com"",""Type"":5}],""ActorContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ActorIpAddress"":""212.32.50.68"",""InterSystemsId"":""f13da25a-3330-4db6-8225-36fa652e471e"",""IntraSystemId"":""9e73cb8a-9982-4361-8de5-2f9a5b6bbd5c"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000003-0000-0000-c000-000000000000"",""Type"":0}],""TargetContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ApplicationId"":""644ca5d1-374e-4047-8351-5abaa8b8d457"",""DeviceProperties"":[{""Name"":""OS"",""Value"":""Windows10""},{""Name"":""BrowserType"",""Value"":""Chrome""},{""Name"":""SessionId"",""Value"":""c7a8704b-cbde-4412-8e7b-203fc6517e33""}],""ErrorNumber"":""0""}","48","209","9e73cb8a-9982-4361-8de5-2f9a5b6bbd5c","True","Unchanged"
"AzureActiveDirectoryStsLogon","2025-11-27 15:59:19","cstoll@proseware.com","UserLoggedIn","{""CreationTime"":""2025-11-27T15:59:19"",""Id"":""f20c865b-99d6-47c4-8ff1-76ac93f68c6d"",""Operation"":""UserLoggedIn"",""OrganizationId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""990b55a9-d089-4971-898b-01991325768a"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""128.32.112.24"",""ObjectId"":""00000002-0000-0ff1-ce00-000000000000"",""UserId"":""cstoll@proseware.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""BAV2ROPC""},{""Name"":""UserAuthenticationMethod"",""Value"":""1""},{""Name"":""RequestType"",""Value"":""OAuth2:Token""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""990b55a9-d089-4971-898b-01991325768a"",""Type"":0},{""ID"":""cstoll@proseware.com"",""Type"":5}],""ActorContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ActorIpAddress"":""128.32.112.24"",""InterSystemsId"":""2e1b9aae-bb87-4a5d-8baa-0857cff64b38"",""IntraSystemId"":""f20c865b-99d6-47c4-8ff1-76ac93f68c6d"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000002-0000-0ff1-ce00-000000000000"",""Type"":0}],""TargetContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ApplicationId"":""00000002-0000-0ff1-ce00-000000000000"",""DeviceProperties"":[{""Name"":""BrowserType"",""Value"":""Other""},{""Name"":""SessionId"",""Value"":""cfa25722-e618-47bf-8b8b-b9ed2f00e382""}],""ErrorNumber"":""0""}","49","209","f20c865b-99d6-47c4-8ff1-76ac93f68c6d","True","Unchanged"
"AzureActiveDirectoryStsLogon","2025-11-27 15:51:14","cynthia3@proseware.com","UserLoginFailed","{""CreationTime"":""2025-11-27T15:51:14"",""Id"":""a1d2a4f2-351b-4eac-8bf6-a2abccec23ac"",""Operation"":""UserLoginFailed"",""OrganizationId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""4a149da8-a847-41bc-84e9-2dcbb1a06be2"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""2a11:a580:842b:4e26:7ec1:48a9:f8ed:10e8"",""ObjectId"":""00000002-0000-0ff1-ce00-000000000000"",""UserId"":""cynthia3@proseware.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36""},{""Name"":""UserAuthenticationMethod"",""Value"":""1""},{""Name"":""RequestType"",""Value"":""Login:login""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""4a149da8-a847-41bc-84e9-2dcbb1a06be2"",""Type"":0},{""ID"":""cynthia3@proseware.com"",""Type"":5}],""ActorContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ActorIpAddress"":""2a11:a580:842b:4e26:7ec1:48a9:f8ed:10e8"",""InterSystemsId"":""77b86b2e-7ab1-4e27-8ed9-3414a3cbdfbf"",""IntraSystemId"":""a1d2a4f2-351b-4eac-8bf6-a2abccec23ac"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000002-0000-0ff1-ce00-000000000000"",""Type"":0}],""TargetContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ApplicationId"":""89a3c347-cde1-43f5-8699-daa820092d58"",""DeviceProperties"":[{""Name"":""OS"",""Value"":""Windows10""},{""Name"":""BrowserType"",""Value"":""WebKit""}],""ErrorNumber"":""50126"",""LogonError"":""InvalidUserNameOrPassword""}","50","209","a1d2a4f2-351b-4eac-8bf6-a2abccec23ac","True","Unchanged"
"AzureActiveDirectoryStsLogon","2025-11-27 15:28:15","tyler@proseware.com","UserLoggedIn","{""CreationTime"":""2025-11-27T15:28:15"",""Id"":""5ec692bb-032f-4d4f-8499-abe7197c9375"",""Operation"":""UserLoggedIn"",""OrganizationId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""141e9c0b-1791-4907-8245-16c96c6c7ab2"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""2601:742:201:2bfe:df3b:4da3:c808:5d38"",""ObjectId"":""00000003-0000-0000-c000-000000000000"",""UserId"":""tyler@proseware.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Redirect""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/141.0.0.176 Safari\/537.36""},{""Name"":""RequestType"",""Value"":""OAuth2:Authorize""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""141e9c0b-1791-4907-8245-16c96c6c7ab2"",""Type"":0},{""ID"":""tyler@proseware.com"",""Type"":5}],""ActorContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ActorIpAddress"":""2601:742:201:2bfe:df3b:4da3:c808:5d38"",""InterSystemsId"":""8788c8eb-0d6a-449a-8211-ec2a5abb1b2f"",""IntraSystemId"":""5ec692bb-032f-4d4f-8499-abe7197c9375"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000003-0000-0000-c000-000000000000"",""Type"":0}],""TargetContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ApplicationId"":""644ca5d1-374e-4047-8351-5abaa8b8d457"",""DeviceProperties"":[{""Name"":""Id"",""Value"":""af94ed87-3765-4eb9-8c82-0603951dc9f3""},{""Name"":""DisplayName"",""Value"":""HOST-1F386A""},{""Name"":""OS"",""Value"":""Windows10""},{""Name"":""BrowserType"",""Value"":""Chrome""},{""Name"":""TrustType"",""Value"":""0""},{""Name"":""SessionId"",""Value"":""4a53ef90-157a-4fec-884e-5632198953f8""}],""ErrorNumber"":""0""}","51","209","5ec692bb-032f-4d4f-8499-abe7197c9375","True","Unchanged"
"AzureActiveDirectoryStsLogon","2025-11-27 15:26:02","tyler@proseware.com","UserLoggedIn","{""CreationTime"":""2025-11-27T15:26:02"",""Id"":""e0fc6a5d-2b59-4731-89ae-ed694905604a"",""Operation"":""UserLoggedIn"",""OrganizationId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""141e9c0b-1791-4907-8245-16c96c6c7ab2"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""2601:742:201:2bfe:df3b:4da3:c808:5d38"",""ObjectId"":""00000002-0000-0ff1-ce00-000000000000"",""UserId"":""tyler@proseware.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Redirect""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/141.0.0.176 Safari\/537.36""},{""Name"":""RequestType"",""Value"":""OAuth2:Authorize""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""141e9c0b-1791-4907-8245-16c96c6c7ab2"",""Type"":0},{""ID"":""tyler@proseware.com"",""Type"":5}],""ActorContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ActorIpAddress"":""2601:742:201:2bfe:df3b:4da3:c808:5d38"",""InterSystemsId"":""17a2dd1c-e3f1-4584-8db0-2b0edebfbb34"",""IntraSystemId"":""e0fc6a5d-2b59-4731-89ae-ed694905604a"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000002-0000-0ff1-ce00-000000000000"",""Type"":0}],""TargetContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ApplicationId"":""89a3c347-cde1-43f5-8699-daa820092d58"",""DeviceProperties"":[{""Name"":""Id"",""Value"":""af94ed87-3765-4eb9-8c82-0603951dc9f3""},{""Name"":""DisplayName"",""Value"":""HOST-1F386A""},{""Name"":""OS"",""Value"":""Windows10""},{""Name"":""BrowserType"",""Value"":""Chrome""},{""Name"":""TrustType"",""Value"":""0""},{""Name"":""SessionId"",""Value"":""4a53ef90-157a-4fec-884e-5632198953f8""}],""ErrorNumber"":""0""}","52","209","e0fc6a5d-2b59-4731-89ae-ed694905604a","True","Unchanged"
"AzureActiveDirectoryStsLogon","2025-11-27 15:28:15","tyler@proseware.com","UserLoggedIn","{""CreationTime"":""2025-11-27T15:28:15"",""Id"":""5ec692bb-032f-4d4f-8499-abe7197c9375"",""Operation"":""UserLoggedIn"",""OrganizationId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""141e9c0b-1791-4907-8245-16c96c6c7ab2"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""2601:742:201:2bfe:df3b:4da3:c808:5d38"",""ObjectId"":""00000003-0000-0000-c000-000000000000"",""UserId"":""tyler@proseware.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Redirect""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/141.0.0.176 Safari\/537.36""},{""Name"":""RequestType"",""Value"":""OAuth2:Authorize""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""141e9c0b-1791-4907-8245-16c96c6c7ab2"",""Type"":0},{""ID"":""tyler@proseware.com"",""Type"":5}],""ActorContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ActorIpAddress"":""2601:742:201:2bfe:df3b:4da3:c808:5d38"",""InterSystemsId"":""8788c8eb-0d6a-449a-8211-ec2a5abb1b2f"",""IntraSystemId"":""5ec692bb-032f-4d4f-8499-abe7197c9375"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000003-0000-0000-c000-000000000000"",""Type"":0}],""TargetContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ApplicationId"":""644ca5d1-374e-4047-8351-5abaa8b8d457"",""DeviceProperties"":[{""Name"":""Id"",""Value"":""af94ed87-3765-4eb9-8c82-0603951dc9f3""},{""Name"":""DisplayName"",""Value"":""HOST-1F386A""},{""Name"":""OS"",""Value"":""Windows10""},{""Name"":""BrowserType"",""Value"":""Chrome""},{""Name"":""TrustType"",""Value"":""0""},{""Name"":""SessionId"",""Value"":""4a53ef90-157a-4fec-884e-5632198953f8""}],""ErrorNumber"":""0""}","53","209","5ec692bb-032f-4d4f-8499-abe7197c9375","True","Unchanged"
"AzureActiveDirectoryStsLogon","2025-11-27 15:26:02","tyler@proseware.com","UserLoggedIn","{""CreationTime"":""2025-11-27T15:26:02"",""Id"":""e0fc6a5d-2b59-4731-89ae-ed694905604a"",""Operation"":""UserLoggedIn"",""OrganizationId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""141e9c0b-1791-4907-8245-16c96c6c7ab2"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""2601:742:201:2bfe:df3b:4da3:c808:5d38"",""ObjectId"":""00000002-0000-0ff1-ce00-000000000000"",""UserId"":""tyler@proseware.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Redirect""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/141.0.0.176 Safari\/537.36""},{""Name"":""RequestType"",""Value"":""OAuth2:Authorize""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""141e9c0b-1791-4907-8245-16c96c6c7ab2"",""Type"":0},{""ID"":""tyler@proseware.com"",""Type"":5}],""ActorContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ActorIpAddress"":""2601:742:201:2bfe:df3b:4da3:c808:5d38"",""InterSystemsId"":""17a2dd1c-e3f1-4584-8db0-2b0edebfbb34"",""IntraSystemId"":""e0fc6a5d-2b59-4731-89ae-ed694905604a"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000002-0000-0ff1-ce00-000000000000"",""Type"":0}],""TargetContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ApplicationId"":""89a3c347-cde1-43f5-8699-daa820092d58"",""DeviceProperties"":[{""Name"":""Id"",""Value"":""af94ed87-3765-4eb9-8c82-0603951dc9f3""},{""Name"":""DisplayName"",""Value"":""HOST-1F386A""},{""Name"":""OS"",""Value"":""Windows10""},{""Name"":""BrowserType"",""Value"":""Chrome""},{""Name"":""TrustType"",""Value"":""0""},{""Name"":""SessionId"",""Value"":""4a53ef90-157a-4fec-884e-5632198953f8""}],""ErrorNumber"":""0""}","54","209","e0fc6a5d-2b59-4731-89ae-ed694905604a","True","Unchanged"
"AzureActiveDirectoryStsLogon","2025-11-27 15:28:15","tyler@proseware.com","UserLoggedIn","{""CreationTime"":""2025-11-27T15:28:15"",""Id"":""5ec692bb-032f-4d4f-8499-abe7197c9375"",""Operation"":""UserLoggedIn"",""OrganizationId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""141e9c0b-1791-4907-8245-16c96c6c7ab2"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""2601:742:201:2bfe:df3b:4da3:c808:5d38"",""ObjectId"":""00000003-0000-0000-c000-000000000000"",""UserId"":""tyler@proseware.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Redirect""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/141.0.0.176 Safari\/537.36""},{""Name"":""RequestType"",""Value"":""OAuth2:Authorize""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""141e9c0b-1791-4907-8245-16c96c6c7ab2"",""Type"":0},{""ID"":""tyler@proseware.com"",""Type"":5}],""ActorContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ActorIpAddress"":""2601:742:201:2bfe:df3b:4da3:c808:5d38"",""InterSystemsId"":""8788c8eb-0d6a-449a-8211-ec2a5abb1b2f"",""IntraSystemId"":""5ec692bb-032f-4d4f-8499-abe7197c9375"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000003-0000-0000-c000-000000000000"",""Type"":0}],""TargetContextId"":""77ad1bc8-acab-4148-8b4d-da7b4b75ddac"",""ApplicationId"":""644ca5d1-374e-4047-8351-5abaa8b8d457"",""DeviceProperties"":[{""Name"":""Id"",""Value"":""af94ed87-3765-4eb9-8c82-0603951dc9f3""},{""Name"":""DisplayName"",""Value"":""HOST-1F386A""},{""Name"":""OS"",""Value"":""Windows10""},{""Name"":""BrowserType"",""Value"":""Chrome""},{""Name"":""TrustType"",""Value"":""0""},{""Name"":""SessionId"",""Value"":""4a53ef90-157a-4fec-884e-5632198953f8""}],""ErrorNumber"":""0""}","55","209","5ec692bb-032f-4d4f-8499-abe7197c9375","True","Unchanged"
