"InternetMessageId","FileName","Mailbox","CreatedDateTime","SentDateTime","ReceivedDateTime","Sender","From","To","ReplyTo","CC","BCC","Subject","BodyPreview","IsRead","IsDraft","HasAttachments","FlagStatus","WebLink","ID","ParentFolderId","ConversationId"
"<2e87a629-c2f4-4fc4-af41-f8f29bc9cc1b@854jpt.onmicrosoft.com>","PattiF@854jpt.onmicrosoft.com_2e87a629-c2f4-4fc4-af41-f8f29bc9cc1b@854jpt.onmicrosoft.com","PattiF@854jpt.onmicrosoft.com","2026-07-22 04:33:24","2026-07-22 04:33:21","2026-07-22 04:33:24","JoniS@854jpt.onmicrosoft.com","JoniS@854jpt.onmicrosoft.com","GradyA@854jpt.onmicrosoft.com","N/A","NestorW@854jpt.onmicrosoft.com,PattiF@854jpt.onmicrosoft.com,MeganB@854jpt.onmicrosoft.com,DiegoS@854jpt.onmicrosoft.com,AlexW@854jpt.onmicrosoft.com,AdeleV@854jpt.onmicrosoft.com,LeeG@854jpt.onmicrosoft.com,HenriettaM@854jpt.onmicrosoft.com,IsaiahL@854jpt.onmicrosoft.com,JohannaL@854jpt.onmicrosoft.com,LidiaH@854jpt.onmicrosoft.com,LynneR@854jpt.onmicrosoft.com,MiriamG@854jpt.onmicrosoft.com,PradeepG@854jpt.onmicrosoft.com","N/A","Updated PTO Policy - Effective August 1, 2026","Good morning everyone,

I wanted to let you know about some updates to our Paid Time Off policy that take effect August 1, 2026. The key changes are:

1. Accrual rates for employees with 3+ years of service increase from 6.15 hrs/pay period to 6.77 hr","True","False","False","notFlagged","https://outlook.office365.com/owa/?ItemID=AAMkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQBGAAAAAABqySpG3SYqQ40ev4INhgMHBwDqK5N%2Fzo%2BfR4wincq2S8bUAAAAAAEMAADqK5N%2Fzo%2BfR4wincq2S8bUAAEVhMDhAAA%3D&exvsurl=1&viewmodel=ReadMessageItem","AAMkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQBGAAAAAABqySpG3SYqQ40ev4INhgMHBwDqK5N-zo_fR4wincq2S8bUAAAAAAEMAADqK5N-zo_fR4wincq2S8bUAAEVhMDhAAA=","AQMkAGFiZGZiNmZlLThhOTkALTQ5NDgtOWQ0OC1mOWFjNmY5YTQ2ZGUALgAAA2rJKkbdJipDjR6-gg2GAwcBAOork3-Oj59HjCKdyrZLxtQAAAIBDAAAAA==","AAQkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQAQALoZomiSIqdPvHYcf-EV-LE="
"<45fda60d-ef62-4dd7-89f5-2bd9261ffff2@854jpt.onmicrosoft.com>","PattiF@854jpt.onmicrosoft.com_45fda60d-ef62-4dd7-89f5-2bd9261ffff2@854jpt.onmicrosoft.com","PattiF@854jpt.onmicrosoft.com","2026-07-24 09:30:57","2026-07-24 09:30:51","2026-07-24 09:30:57","AdeleV@854jpt.onmicrosoft.com","AdeleV@854jpt.onmicrosoft.com","JohannaL@854jpt.onmicrosoft.com","N/A","PattiF@854jpt.onmicrosoft.com","N/A","Re: Overdue Invoice - Pacific Automotive #INV-2026-0847","Johanna, Megan,

Adding Patti to this thread - she should be aware given the dollar amount.

Patti - quick summary: Pacific Automotive owes us $47,250 on invoice #INV-2026-0847, now 60+ days overdue. Johanna has been in contact with their AP team (Jim","True","False","False","notFlagged","https://outlook.office365.com/owa/?ItemID=AAMkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQBGAAAAAABqySpG3SYqQ40ev4INhgMHBwDqK5N%2Fzo%2BfR4wincq2S8bUAAAAAAEKAADqK5N%2Fzo%2BfR4wincq2S8bUAAEWR6uwAAA%3D&exvsurl=1&viewmodel=ReadMessageItem","AAMkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQBGAAAAAABqySpG3SYqQ40ev4INhgMHBwDqK5N-zo_fR4wincq2S8bUAAAAAAEKAADqK5N-zo_fR4wincq2S8bUAAEWR6uwAAA=","AQMkAGFiZGZiNmZlLThhOTkALTQ5NDgtOWQ0OC1mOWFjNmY5YTQ2ZGUALgAAA2rJKkbdJipDjR6-gg2GAwcBAOork3-Oj59HjCKdyrZLxtQAAAIBCgAAAA==","AAQkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQAQAJn02W0ZjXlPqfjOKAaZY-s="
"<45fda60d-ef62-4dd7-89f5-2bd9261ffff2@854jpt.onmicrosoft.com>","PattiF@854jpt.onmicrosoft.com_45fda60d-ef62-4dd7-89f5-2bd9261ffff2@854jpt.onmicrosoft.com","PattiF@854jpt.onmicrosoft.com","2026-07-24 09:30:57","2026-07-24 09:30:51","2026-07-24 09:30:57","AdeleV@854jpt.onmicrosoft.com","AdeleV@854jpt.onmicrosoft.com","JohannaL@854jpt.onmicrosoft.com","N/A","PattiF@854jpt.onmicrosoft.com","N/A","Re: Overdue Invoice - Pacific Automotive #INV-2026-0847","Johanna, Megan,

Adding Patti to this thread - she should be aware given the dollar amount.

Patti - quick summary: Pacific Automotive owes us $47,250 on invoice #INV-2026-0847, now 60+ days overdue. Johanna has been in contact with their AP team (Jim","True","False","False","notFlagged","https://outlook.office365.com/owa/?ItemID=AAMkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQBGAAAAAABqySpG3SYqQ40ev4INhgMHBwDqK5N%2Fzo%2BfR4wincq2S8bUAAAAAAEKAADqK5N%2Fzo%2BfR4wincq2S8bUAAEWR6uwAAA%3D&exvsurl=1&viewmodel=ReadMessageItem","AAMkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQBGAAAAAABqySpG3SYqQ40ev4INhgMHBwDqK5N-zo_fR4wincq2S8bUAAAAAAEKAADqK5N-zo_fR4wincq2S8bUAAEWR6uwAAA=","AQMkAGFiZGZiNmZlLThhOTkALTQ5NDgtOWQ0OC1mOWFjNmY5YTQ2ZGUALgAAA2rJKkbdJipDjR6-gg2GAwcBAOork3-Oj59HjCKdyrZLxtQAAAIBCgAAAA==","AAQkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQAQAJn02W0ZjXlPqfjOKAaZY-s="
"<dc562fd6-29b1-4911-9796-a05ca634fef0@854jpt.onmicrosoft.com>","PattiF@854jpt.onmicrosoft.com_dc562fd6-29b1-4911-9796-a05ca634fef0@854jpt.onmicrosoft.com","PattiF@854jpt.onmicrosoft.com","2026-07-24 09:43:00","2026-07-24 09:42:50","2026-07-24 09:43:00","PattiF@854jpt.onmicrosoft.com","PattiF@854jpt.onmicrosoft.com","AdeleV@854jpt.onmicrosoft.com","N/A","PattiF-Waverly@guerrillamail.com","N/A","Re: Overdue Invoice - Pacific Automotive #INV-2026-0847","Adele,

Thanks for flagging this. Good to hear Pacific Auto is ready to process payment.

Before they do, I need you to send Jim Nakamura our updated ACH information. We're transitioning our primary banking relationship from prior prior Columbia Bank ","True","False","False","notFlagged","https://outlook.office365.com/owa/?ItemID=AAMkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQBGAAAAAABqySpG3SYqQ40ev4INhgMHBwDqK5N%2Fzo%2BfR4wincq2S8bUAAAAAAEKAADqK5N%2Fzo%2BfR4wincq2S8bUAAEWR6uvAAA%3D&exvsurl=1&viewmodel=ReadMessageItem","AAMkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQBGAAAAAABqySpG3SYqQ40ev4INhgMHBwDqK5N-zo_fR4wincq2S8bUAAAAAAEKAADqK5N-zo_fR4wincq2S8bUAAEWR6uvAAA=","AQMkAGFiZGZiNmZlLThhOTkALTQ5NDgtOWQ0OC1mOWFjNmY5YTQ2ZGUALgAAA2rJKkbdJipDjR6-gg2GAwcBAOork3-Oj59HjCKdyrZLxtQAAAIBCgAAAA==","AAQkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQAQAJn02W0ZjXlPqfjOKAaZY-s="
"<4f67c8e6-535a-43d4-b8a4-5cd6a7bcb994@854jpt.onmicrosoft.com>","PattiF@854jpt.onmicrosoft.com_4f67c8e6-535a-43d4-b8a4-5cd6a7bcb994@854jpt.onmicrosoft.com","PattiF@854jpt.onmicrosoft.com","2026-07-23 06:03:42","2026-07-23 06:03:38","2026-07-23 06:03:42","NestorW@854jpt.onmicrosoft.com","NestorW@854jpt.onmicrosoft.com","JoniS@854jpt.onmicrosoft.com","N/A","GradyA@854jpt.onmicrosoft.com,PattiF@854jpt.onmicrosoft.com,MeganB@854jpt.onmicrosoft.com,DiegoS@854jpt.onmicrosoft.com,AlexW@854jpt.onmicrosoft.com,LeeG@854jpt.onmicrosoft.com,HenriettaM@854jpt.onmicrosoft.com,IsaiahL@854jpt.onmicrosoft.com,LidiaH@854jpt.onmicrosoft.com","N/A","Re: Mid-Year Performance Reviews - Q3 Kickoff","Joni,

Thanks for keeping this on track. A couple things from my end:

1. I want to make sure we tie performance reviews directly to the strategic goals we set in January, especially the Strato contract readiness metrics. Managers should be evaluating","True","False","False","notFlagged","https://outlook.office365.com/owa/?ItemID=AAMkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQBGAAAAAABqySpG3SYqQ40ev4INhgMHBwDqK5N%2Fzo%2BfR4wincq2S8bUAAAAAAEMAADqK5N%2Fzo%2BfR4wincq2S8bUAAEWPxKYAAA%3D&exvsurl=1&viewmodel=ReadMessageItem","AAMkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQBGAAAAAABqySpG3SYqQ40ev4INhgMHBwDqK5N-zo_fR4wincq2S8bUAAAAAAEMAADqK5N-zo_fR4wincq2S8bUAAEWPxKYAAA=","AQMkAGFiZGZiNmZlLThhOTkALTQ5NDgtOWQ0OC1mOWFjNmY5YTQ2ZGUALgAAA2rJKkbdJipDjR6-gg2GAwcBAOork3-Oj59HjCKdyrZLxtQAAAIBDAAAAA==","AAQkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQAQAEvVl214mQlEqr6wKfzx0UM="
"<477cb28e-1fd3-474e-aacf-c9c09c547363@854jpt.onmicrosoft.com>","PattiF@854jpt.onmicrosoft.com_477cb28e-1fd3-474e-aacf-c9c09c547363@854jpt.onmicrosoft.com","PattiF@854jpt.onmicrosoft.com","2026-07-23 05:59:26","2026-07-23 05:59:24","2026-07-23 05:59:26","LeeG@854jpt.onmicrosoft.com","LeeG@854jpt.onmicrosoft.com","GradyA@854jpt.onmicrosoft.com","N/A","NestorW@854jpt.onmicrosoft.com,PattiF@854jpt.onmicrosoft.com,MeganB@854jpt.onmicrosoft.com,DiegoS@854jpt.onmicrosoft.com,AlexW@854jpt.onmicrosoft.com,AdeleV@854jpt.onmicrosoft.com,JoniS@854jpt.onmicrosoft.com,HenriettaM@854jpt.onmicrosoft.com,IsaiahL@854jpt.onmicrosoft.com,JohannaL@854jpt.onmicrosoft.com,LidiaH@854jpt.onmicrosoft.com,LynneR@854jpt.onmicrosoft.com,MiriamG@854jpt.onmicrosoft.com,PradeepG@854jpt.onmicrosoft.com","N/A","Re: ALERT: Phishing Email Circulating - Do Not Click","Quick follow-up on the phishing email:

I've confirmed that NO ONE at Waverly clicked the malicious link. Good job, everyone. The security awareness training is clearly paying off.

I've taken the following additional steps:
- Blocked the sender doma","True","False","False","notFlagged","https://outlook.office365.com/owa/?ItemID=AAMkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQBGAAAAAABqySpG3SYqQ40ev4INhgMHBwDqK5N%2Fzo%2BfR4wincq2S8bUAAAAAAEMAADqK5N%2Fzo%2BfR4wincq2S8bUAAEWPxKWAAA%3D&exvsurl=1&viewmodel=ReadMessageItem","AAMkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQBGAAAAAABqySpG3SYqQ40ev4INhgMHBwDqK5N-zo_fR4wincq2S8bUAAAAAAEMAADqK5N-zo_fR4wincq2S8bUAAEWPxKWAAA=","AQMkAGFiZGZiNmZlLThhOTkALTQ5NDgtOWQ0OC1mOWFjNmY5YTQ2ZGUALgAAA2rJKkbdJipDjR6-gg2GAwcBAOork3-Oj59HjCKdyrZLxtQAAAIBDAAAAA==","AAQkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQAQABxVfmrAAAZGnwM5AVcp56E="
"<05712de0-a22f-4471-8c0b-1a9c5627937d@854jpt.onmicrosoft.com>","PattiF@854jpt.onmicrosoft.com_05712de0-a22f-4471-8c0b-1a9c5627937d@854jpt.onmicrosoft.com","PattiF@854jpt.onmicrosoft.com","2026-07-23 05:57:35","2026-07-23 05:57:32","2026-07-23 05:57:35","JoniS@854jpt.onmicrosoft.com","JoniS@854jpt.onmicrosoft.com","PattiF@854jpt.onmicrosoft.com","N/A","AdeleV@854jpt.onmicrosoft.com","N/A","Re: Year-End Audit Prep - Mason & Associates","Patti,

Good to get ahead of this. HR records will be ready. I'll make sure the following are buttoned up well before October:

- Payroll tax filings through Q3 (all current)
- Benefits accruals and reconciliation
- Worker's comp documentation and e","True","False","False","notFlagged","https://outlook.office365.com/owa/?ItemID=AAMkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQBGAAAAAABqySpG3SYqQ40ev4INhgMHBwDqK5N%2Fzo%2BfR4wincq2S8bUAAAAAAEMAADqK5N%2Fzo%2BfR4wincq2S8bUAAEWPxKUAAA%3D&exvsurl=1&viewmodel=ReadMessageItem","AAMkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQBGAAAAAABqySpG3SYqQ40ev4INhgMHBwDqK5N-zo_fR4wincq2S8bUAAAAAAEMAADqK5N-zo_fR4wincq2S8bUAAEWPxKUAAA=","AQMkAGFiZGZiNmZlLThhOTkALTQ5NDgtOWQ0OC1mOWFjNmY5YTQ2ZGUALgAAA2rJKkbdJipDjR6-gg2GAwcBAOork3-Oj59HjCKdyrZLxtQAAAIBDAAAAA==","AAQkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQAQACOAMdm73BtImpIO7uZJ6F4="
"<9fb6d025-fbb7-45e9-a351-5368d67d225c@854jpt.onmicrosoft.com>","PattiF@854jpt.onmicrosoft.com_9fb6d025-fbb7-45e9-a351-5368d67d225c@854jpt.onmicrosoft.com","PattiF@854jpt.onmicrosoft.com","2026-07-23 05:57:31","2026-07-23 05:57:30","2026-07-23 05:57:31","AdeleV@854jpt.onmicrosoft.com","AdeleV@854jpt.onmicrosoft.com","PattiF@854jpt.onmicrosoft.com","N/A","GradyA@854jpt.onmicrosoft.com","N/A","Re: New Wire Transfer Authorization Process","Patti,

Understood. I've updated our AP procedures to incorporate the dual-authorization requirement. The Wire Transfer Authorization Form is now saved on the shared drive under Finance > Forms > Wire-Transfer-Auth-Form-2026.xlsx.

I'll make sure all ","True","False","False","notFlagged","https://outlook.office365.com/owa/?ItemID=AAMkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQBGAAAAAABqySpG3SYqQ40ev4INhgMHBwDqK5N%2Fzo%2BfR4wincq2S8bUAAAAAAEMAADqK5N%2Fzo%2BfR4wincq2S8bUAAEWPxKTAAA%3D&exvsurl=1&viewmodel=ReadMessageItem","AAMkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQBGAAAAAABqySpG3SYqQ40ev4INhgMHBwDqK5N-zo_fR4wincq2S8bUAAAAAAEMAADqK5N-zo_fR4wincq2S8bUAAEWPxKTAAA=","AQMkAGFiZGZiNmZlLThhOTkALTQ5NDgtOWQ0OC1mOWFjNmY5YTQ2ZGUALgAAA2rJKkbdJipDjR6-gg2GAwcBAOork3-Oj59HjCKdyrZLxtQAAAIBDAAAAA==","AAQkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQAQAKSiie_7A4lIu9sX4cdGSKE="
"<8d822f3a-9e8f-4757-ac80-2f400c70a139@854jpt.onmicrosoft.com>","PattiF@854jpt.onmicrosoft.com_8d822f3a-9e8f-4757-ac80-2f400c70a139@854jpt.onmicrosoft.com","PattiF@854jpt.onmicrosoft.com","2026-07-23 06:06:55","2026-07-23 06:06:46","2026-07-23 06:06:55","PattiF@854jpt.onmicrosoft.com","PattiF@854jpt.onmicrosoft.com","NestorW@854jpt.onmicrosoft.com","N/A","GradyA@854jpt.onmicrosoft.com,DiegoS@854jpt.onmicrosoft.com","N/A","Re: Facility Expansion Discussion - Options Analysis","Nestor, Grady, Diego,

I've run preliminary financials on all three options. Here's the high-level comparison:

Option A - Lease adjacent bay (15,000 sq ft):
- Monthly cost: ~$12,500/month ($10/sq ft NNN)
- Tenant improvements: ~$150K (electrical, c","True","False","False","notFlagged","https://outlook.office365.com/owa/?ItemID=AAMkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQBGAAAAAABqySpG3SYqQ40ev4INhgMHBwDqK5N%2Fzo%2BfR4wincq2S8bUAAAAAAEJAADqK5N%2Fzo%2BfR4wincq2S8bUAAEWPyY6AAA%3D&exvsurl=1&viewmodel=ReadMessageItem","AAMkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQBGAAAAAABqySpG3SYqQ40ev4INhgMHBwDqK5N-zo_fR4wincq2S8bUAAAAAAEJAADqK5N-zo_fR4wincq2S8bUAAEWPyY6AAA=","AQMkAGFiZGZiNmZlLThhOTkALTQ5NDgtOWQ0OC1mOWFjNmY5YTQ2ZGUALgAAA2rJKkbdJipDjR6-gg2GAwcBAOork3-Oj59HjCKdyrZLxtQAAAIBCQAAAA==","AAQkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQAQALHS_YrWawpCoCB7Vz4K4Yg="
"<9c77b403-12db-42c6-b8e8-ec5100720cab@854jpt.onmicrosoft.com>","PattiF@854jpt.onmicrosoft.com_9c77b403-12db-42c6-b8e8-ec5100720cab@854jpt.onmicrosoft.com","PattiF@854jpt.onmicrosoft.com","2026-07-23 06:03:29","2026-07-23 06:03:19","2026-07-23 06:03:29","PattiF@854jpt.onmicrosoft.com","PattiF@854jpt.onmicrosoft.com","JoniS@854jpt.onmicrosoft.com","N/A","GradyA@854jpt.onmicrosoft.com","N/A","Re: Employee Handbook Update - Section 4.2 Remote Work Policy","Joni, Grady,

I'm generally supportive of the hybrid policy, but I want to flag a few concerns from a security and financial perspective:

1. IT Security - We need to make sure remote workers are using company-managed devices with full disk encryption","True","False","False","notFlagged","https://outlook.office365.com/owa/?ItemID=AAMkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQBGAAAAAABqySpG3SYqQ40ev4INhgMHBwDqK5N%2Fzo%2BfR4wincq2S8bUAAAAAAEJAADqK5N%2Fzo%2BfR4wincq2S8bUAAEWPyY3AAA%3D&exvsurl=1&viewmodel=ReadMessageItem","AAMkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQBGAAAAAABqySpG3SYqQ40ev4INhgMHBwDqK5N-zo_fR4wincq2S8bUAAAAAAEJAADqK5N-zo_fR4wincq2S8bUAAEWPyY3AAA=","AQMkAGFiZGZiNmZlLThhOTkALTQ5NDgtOWQ0OC1mOWFjNmY5YTQ2ZGUALgAAA2rJKkbdJipDjR6-gg2GAwcBAOork3-Oj59HjCKdyrZLxtQAAAIBCQAAAA==","AAQkAGFiZGZiNmZlLThhOTktNDk0OC05ZDQ4LWY5YWM2ZjlhNDZkZQAQACenIOZfh1xKkiIioWQ9vso="
