"ActivityDateTime","ActivityDisplayName","AdditionalDetails.1.Key","AdditionalDetails.1.Value","AdditionalDetails.1.AdditionalProperties","AdditionalDetails.2.Key","AdditionalDetails.2.Value","AdditionalDetails.2.AdditionalProperties","AdditionalDetails.3.Key","AdditionalDetails.3.Value","AdditionalDetails.3.AdditionalProperties","Category","CorrelationId","Id","InitiatedBy.App.AppId","InitiatedBy.App.DisplayName","InitiatedBy.App.ServicePrincipalId","InitiatedBy.App.ServicePrincipalName","InitiatedBy.App.AdditionalProperties","InitiatedBy.LinkableIdentifiers.DeviceId","InitiatedBy.LinkableIdentifiers.SessionId","InitiatedBy.LinkableIdentifiers.TokenDetails.IssuedAtDateTime","InitiatedBy.LinkableIdentifiers.TokenDetails.UniqueTokenIdentifier","InitiatedBy.LinkableIdentifiers.TokenDetails.AdditionalProperties","InitiatedBy.LinkableIdentifiers.AdditionalProperties","InitiatedBy.User.DisplayName","InitiatedBy.User.HomeTenantId","InitiatedBy.User.HomeTenantName","InitiatedBy.User.IPAddress","InitiatedBy.User.Id","InitiatedBy.User.UserPrincipalName","InitiatedBy.User.AdditionalProperties","InitiatedBy.AdditionalProperties","LoggedByService","OperationType","Result","ResultReason","TargetResources.1.DisplayName","TargetResources.1.GroupType","TargetResources.1.Id","TargetResources.1.ModifiedProperties.1.DisplayName","TargetResources.1.ModifiedProperties.1.NewValue","TargetResources.1.ModifiedProperties.1.OldValue","TargetResources.1.ModifiedProperties.1.AdditionalProperties","TargetResources.1.ModifiedProperties.2.DisplayName","TargetResources.1.ModifiedProperties.2.NewValue","TargetResources.1.ModifiedProperties.2.OldValue","TargetResources.1.ModifiedProperties.2.AdditionalProperties","TargetResources.1.ModifiedProperties.3.DisplayName","TargetResources.1.ModifiedProperties.3.NewValue","TargetResources.1.ModifiedProperties.3.OldValue","TargetResources.1.ModifiedProperties.3.AdditionalProperties","TargetResources.1.ModifiedProperties.4.DisplayName","TargetResources.1.ModifiedProperties.4.NewValue","TargetResources.1.ModifiedProperties.4.OldValue","TargetResources.1.ModifiedProperties.4.AdditionalProperties","TargetResources.1.ModifiedProperties.5.DisplayName","TargetResources.1.ModifiedProperties.5.NewValue","TargetResources.1.ModifiedProperties.5.OldValue","TargetResources.1.ModifiedProperties.5.AdditionalProperties","TargetResources.1.ModifiedProperties.6.DisplayName","TargetResources.1.ModifiedProperties.6.NewValue","TargetResources.1.ModifiedProperties.6.OldValue","TargetResources.1.ModifiedProperties.6.AdditionalProperties","TargetResources.1.ModifiedProperties.7.DisplayName","TargetResources.1.ModifiedProperties.7.NewValue","TargetResources.1.ModifiedProperties.7.OldValue","TargetResources.1.ModifiedProperties.7.AdditionalProperties","TargetResources.1.Type","TargetResources.1.UserPrincipalName","TargetResources.1.AdditionalProperties","UserAgent","AdditionalProperties"
"2026-07-24 09:06:45","Update user","UserType","Member",,,,,,,,"UserManagement","8616ba68-b832-4b17-831e-7a8513a1102c","Directory_8616ba68-b832-4b17-831e-7a8513a1102c_2IG71_146020829",,"Azure MFA StrongAuthenticationService","bcf40703-6d7d-428e-9e5d-de41dc403927",,,,,,,,,,,,,,,,,"Core Directory","Update","success","",,,"33a120c1-a818-4fd7-8045-c6a29a2bc165","StrongAuthenticationPhoneAppDetail","[{""DeviceName"":""NO_DEVICE"",""DeviceToken"":""NO_DEVICE_TOKEN"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""NO_PHONE_APP_VERSION"",""OathTokenTimeDrift"":0,""DeviceId"":""00000000-0000-0000-0000-000000000000"",""Id"":""9b2939da-9adf-4e37-843d-d1a5466eace4"",""TimeInterval"":0,""AuthenticationType"":2,""NotificationType"":1,""LastAuthenticatedTimestamp"":""2026-07-24T09:06:45.434194Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":""hmacsha1"",""TenantDeviceId"":null,""SecuredPartitionId"":20355,""SecuredKeyId"":7}]","[{""DeviceName"":""NO_DEVICE"",""DeviceToken"":""NO_DEVICE_TOKEN"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""NO_PHONE_APP_VERSION"",""OathTokenTimeDrift"":-1,""DeviceId"":""00000000-0000-0000-0000-000000000000"",""Id"":""9b2939da-9adf-4e37-843d-d1a5466eace4"",""TimeInterval"":0,""AuthenticationType"":2,""NotificationType"":1,""LastAuthenticatedTimestamp"":""2026-07-22T03:18:09.8632909Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":""hmacsha1"",""TenantDeviceId"":null,""SecuredPartitionId"":20355,""SecuredKeyId"":7}]",,"Included Updated Properties","""StrongAuthenticationPhoneAppDetail""",,,"TargetId.UserType","""Member""",,,,,,,,,,,,,,,,,,,"User","PradeepG@854jpt.onmicrosoft.com",,"",
"2026-07-24 08:12:18","Approval_GetAll",,,,,,,,,,"GroupManagement","c8197ff4-6221-4695-9fd4-ffbc7552c27b","SSGM_c8197ff4-6221-4695-9fd4-ffbc7552c27b_91BMH_185533494",,,,,,,,,,,,,,,"172.179.190.169","1edb547f-2eba-4be0-b325-fe5f8509aac4","NestorW@854jpt.onmicrosoft.com",,,"Self-service Group Management","Update","success","OK",,,"00000000-0000-0000-0000-000000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N/A",,,"",
"2026-07-24 08:12:17","Settings_GetSettingsAsync",,,,,,,,,,"GroupManagement","1f547c7f-4c12-43a2-a47a-9968aa96c0f2","SSGM_1f547c7f-4c12-43a2-a47a-9968aa96c0f2_V9D2T_178903141",,,,,,,,,,,,,,,"172.179.190.175","1edb547f-2eba-4be0-b325-fe5f8509aac4","NestorW@854jpt.onmicrosoft.com",,,"Self-service Group Management","Update","success","OK",,,"00000000-0000-0000-0000-000000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N/A",,,"",
"2026-07-24 08:12:17","Settings_GetSettingsAsync",,,,,,,,,,"GroupManagement","40f923a4-8a43-4637-a8d5-ce6af1b15450","SSGM_40f923a4-8a43-4637-a8d5-ce6af1b15450_5FFD2_2841317",,,,,,,,,,,,,,,"172.215.84.119","1edb547f-2eba-4be0-b325-fe5f8509aac4","NestorW@854jpt.onmicrosoft.com",,,"Self-service Group Management","Update","success","OK",,,"00000000-0000-0000-0000-000000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N/A",,,"",
"2026-07-24 08:12:16","Settings_GetSettingsAsync",,,,,,,,,,"GroupManagement","84688042-7284-47d8-a4c3-4106e678e4cd","SSGM_84688042-7284-47d8-a4c3-4106e678e4cd_6RH6N_101403000",,,,,,,,,,,,,,,"172.179.190.170","1edb547f-2eba-4be0-b325-fe5f8509aac4","NestorW@854jpt.onmicrosoft.com",,,"Self-service Group Management","Update","success","OK",,,"00000000-0000-0000-0000-000000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N/A",,,"",
"2026-07-24 08:05:45","Update user","UserType","Member",,,,,,,,"UserManagement","9dad1769-1917-407b-b4a7-7d27a165a0f4","Directory_9dad1769-1917-407b-b4a7-7d27a165a0f4_EHED6_83284770",,"Azure MFA StrongAuthenticationService","bcf40703-6d7d-428e-9e5d-de41dc403927",,,,,,,,,,,,,,,,,"Core Directory","Update","success","",,,"2da85e45-0c0e-4f90-8587-f770888de158","StrongAuthenticationPhoneAppDetail","[{""DeviceName"":""NO_DEVICE"",""DeviceToken"":""NO_DEVICE_TOKEN"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""NO_PHONE_APP_VERSION"",""OathTokenTimeDrift"":0,""DeviceId"":""00000000-0000-0000-0000-000000000000"",""Id"":""108b7bea-ea3d-490c-a66f-4f096cb88195"",""TimeInterval"":0,""AuthenticationType"":2,""NotificationType"":1,""LastAuthenticatedTimestamp"":""2026-07-24T08:05:44.9720004Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":""hmacsha1"",""TenantDeviceId"":null,""SecuredPartitionId"":20355,""SecuredKeyId"":7}]","[{""DeviceName"":""NO_DEVICE"",""DeviceToken"":""NO_DEVICE_TOKEN"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""NO_PHONE_APP_VERSION"",""OathTokenTimeDrift"":0,""DeviceId"":""00000000-0000-0000-0000-000000000000"",""Id"":""108b7bea-ea3d-490c-a66f-4f096cb88195"",""TimeInterval"":0,""AuthenticationType"":2,""NotificationType"":1,""LastAuthenticatedTimestamp"":""2026-07-06T00:40:17.4539362Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":""hmacsha1"",""TenantDeviceId"":null,""SecuredPartitionId"":20355,""SecuredKeyId"":7}]",,"Included Updated Properties","""StrongAuthenticationPhoneAppDetail""",,,"TargetId.UserType","""Member""",,,,,,,,,,,,,,,,,,,"User","bitpusher@854jpt.onmicrosoft.com",,"",
"2026-07-23 04:07:20","GroupLifecyclePolicies_Get",,,,,,,,,,"GroupManagement","8b5b69b7-ba72-4d55-b32a-77328f9bef88","SSGM_8b5b69b7-ba72-4d55-b32a-77328f9bef88_LCWOW_64861120",,,,,,,,,,,,,,,"20.190.190.224","cf74c28f-b71b-4588-b74d-9476484c25fa",,,,"Self-service Group Management","Update","success","OK",,,"00000000-0000-0000-0000-000000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N/A",,,"",
"2026-07-22 03:44:34","Consent to application","User-Agent","EvoSTS",,"AppId","9e5f94bc-e8a4-4e73-b8be-63364c29d753",,"ServicePrincipalProvisioningType","Other",,"ApplicationManagement","9eef24bc-ba6b-4033-99ad-2a08b8922b69","Directory_9eef24bc-ba6b-4033-99ad-2a08b8922b69_6XZHQ_53842705",,,,,,,,,,,,"Azure ESTS Service",,,"135.224.37.163","33a120c1-a818-4fd7-8045-c6a29a2bc165","PradeepG@854jpt.onmicrosoft.com",,,"Core Directory","Assign","success","","Thunderbird",,"43b78873-0a87-4a62-8337-2636cccbdfe7","ConsentContext.IsAdminConsent","""False""",,,"ConsentContext.IsAppOnly","""False""",,,"ConsentContext.OnBehalfOfAll","""False""",,,"ConsentContext.Tags","""WindowsAzureActiveDirectoryIntegratedApp""",,,"ConsentAction.Permissions","""[[Id: c4i3Q4cKYkqDNyY2zMvf59tJKj_NxDBBly8w2CEO7K_BIKEzGKjXT4BFxqKaK8Fl, ClientId: 43b78873-0a87-4a62-8337-2636cccbdfe7, PrincipalId: 33a120c1-a818-4fd7-8045-c6a29a2bc165, ResourceId: 3f2a49db-c4cd-4130-972f-30d8210eecaf, ConsentType: Principal, Scope:  IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access, CreatedDateTime: , LastModifiedDateTime ]] => [[Id: c4i3Q4cKYkqDNyY2zMvf59tJKj_NxDBBly8w2CEO7K_BIKEzGKjXT4BFxqKaK8Fl, ClientId: 43b78873-0a87-4a62-8337-2636cccbdfe7, PrincipalId: 33a120c1-a818-4fd7-8045-c6a29a2bc165, ResourceId: 3f2a49db-c4cd-4130-972f-30d8210eecaf, ConsentType: Principal, Scope:  IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access, CreatedDateTime: , LastModifiedDateTime ]]; """,,,,,,,,,,,"ServicePrincipal",,,"",
"2026-07-22 03:44:34","Remove delegated permission grant","User-Agent","EvoSTS",,"AppId","00000003-0000-0000-c000-000000000000",,"ServicePrincipalProvisioningType","Other",,"ApplicationManagement","9eef24bc-ba6b-4033-99ad-2a08b8922b69","Directory_9eef24bc-ba6b-4033-99ad-2a08b8922b69_6XZHQ_53842655",,,,,,,,,,,,"Azure ESTS Service",,,"135.224.37.163","33a120c1-a818-4fd7-8045-c6a29a2bc165","PradeepG@854jpt.onmicrosoft.com",,,"Core Directory","Unassign","success","","Microsoft Graph",,"3f2a49db-c4cd-4130-972f-30d8210eecaf","DelegatedPermissionGrant.Scope",""" IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access EWS.AccessAsUser.All""",""" IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access""",,"DelegatedPermissionGrant.ConsentType","""Principal""","""Principal""",,"ServicePrincipal.ObjectID","""43b78873-0a87-4a62-8337-2636cccbdfe7""",,,"ServicePrincipal.DisplayName",,,,"ServicePrincipal.AppId",,,,"ServicePrincipal.Name",,,,"TargetId.ServicePrincipalNames","""00000003-0000-0000-c000-000000000000/ags.windows.net;00000003-0000-0000-c000-000000000000;https://canary.graph.microsoft.com;https://graph.microsoft.com;https://ags.windows.net;https://graph.microsoft.us;https://graph.microsoft.com/;https://dod-graph.microsoft.us;https://canary.graph.microsoft.com/;https://graph.microsoft.us/;https://dod-graph.microsoft.us/""",,,"ServicePrincipal",,,"",
"2026-07-22 03:44:34","Add delegated permission grant","User-Agent","EvoSTS",,"AppId","00000003-0000-0000-c000-000000000000",,"ServicePrincipalProvisioningType","Other",,"ApplicationManagement","9eef24bc-ba6b-4033-99ad-2a08b8922b69","Directory_9eef24bc-ba6b-4033-99ad-2a08b8922b69_6XZHQ_53842642",,,,,,,,,,,,"Azure ESTS Service",,,"135.224.37.163","33a120c1-a818-4fd7-8045-c6a29a2bc165","PradeepG@854jpt.onmicrosoft.com",,,"Core Directory","Assign","success","","Microsoft Graph",,"3f2a49db-c4cd-4130-972f-30d8210eecaf","DelegatedPermissionGrant.Scope",""" IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access EWS.AccessAsUser.All""",""" IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access""",,"DelegatedPermissionGrant.ConsentType","""Principal""","""Principal""",,"ServicePrincipal.ObjectID","""43b78873-0a87-4a62-8337-2636cccbdfe7""",,,"ServicePrincipal.DisplayName",,,,"ServicePrincipal.AppId",,,,"ServicePrincipal.Name",,,,"TargetId.ServicePrincipalNames","""00000003-0000-0000-c000-000000000000/ags.windows.net;00000003-0000-0000-c000-000000000000;https://canary.graph.microsoft.com;https://graph.microsoft.com;https://ags.windows.net;https://graph.microsoft.us;https://graph.microsoft.com/;https://dod-graph.microsoft.us;https://canary.graph.microsoft.com/;https://graph.microsoft.us/;https://dod-graph.microsoft.us/""",,,"ServicePrincipal",,,"",
"2026-07-22 03:43:59","Consent to application","User-Agent","EvoSTS",,"AppId","9e5f94bc-e8a4-4e73-b8be-63364c29d753",,"ServicePrincipalProvisioningType","Other",,"ApplicationManagement","516a67b9-9311-44c1-99d2-2c1366268c35","Directory_516a67b9-9311-44c1-99d2-2c1366268c35_37UVG_51305624",,,,,,,,,,,,"Azure ESTS Service",,,"172.182.165.172","1bd04873-b0e9-4e06-b762-ef4f65f724c9","PattiF@854jpt.onmicrosoft.com",,,"Core Directory","Assign","success","","Thunderbird",,"43b78873-0a87-4a62-8337-2636cccbdfe7","ConsentContext.IsAdminConsent","""False""",,,"ConsentContext.IsAppOnly","""False""",,,"ConsentContext.OnBehalfOfAll","""False""",,,"ConsentContext.Tags","""WindowsAzureActiveDirectoryIntegratedApp""",,,"ConsentAction.Permissions","""[[Id: c4i3Q4cKYkqDNyY2zMvf59tJKj_NxDBBly8w2CEO7K9zSNAb6bAGTrdi709l9yTJ, ClientId: 43b78873-0a87-4a62-8337-2636cccbdfe7, PrincipalId: 1bd04873-b0e9-4e06-b762-ef4f65f724c9, ResourceId: 3f2a49db-c4cd-4130-972f-30d8210eecaf, ConsentType: Principal, Scope:  IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access, CreatedDateTime: , LastModifiedDateTime ]] => [[Id: c4i3Q4cKYkqDNyY2zMvf59tJKj_NxDBBly8w2CEO7K9zSNAb6bAGTrdi709l9yTJ, ClientId: 43b78873-0a87-4a62-8337-2636cccbdfe7, PrincipalId: 1bd04873-b0e9-4e06-b762-ef4f65f724c9, ResourceId: 3f2a49db-c4cd-4130-972f-30d8210eecaf, ConsentType: Principal, Scope:  IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access, CreatedDateTime: , LastModifiedDateTime ]]; """,,,,,,,,,,,"ServicePrincipal",,,"",
"2026-07-22 03:43:59","Remove delegated permission grant","User-Agent","EvoSTS",,"AppId","00000003-0000-0000-c000-000000000000",,"ServicePrincipalProvisioningType","Other",,"ApplicationManagement","516a67b9-9311-44c1-99d2-2c1366268c35","Directory_516a67b9-9311-44c1-99d2-2c1366268c35_37UVG_51305611",,,,,,,,,,,,"Azure ESTS Service",,,"172.182.165.172","1bd04873-b0e9-4e06-b762-ef4f65f724c9","PattiF@854jpt.onmicrosoft.com",,,"Core Directory","Unassign","success","","Microsoft Graph",,"3f2a49db-c4cd-4130-972f-30d8210eecaf","DelegatedPermissionGrant.Scope",""" IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access EWS.AccessAsUser.All""",""" IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access""",,"DelegatedPermissionGrant.ConsentType","""Principal""","""Principal""",,"ServicePrincipal.ObjectID","""43b78873-0a87-4a62-8337-2636cccbdfe7""",,,"ServicePrincipal.DisplayName",,,,"ServicePrincipal.AppId",,,,"ServicePrincipal.Name",,,,"TargetId.ServicePrincipalNames","""00000003-0000-0000-c000-000000000000/ags.windows.net;00000003-0000-0000-c000-000000000000;https://canary.graph.microsoft.com;https://graph.microsoft.com;https://ags.windows.net;https://graph.microsoft.us;https://graph.microsoft.com/;https://dod-graph.microsoft.us;https://canary.graph.microsoft.com/;https://graph.microsoft.us/;https://dod-graph.microsoft.us/""",,,"ServicePrincipal",,,"",
"2026-07-22 03:43:59","Add delegated permission grant","User-Agent","EvoSTS",,"AppId","00000003-0000-0000-c000-000000000000",,"ServicePrincipalProvisioningType","Other",,"ApplicationManagement","516a67b9-9311-44c1-99d2-2c1366268c35","Directory_516a67b9-9311-44c1-99d2-2c1366268c35_37UVG_51305598",,,,,,,,,,,,"Azure ESTS Service",,,"172.182.165.172","1bd04873-b0e9-4e06-b762-ef4f65f724c9","PattiF@854jpt.onmicrosoft.com",,,"Core Directory","Assign","success","","Microsoft Graph",,"3f2a49db-c4cd-4130-972f-30d8210eecaf","DelegatedPermissionGrant.Scope",""" IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access EWS.AccessAsUser.All""",""" IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access""",,"DelegatedPermissionGrant.ConsentType","""Principal""","""Principal""",,"ServicePrincipal.ObjectID","""43b78873-0a87-4a62-8337-2636cccbdfe7""",,,"ServicePrincipal.DisplayName",,,,"ServicePrincipal.AppId",,,,"ServicePrincipal.Name",,,,"TargetId.ServicePrincipalNames","""00000003-0000-0000-c000-000000000000/ags.windows.net;00000003-0000-0000-c000-000000000000;https://canary.graph.microsoft.com;https://graph.microsoft.com;https://ags.windows.net;https://graph.microsoft.us;https://graph.microsoft.com/;https://dod-graph.microsoft.us;https://canary.graph.microsoft.com/;https://graph.microsoft.us/;https://dod-graph.microsoft.us/""",,,"ServicePrincipal",,,"",
"2026-07-22 03:43:23","Consent to application","User-Agent","EvoSTS",,"AppId","9e5f94bc-e8a4-4e73-b8be-63364c29d753",,"ServicePrincipalProvisioningType","Other",,"ApplicationManagement","aeecb3ca-55c2-48ca-8825-3f7197fd57b8","Directory_aeecb3ca-55c2-48ca-8825-3f7197fd57b8_BWK25_1151790",,,,,,,,,,,,"Azure ESTS Service",,,"172.172.253.130","1edb547f-2eba-4be0-b325-fe5f8509aac4","NestorW@854jpt.onmicrosoft.com",,,"Core Directory","Assign","success","","Thunderbird",,"43b78873-0a87-4a62-8337-2636cccbdfe7","ConsentContext.IsAdminConsent","""False""",,,"ConsentContext.IsAppOnly","""False""",,,"ConsentContext.OnBehalfOfAll","""False""",,,"ConsentContext.Tags","""WindowsAzureActiveDirectoryIntegratedApp""",,,"ConsentAction.Permissions","""[[Id: c4i3Q4cKYkqDNyY2zMvf59tJKj_NxDBBly8w2CEO7K9_VNseui7gS7Ml_l-FCarE, ClientId: 43b78873-0a87-4a62-8337-2636cccbdfe7, PrincipalId: 1edb547f-2eba-4be0-b325-fe5f8509aac4, ResourceId: 3f2a49db-c4cd-4130-972f-30d8210eecaf, ConsentType: Principal, Scope:  IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access, CreatedDateTime: , LastModifiedDateTime ]] => [[Id: c4i3Q4cKYkqDNyY2zMvf59tJKj_NxDBBly8w2CEO7K9_VNseui7gS7Ml_l-FCarE, ClientId: 43b78873-0a87-4a62-8337-2636cccbdfe7, PrincipalId: 1edb547f-2eba-4be0-b325-fe5f8509aac4, ResourceId: 3f2a49db-c4cd-4130-972f-30d8210eecaf, ConsentType: Principal, Scope:  IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access, CreatedDateTime: , LastModifiedDateTime ]]; """,,,,,,,,,,,"ServicePrincipal",,,"",
"2026-07-22 03:43:23","Remove delegated permission grant","User-Agent","EvoSTS",,"AppId","00000003-0000-0000-c000-000000000000",,"ServicePrincipalProvisioningType","Other",,"ApplicationManagement","aeecb3ca-55c2-48ca-8825-3f7197fd57b8","Directory_aeecb3ca-55c2-48ca-8825-3f7197fd57b8_BWK25_1151767",,,,,,,,,,,,"Azure ESTS Service",,,"172.172.253.130","1edb547f-2eba-4be0-b325-fe5f8509aac4","NestorW@854jpt.onmicrosoft.com",,,"Core Directory","Unassign","success","","Microsoft Graph",,"3f2a49db-c4cd-4130-972f-30d8210eecaf","DelegatedPermissionGrant.Scope",""" IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access EWS.AccessAsUser.All""",""" IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access""",,"DelegatedPermissionGrant.ConsentType","""Principal""","""Principal""",,"ServicePrincipal.ObjectID","""43b78873-0a87-4a62-8337-2636cccbdfe7""",,,"ServicePrincipal.DisplayName",,,,"ServicePrincipal.AppId",,,,"ServicePrincipal.Name",,,,"TargetId.ServicePrincipalNames","""00000003-0000-0000-c000-000000000000/ags.windows.net;00000003-0000-0000-c000-000000000000;https://canary.graph.microsoft.com;https://graph.microsoft.com;https://ags.windows.net;https://graph.microsoft.us;https://graph.microsoft.com/;https://dod-graph.microsoft.us;https://canary.graph.microsoft.com/;https://graph.microsoft.us/;https://dod-graph.microsoft.us/""",,,"ServicePrincipal",,,"",
"2026-07-22 03:43:23","Add delegated permission grant","User-Agent","EvoSTS",,"AppId","00000003-0000-0000-c000-000000000000",,"ServicePrincipalProvisioningType","Other",,"ApplicationManagement","aeecb3ca-55c2-48ca-8825-3f7197fd57b8","Directory_aeecb3ca-55c2-48ca-8825-3f7197fd57b8_BWK25_1151754",,,,,,,,,,,,"Azure ESTS Service",,,"172.172.253.130","1edb547f-2eba-4be0-b325-fe5f8509aac4","NestorW@854jpt.onmicrosoft.com",,,"Core Directory","Assign","success","","Microsoft Graph",,"3f2a49db-c4cd-4130-972f-30d8210eecaf","DelegatedPermissionGrant.Scope",""" IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access EWS.AccessAsUser.All""",""" IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access""",,"DelegatedPermissionGrant.ConsentType","""Principal""","""Principal""",,"ServicePrincipal.ObjectID","""43b78873-0a87-4a62-8337-2636cccbdfe7""",,,"ServicePrincipal.DisplayName",,,,"ServicePrincipal.AppId",,,,"ServicePrincipal.Name",,,,"TargetId.ServicePrincipalNames","""00000003-0000-0000-c000-000000000000/ags.windows.net;00000003-0000-0000-c000-000000000000;https://canary.graph.microsoft.com;https://graph.microsoft.com;https://ags.windows.net;https://graph.microsoft.us;https://graph.microsoft.com/;https://dod-graph.microsoft.us;https://canary.graph.microsoft.com/;https://graph.microsoft.us/;https://dod-graph.microsoft.us/""",,,"ServicePrincipal",,,"",
"2026-07-22 03:42:40","Consent to application","User-Agent","EvoSTS",,"AppId","9e5f94bc-e8a4-4e73-b8be-63364c29d753",,"ServicePrincipalProvisioningType","Other",,"ApplicationManagement","04c42fb4-cc8d-40e9-b593-e0faa2688bcf","Directory_04c42fb4-cc8d-40e9-b593-e0faa2688bcf_X5LVC_21039347",,,,,,,,,,,,"Azure ESTS Service",,,"172.182.165.172","7989d942-4837-43e6-8fa4-f790acd7ada7","MiriamG@854jpt.onmicrosoft.com",,,"Core Directory","Assign","success","","Thunderbird",,"43b78873-0a87-4a62-8337-2636cccbdfe7","ConsentContext.IsAdminConsent","""False""",,,"ConsentContext.IsAppOnly","""False""",,,"ConsentContext.OnBehalfOfAll","""False""",,,"ConsentContext.Tags","""WindowsAzureActiveDirectoryIntegratedApp""",,,"ConsentAction.Permissions","""[[Id: c4i3Q4cKYkqDNyY2zMvf59tJKj_NxDBBly8w2CEO7K9C2Yl5N0jmQ4-k95Cs162n, ClientId: 43b78873-0a87-4a62-8337-2636cccbdfe7, PrincipalId: 7989d942-4837-43e6-8fa4-f790acd7ada7, ResourceId: 3f2a49db-c4cd-4130-972f-30d8210eecaf, ConsentType: Principal, Scope:  IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access, CreatedDateTime: , LastModifiedDateTime ]] => [[Id: c4i3Q4cKYkqDNyY2zMvf59tJKj_NxDBBly8w2CEO7K9C2Yl5N0jmQ4-k95Cs162n, ClientId: 43b78873-0a87-4a62-8337-2636cccbdfe7, PrincipalId: 7989d942-4837-43e6-8fa4-f790acd7ada7, ResourceId: 3f2a49db-c4cd-4130-972f-30d8210eecaf, ConsentType: Principal, Scope:  IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access, CreatedDateTime: , LastModifiedDateTime ]]; """,,,,,,,,,,,"ServicePrincipal",,,"",
"2026-07-22 03:42:40","Remove delegated permission grant","User-Agent","EvoSTS",,"AppId","00000003-0000-0000-c000-000000000000",,"ServicePrincipalProvisioningType","Other",,"ApplicationManagement","04c42fb4-cc8d-40e9-b593-e0faa2688bcf","Directory_04c42fb4-cc8d-40e9-b593-e0faa2688bcf_X5LVC_21039302",,,,,,,,,,,,"Azure ESTS Service",,,"172.182.165.172","7989d942-4837-43e6-8fa4-f790acd7ada7","MiriamG@854jpt.onmicrosoft.com",,,"Core Directory","Unassign","success","","Microsoft Graph",,"3f2a49db-c4cd-4130-972f-30d8210eecaf","DelegatedPermissionGrant.Scope",""" IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access EWS.AccessAsUser.All""",""" IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access""",,"DelegatedPermissionGrant.ConsentType","""Principal""","""Principal""",,"ServicePrincipal.ObjectID","""43b78873-0a87-4a62-8337-2636cccbdfe7""",,,"ServicePrincipal.DisplayName",,,,"ServicePrincipal.AppId",,,,"ServicePrincipal.Name",,,,"TargetId.ServicePrincipalNames","""00000003-0000-0000-c000-000000000000/ags.windows.net;00000003-0000-0000-c000-000000000000;https://canary.graph.microsoft.com;https://graph.microsoft.com;https://ags.windows.net;https://graph.microsoft.us;https://graph.microsoft.com/;https://dod-graph.microsoft.us;https://canary.graph.microsoft.com/;https://graph.microsoft.us/;https://dod-graph.microsoft.us/""",,,"ServicePrincipal",,,"",
