UserId,Operation,Recordtypes,AppAccessContext.AADSessionId,AppAccessContext.APIId,AppAccessContext.ClientAppId,AppAccessContext.IssuedAtTime,AppAccessContext.UniqueTokenId,CreationTime,Id,OrganizationId,ResultStatus,UserKey,UserType,Version,Workload,ClientIP,AppId,AuthType,ClientAppId,ClientIPAddress,ClientInfoString,ExternalAccess,HostAppId,InternalLogonType,LogonType,LogonUserSid,MailboxGuid,MailboxOwnerSid,MailboxOwnerUPN,OrganizationName,OriginatingServer,TokenObjectId,TokenTenantId,TokenType,Item.Attachments,Item.Id,Item.ImmutableId,Item.InternetMessageId,Item.IsRecord,Item.ParentFolder.Id,Item.ParentFolder.Path,Item.SizeInBytes,Item.Subject,ObjectId,AppPoolName,CorrelationID,Parameters.1.Name,Parameters.1.Value,Parameters.2.Name,Parameters.2.Value,Parameters.3.Name,Parameters.3.Value,Parameters.4.Name,Parameters.4.Value,Parameters.5.Name,Parameters.5.Value,Parameters.6.Name,Parameters.6.Value,RequestId,SessionId,SaveToSentItems,ActorInfoString,ModifiedProperties.1,AzureActiveDirectoryEventType,ExtendedProperties.1.Name,ExtendedProperties.1.Value,ExtendedProperties.2.Name,ExtendedProperties.2.Value,ExtendedProperties.3.Name,ExtendedProperties.3.Value,ExtendedProperties.4.Name,ExtendedProperties.4.Value,ModifiedProperties,Actor.1.ID,Actor.1.Type,Actor.2.ID,Actor.2.Type,ActorContextId,ActorIpAddress,InterSystemsId,IntraSystemId,SupportTicketId,Target.1.ID,Target.1.Type,TargetContextId,ApplicationId,DeviceProperties.1.Name,DeviceProperties.1.Value,DeviceProperties.2.Name,DeviceProperties.2.Value,ErrorNumber,ExtendedProperties.5.Name,ExtendedProperties.5.Value,DeviceProperties.3.Name,DeviceProperties.3.Value,LogonError
Not Available,UserLoggedIn,15,,,,,,2025-12-17T18:48:20,015b9fcb-b463-429b-8c3f-2aeb4cc8022e,9fc57536-e8d3-4117-8537-fc27bc714352,Success,16040d97-c0b3-43ad-8158-1c920732fd67,4,1,AzureActiveDirectory,2a05:541:116:d573:cf62:ebf1:5b13:efa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4765445b-32c6-49b0-83e6-1d93765276ca,,,,,,,,,,,,,,,,,,,,1,ResultStatusDetail,Success,UserAgent,axios/1.13.2,RequestType,SAS:EndAuth,,,,16040d97-c0b3-43ad-8158-1c920732fd67,0,,,9fc57536-e8d3-4117-8537-fc27bc714352,2a05:541:116:d573:cf62:ebf1:5b13:efa2,2473fe8a-aa95-43f2-8576-6593e4d6b5aa,015b9fcb-b463-429b-8c3f-2aeb4cc8022e,,4765445b-32c6-49b0-83e6-1d93765276ca,0,9fc57536-e8d3-4117-8537-fc27bc714352,4765445b-32c6-49b0-83e6-1d93765276ca,BrowserType,Other,,,0,,,,,
Not Available,UserLoggedIn,15,,,,,,2025-12-17T18:48:19,5d5f3936-571b-4fe7-8c87-79a8e2bc8c59,9fc57536-e8d3-4117-8537-fc27bc714352,Success,16040d97-c0b3-43ad-8158-1c920732fd67,4,1,AzureActiveDirectory,2a05:541:116:d573:cf62:ebf1:5b13:efa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4765445b-32c6-49b0-83e6-1d93765276ca,,,,,,,,,,,,,,,,,,,,1,ResultStatusDetail,Success,UserAgent,axios/1.13.2,RequestType,SAS:BeginAuth,,,,16040d97-c0b3-43ad-8158-1c920732fd67,0,,,9fc57536-e8d3-4117-8537-fc27bc714352,2a05:541:116:d573:cf62:ebf1:5b13:efa2,2473fe8a-aa95-43f2-8576-6593e4d6b5aa,5d5f3936-571b-4fe7-8c87-79a8e2bc8c59,,4765445b-32c6-49b0-83e6-1d93765276ca,0,9fc57536-e8d3-4117-8537-fc27bc714352,4765445b-32c6-49b0-83e6-1d93765276ca,BrowserType,Other,,,0,,,,,
bennett4@consolidatedmsgr.com,UserLoginFailed,15,,,,,,2025-12-17T18:45:38,e72bd62b-93e5-4d40-85c0-125386cc95ab,9fc57536-e8d3-4117-8537-fc27bc714352,Success,16040d97-c0b3-43ad-8158-1c920732fd67,0,1,AzureActiveDirectory,2a05:541:116:d573:cf62:ebf1:5b13:efa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4765445b-32c6-49b0-83e6-1d93765276ca,,,,,,,,,,,,,,,,,,,,1,ResultStatusDetail,Success,UserAgent,axios/1.13.2,UserAuthenticationMethod,16,RequestType,Login:login,,16040d97-c0b3-43ad-8158-1c920732fd67,0,bennett4@consolidatedmsgr.com,5,9fc57536-e8d3-4117-8537-fc27bc714352,2a05:541:116:d573:cf62:ebf1:5b13:efa2,2473fe8a-aa95-43f2-8576-6593e4d6b5aa,e72bd62b-93e5-4d40-85c0-125386cc95ab,,4765445b-32c6-49b0-83e6-1d93765276ca,0,9fc57536-e8d3-4117-8537-fc27bc714352,4765445b-32c6-49b0-83e6-1d93765276ca,BrowserType,Other,SessionId,7e37e017-d69a-42b2-84b1-05bf87d522a7,50074,,,,,UserStrongAuthClientAuthNRequiredInterrupt
Not Available,UserLoggedIn,15,,,,,,2025-12-17T18:37:03,b9eff0c0-38d0-42f0-860e-a33f92357395,9fc57536-e8d3-4117-8537-fc27bc714352,Success,16040d97-c0b3-43ad-8158-1c920732fd67,4,1,AzureActiveDirectory,2a05:541:116:c8f:59a2:44ad:532f:ee3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,4765445b-32c6-49b0-83e6-1d93765276ca,,,,,,,,,,,,,,,,,,,,1,ResultStatusDetail,Success,UserAgent,axios/1.13.2,RequestType,SAS:BeginAuth,,,,16040d97-c0b3-43ad-8158-1c920732fd67,0,,,9fc57536-e8d3-4117-8537-fc27bc714352,2a05:541:116:c8f:59a2:44ad:532f:ee3d,7b656873-778d-4460-8494-931a8d3553cc,b9eff0c0-38d0-42f0-860e-a33f92357395,,4765445b-32c6-49b0-83e6-1d93765276ca,0,9fc57536-e8d3-4117-8537-fc27bc714352,4765445b-32c6-49b0-83e6-1d93765276ca,BrowserType,Other,,,0,,,,,
bennett4@consolidatedmsgr.com,UserLoginFailed,15,,,,,,2025-12-17T18:36:55,f70bfa8b-0110-43cf-85b0-23cbd006b710,9fc57536-e8d3-4117-8537-fc27bc714352,Success,16040d97-c0b3-43ad-8158-1c920732fd67,0,1,AzureActiveDirectory,2a05:541:116:c8f:59a2:44ad:532f:ee3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,4765445b-32c6-49b0-83e6-1d93765276ca,,,,,,,,,,,,,,,,,,,,1,ResultStatusDetail,Success,UserAgent,axios/1.13.2,UserAuthenticationMethod,16,RequestType,Login:login,,16040d97-c0b3-43ad-8158-1c920732fd67,0,bennett4@consolidatedmsgr.com,5,9fc57536-e8d3-4117-8537-fc27bc714352,2a05:541:116:c8f:59a2:44ad:532f:ee3d,7b656873-778d-4460-8494-931a8d3553cc,f70bfa8b-0110-43cf-85b0-23cbd006b710,,4765445b-32c6-49b0-83e6-1d93765276ca,0,9fc57536-e8d3-4117-8537-fc27bc714352,4765445b-32c6-49b0-83e6-1d93765276ca,BrowserType,Other,SessionId,fb74f2a0-48f9-414d-8fb1-6b59bf2a1168,50074,,,,,UserStrongAuthClientAuthNRequiredInterrupt
bennett4@consolidatedmsgr.com,UserLoggedIn,15,,,,,,2025-12-17T18:33:55,645e4129-158f-477d-8369-2adb915a1444,9fc57536-e8d3-4117-8537-fc27bc714352,Success,16040d97-c0b3-43ad-8158-1c920732fd67,0,1,AzureActiveDirectory,2a05:541:116:c8f:59a2:44ad:532f:ee3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,4765445b-32c6-49b0-83e6-1d93765276ca,,,,,,,,,,,,,,,,,,,,1,ResultStatusDetail,Success,UserAgent,axios/1.13.2,RequestType,Kmsi:kmsi,,,,16040d97-c0b3-43ad-8158-1c920732fd67,0,bennett4@consolidatedmsgr.com,5,9fc57536-e8d3-4117-8537-fc27bc714352,2a05:541:116:c8f:59a2:44ad:532f:ee3d,7280bf5c-c49a-488a-8660-1b384487a5d2,645e4129-158f-477d-8369-2adb915a1444,,4765445b-32c6-49b0-83e6-1d93765276ca,0,9fc57536-e8d3-4117-8537-fc27bc714352,4765445b-32c6-49b0-83e6-1d93765276ca,BrowserType,Other,SessionId,d23eff42-3eb7-4fcb-8e2f-45f429742afd,0,,,,,
Not Available,UserLoggedIn,15,,,,,,2025-12-17T18:33:55,2a682a69-4130-45c9-8e53-93d1438d4aea,9fc57536-e8d3-4117-8537-fc27bc714352,Success,16040d97-c0b3-43ad-8158-1c920732fd67,4,1,AzureActiveDirectory,2a05:541:116:c8f:59a2:44ad:532f:ee3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,4765445b-32c6-49b0-83e6-1d93765276ca,,,,,,,,,,,,,,,,,,,,1,ResultStatusDetail,Success,UserAgent,axios/1.13.2,RequestType,SAS:EndAuth,,,,16040d97-c0b3-43ad-8158-1c920732fd67,0,,,9fc57536-e8d3-4117-8537-fc27bc714352,2a05:541:116:c8f:59a2:44ad:532f:ee3d,7280bf5c-c49a-488a-8660-1b384487a5d2,2a682a69-4130-45c9-8e53-93d1438d4aea,,4765445b-32c6-49b0-83e6-1d93765276ca,0,9fc57536-e8d3-4117-8537-fc27bc714352,4765445b-32c6-49b0-83e6-1d93765276ca,BrowserType,Other,,,0,,,,,
bennett4@consolidatedmsgr.com,UserLoggedIn,15,,,,,,2025-12-17T18:33:55,e8776621-7c7b-479c-8822-d152cacdd13f,9fc57536-e8d3-4117-8537-fc27bc714352,Success,16040d97-c0b3-43ad-8158-1c920732fd67,0,1,AzureActiveDirectory,2a05:541:116:c8f:59a2:44ad:532f:ee3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,4765445b-32c6-49b0-83e6-1d93765276ca,,,,,,,,,,,,,,,,,,,,1,ResultStatusDetail,Success,KeepMeSignedIn,TRUE,UserAgent,axios/1.13.2,UserAuthenticationMethod,16,,16040d97-c0b3-43ad-8158-1c920732fd67,0,bennett4@consolidatedmsgr.com,5,9fc57536-e8d3-4117-8537-fc27bc714352,2a05:541:116:c8f:59a2:44ad:532f:ee3d,7280bf5c-c49a-488a-8660-1b384487a5d2,e8776621-7c7b-479c-8822-d152cacdd13f,,4765445b-32c6-49b0-83e6-1d93765276ca,0,9fc57536-e8d3-4117-8537-fc27bc714352,4765445b-32c6-49b0-83e6-1d93765276ca,BrowserType,Other,SessionId,d23eff42-3eb7-4fcb-8e2f-45f429742afd,50140,RequestType,SAS:ProcessAuth,,,
Not Available,UserLoggedIn,15,,,,,,2025-12-17T18:33:45,62b7c29e-5db9-4853-80bf-37a3ae53b861,9fc57536-e8d3-4117-8537-fc27bc714352,Success,16040d97-c0b3-43ad-8158-1c920732fd67,4,1,AzureActiveDirectory,2a05:541:116:c8f:59a2:44ad:532f:ee3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,4765445b-32c6-49b0-83e6-1d93765276ca,,,,,,,,,,,,,,,,,,,,1,ResultStatusDetail,Success,UserAgent,axios/1.13.2,RequestType,SAS:EndAuth,,,,16040d97-c0b3-43ad-8158-1c920732fd67,0,,,9fc57536-e8d3-4117-8537-fc27bc714352,2a05:541:116:c8f:59a2:44ad:532f:ee3d,7280bf5c-c49a-488a-8660-1b384487a5d2,62b7c29e-5db9-4853-80bf-37a3ae53b861,,4765445b-32c6-49b0-83e6-1d93765276ca,0,9fc57536-e8d3-4117-8537-fc27bc714352,4765445b-32c6-49b0-83e6-1d93765276ca,BrowserType,Other,,,0,,,,,
Not Available,UserLoggedIn,15,,,,,,2025-12-17T18:33:37,d6d9b0d8-acf9-4c0e-870c-37a1d9cb8561,9fc57536-e8d3-4117-8537-fc27bc714352,Success,16040d97-c0b3-43ad-8158-1c920732fd67,4,1,AzureActiveDirectory,2a05:541:116:c8f:59a2:44ad:532f:ee3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,4765445b-32c6-49b0-83e6-1d93765276ca,,,,,,,,,,,,,,,,,,,,1,ResultStatusDetail,Success,UserAgent,axios/1.13.2,RequestType,SAS:EndAuth,,,,16040d97-c0b3-43ad-8158-1c920732fd67,0,,,9fc57536-e8d3-4117-8537-fc27bc714352,2a05:541:116:c8f:59a2:44ad:532f:ee3d,7280bf5c-c49a-488a-8660-1b384487a5d2,d6d9b0d8-acf9-4c0e-870c-37a1d9cb8561,,4765445b-32c6-49b0-83e6-1d93765276ca,0,9fc57536-e8d3-4117-8537-fc27bc714352,4765445b-32c6-49b0-83e6-1d93765276ca,BrowserType,Other,,,0,,,,,
Not Available,UserLoggedIn,15,,,,,,2025-12-17T18:33:28,4ec5d806-69e6-4a4d-852e-034540a19268,9fc57536-e8d3-4117-8537-fc27bc714352,Success,16040d97-c0b3-43ad-8158-1c920732fd67,4,1,AzureActiveDirectory,2a05:541:116:c8f:59a2:44ad:532f:ee3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,4765445b-32c6-49b0-83e6-1d93765276ca,,,,,,,,,,,,,,,,,,,,1,ResultStatusDetail,Success,UserAgent,axios/1.13.2,RequestType,SAS:EndAuth,,,,16040d97-c0b3-43ad-8158-1c920732fd67,0,,,9fc57536-e8d3-4117-8537-fc27bc714352,2a05:541:116:c8f:59a2:44ad:532f:ee3d,7280bf5c-c49a-488a-8660-1b384487a5d2,4ec5d806-69e6-4a4d-852e-034540a19268,,4765445b-32c6-49b0-83e6-1d93765276ca,0,9fc57536-e8d3-4117-8537-fc27bc714352,4765445b-32c6-49b0-83e6-1d93765276ca,BrowserType,Other,,,0,,,,,
Not Available,UserLoggedIn,15,,,,,,2025-12-17T18:33:19,a2f3c431-a3a4-4667-8fae-3d31edc1e35f,9fc57536-e8d3-4117-8537-fc27bc714352,Success,16040d97-c0b3-43ad-8158-1c920732fd67,4,1,AzureActiveDirectory,2a05:541:116:c8f:59a2:44ad:532f:ee3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,4765445b-32c6-49b0-83e6-1d93765276ca,,,,,,,,,,,,,,,,,,,,1,ResultStatusDetail,Success,UserAgent,axios/1.13.2,RequestType,SAS:EndAuth,,,,16040d97-c0b3-43ad-8158-1c920732fd67,0,,,9fc57536-e8d3-4117-8537-fc27bc714352,2a05:541:116:c8f:59a2:44ad:532f:ee3d,7280bf5c-c49a-488a-8660-1b384487a5d2,a2f3c431-a3a4-4667-8fae-3d31edc1e35f,,4765445b-32c6-49b0-83e6-1d93765276ca,0,9fc57536-e8d3-4117-8537-fc27bc714352,4765445b-32c6-49b0-83e6-1d93765276ca,BrowserType,Other,,,0,,,,,
