"DateUTC","DateOnly","TimeOnly","User","Username","IPaddress","IPaddressFrequency","City","Region","Country","Status","SignInErrorCode","UserType","AuthRequirement","ConditionalAccess","TokenType","Application","ApplicationID","Resource","ResourceID","FailureReason","ClientApp","DeviceID","Browser","OS","UserAgent","Compliant","Managed","JoinType","Latency","MFAResult","MFAMethod","MFADetail","SignInIdentifier","SessionID","AuthenticationProtocol","UniqueToken","TransferMethod","ClientCredential","TokenProtectionSession","TokenProtectionStatusCode","CorrelationID","IP_Country_geolite2local","IP_Region_geolite2local","IP_City_geolite2local","IP_ISP_geolite2local","IP_Org_geolite2local","IP_Type_geolite2local","IP_Score_geolite2local","IP_ASN_geolite2local","IP_Range_geolite2local","IP_Country_ipapiis","IP_Region_ipapiis","IP_City_ipapiis","IP_ISP_ipapiis","IP_Org_ipapiis","IP_Type_ipapiis","IP_Score_ipapiis","IP_ASN_ipapiis","IP_Range_ipapiis","IP_Country_scamalytics","IP_Region_scamalytics","IP_City_scamalytics","IP_ISP_scamalytics","IP_Org_scamalytics","IP_Type_scamalytics","IP_Score_scamalytics","IP_ASN_scamalytics","IP_Range_scamalytics","IP_Country_findipnet","IP_Region_findipnet","IP_City_findipnet","IP_ISP_findipnet","IP_Org_findipnet","IP_Type_findipnet","IP_Score_findipnet","IP_ASN_findipnet","IP_Range_findipnet"
"2025-12-17T18:26:33Z","2025-12-17","18:26:33","Raymond Bailey2","samantha@consolidatedmsgr.com","24.197.212.122","69","Garrison 1"," Highland Region"," US","Success","","member","Myers3 authentication","Success","none","External Application 22","1fec8e78-bce4-4aaf-ab1b-5451cc387264","Samuel4 Sandra4 Mendoza3","5e1d930b-6760-4d12-83c1-d89d3e8dc1a1","Other.","Mobile Apps and Desktop clients","70566a9e-0c7d-4fa5-836e-1ec6c49b81a3","Edge 18.22631","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; WebView/3.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.22631","FALSE","FALSE","Azure AD registered","150","MFA completed in Azure AD","Mobile app samuel5","","samantha@consolidatedmsgr.com","ba1dd15e-471f-4707-8ffb-534e4ef0ffb6","none","fJQ9IvAJpUWBk1vTN0kjAA","none","none","bound","","991b8529-c436-40c5-8e11-95fedf12a534","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","","AS20115","24.197.192.150-24.197.255.255","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","0.0004 (Very Low)","20115","24.197.208.0/20","","","","","","","9","","","US","Wisconsin, Dane","Mazomanie","Charter Communications","Spectrum","business","","",""
"2025-12-17T18:13:22Z","2025-12-17","18:13:22","Johnson Benjamin2","rachel@consolidatedmsgr.com","24.197.212.122","69","Garrison 1"," Highland Region"," US","Success","","member","Myers3 authentication","Not Applied","primaryRefreshToken","Windows Sign In","38aa3b87-a06d-4817-b275-7a316988d93b","Bailey5 Stewart Joan Garcia","00000002-0000-0000-c000-000000000000","Other.","Mobile Apps and Desktop clients","bbf82652-6dbe-464c-8c29-484ca91e23a5","","Windows","Windows-AzureAD-Authentication-Edwards2/1.0","FALSE","FALSE","Hybrid Azure AD joined","103","MFA not required during Windows broker logon flow","","","","6cb451c8-1ab3-4ac7-82bd-e015a1183d0d","none","Qes1tDArrEOmbTr36k4OAA","none","none","bound","","f533d3a2-10fe-4fb3-8e46-99ef3dac6b8c","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","","AS20115","24.197.192.150-24.197.255.255","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","0.0004 (Very Low)","20115","24.197.208.0/20","","","","","","","9","","","US","Wisconsin, Dane","Mazomanie","Charter Communications","Spectrum","business","","",""
"2025-12-17T18:10:52Z","2025-12-17","18:10:52","Kathleen2 Green2","kenneth2@consolidatedmsgr.com","2600:6c44:1a7f:3a2c:7e2f:8441:55ac:61cc","2","Riverton"," Highland Region"," US","Success","","member","Myers3 authentication","Success","none","External Application 12","e83c0c8a-c512-49c7-8b28-0dc82272c710","Bailey5 Stewart Joan Garcia","00000002-0000-0000-c000-000000000000","Other.","Browser","","Edge 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36 Edg/142.0.0.206 Mitchell/5.1.3.5 (win)","FALSE","FALSE","","63","MFA requirement satisfied by claim in the token","","","kenneth2@consolidatedmsgr.com","86c6e6de-fc03-4828-820f-eccdb41dd184","none","BNgEMOSZ2ESFGTwFjI4mAA","none","none","unbound","1002","fceb4ca7-5301-4b27-8e2a-5f478a62b1a9","US","Wisconsin","Madison","Charter Communications LLC","Charter Communications LLC","","","AS20115","2600:6c44:1340:17c4::-2600:6c44:1b00:a69:ffff:ffff:ffff:ffff","US","Wisconsin","Madison","Charter Communications LLC","Charter Communications LLC","","0.0004 (Very Low)","20115","2600:6c44::/32","","","","","","","2","","","US","Wisconsin, Dane","Monona","Charter Communications LLC","Spectrum","business","","",""
"2025-12-17T18:10:49Z","2025-12-17","18:10:49","Kathleen2 Green2","kenneth2@consolidatedmsgr.com","2600:6c44:1a7f:3a2c:7e2f:8441:55ac:61cc","2","Riverton"," Highland Region"," US","Interrupted","50140","member","Myers3 authentication","Success","none","External Application 12","e83c0c8a-c512-49c7-8b28-0dc82272c710","Bailey5 Stewart Joan Garcia","00000002-0000-0000-c000-000000000000","This occurred due to 'Keep me signed in' interrupt when the user was signing in.","Browser","","Edge 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36 Edg/142.0.0.206 Mitchell/5.1.3.5 (win)","FALSE","FALSE","","98","This is an expected part of the login flow, where a user is asked if they want to remain signed into this browser to make further logins easier. For more details, see https://techcommunity.microsoft.com/t5/microsoft-entra/the-new-azure-ad-sign-in-and-keep-me-signed-in-experiences/td-p/128267","","","kenneth2@consolidatedmsgr.com","433fdd5e-0b63-4f55-8f97-4f463f9fa269","none","BNgEMOSZ2ESFGTwFAo4mAA","none","none","unbound","1002","fceb4ca7-5301-4b27-8e2a-5f478a62b1a9","US","Wisconsin","Madison","Charter Communications LLC","Charter Communications LLC","","","AS20115","2600:6c44:1340:17c4::-2600:6c44:1b00:a69:ffff:ffff:ffff:ffff","US","Wisconsin","Madison","Charter Communications LLC","Charter Communications LLC","","0.0004 (Very Low)","20115","2600:6c44::/32","","","","","","","2","","","US","Wisconsin, Dane","Monona","Charter Communications LLC","Spectrum","business","","",""
"2025-12-17T18:01:56Z","2025-12-17","18:01:56","Tyler3 Stephanie3","garcia2@consolidatedmsgr.com","2600:387:15:2e79:56be:8931:5545:8d39","1","Clearwater"," Lowland Region 1"," US","Interrupted","50055","member","Single-factor authentication","Not Applied","none","Microsoft Authentication Broker","29d9ed98-a469-4536-ade2-f981bc1d605e","","9e4d1eb5-a163-46dd-82a2-4faec12b4a6b","The password is expired.","Mobile Apps and Desktop clients","","Mobile Safari 18.5","Ios 18.5.0","Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","FALSE","FALSE","","96","The user's password is expired, and therefore their login or session was ended. They will be offered the opportunity to pamela3 it, or may ask an admin to pamela3 it via https://learn.microsoft.com/entra/fundamentals/users-pamela3-password-azure-portal","","","garcia2@consolidatedmsgr.com","feb20804-bd88-4c82-8667-7ee30a12aaa3","none","pJs9AFYaokKVa9D3pUsfAA","none","none","unbound","1002","24c10112-c79d-4590-884a-154afde134b5","US","Texas","Austin","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","2600:387:15::-2600:3ff:ffff:ffff:ffff:ffff:ffff:ffff","US","Arkansas","Fort Smith","AT&T Enterprises, LLC","AT&T Enterprises, LLC","","0.0001 (Very Low)","7018","2600:300::/24","","","","","","","3","","","US","Arkansas, Sebastian","Fort Smith","AT&T Enterprises, LLC","AT&T Services, Inc","business","","",""
"2025-12-17T17:41:41Z","2025-12-17","17:41:41","Tyler3 Stephanie3","garcia2@consolidatedmsgr.com","198.150.12.28","3","Riverton"," Highland Region"," US","Success","","member","Myers3 authentication","Success","none","Microsoft Outlook","11bc6c52-a47c-478e-8e82-e0e66294550c","Richardson2 365 Exchange Cruz2","00000002-0000-0ff1-ce00-000000000000","Other.","Mobile Apps and Desktop clients","","Edge 18.26100","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; WebView/3.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26100","FALSE","FALSE","","73","MFA completed in Azure AD","Mobile app samuel5","","garcia2@consolidatedmsgr.com","3e5c4f2c-0799-42f6-8740-44dbf93c7529","none","bFIw9lpEe0OL--OQfE8fAA","none","none","unbound","1002","f81b2c47-f3d7-43da-8512-01fb1925e9f1","US","Wisconsin","Madison","WiscNet","WiscNet","","","AS2381","198.150.0.0-198.150.21.255","US","Wisconsin","Madison","WiscNet","WiscNet","","0 (Very Low)","2381","198.150.0.0/16","","","","","","","1","","","US","Wisconsin, Dane","Madison","WiscNet","WiscNet","business","","",""
"2025-12-17T17:34:13Z","2025-12-17","17:34:13","Tyler3 Stephanie3","garcia2@consolidatedmsgr.com","198.150.12.28","3","Riverton"," Highland Region"," US","Success","","member","Myers3 authentication","Success","none","External Application 9","de7d7402-70c8-4e5e-8a00-fa48659038c2","Richardson2 365 Exchange Cruz2","00000002-0000-0ff1-ce00-000000000000","Other.","Browser","","Chrome 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36","FALSE","FALSE","","85","MFA requirement satisfied by claim in the token","","","","0c1794ac-5484-419d-8adc-33b719031133","none","1vetTxTFO0euCrpbMgIfAA","none","none","unbound","1002","c27657fe-ace2-4423-85d4-7e849d9824a8","US","Wisconsin","Madison","WiscNet","WiscNet","","","AS2381","198.150.0.0-198.150.21.255","US","Wisconsin","Madison","WiscNet","WiscNet","","0 (Very Low)","2381","198.150.0.0/16","","","","","","","1","","","US","Wisconsin, Dane","Madison","WiscNet","WiscNet","business","","",""
"2025-12-17T17:33:43Z","2025-12-17","17:33:43","Tyler3 Stephanie3","garcia2@consolidatedmsgr.com","2a05:541:116:5e33:4aec:2433:45e1:ce28","7","Oakdale"," Coastal Region"," US","Success","","member","Myers3 authentication","Success","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","Other.","Browser","","","","axios/1.13.2","FALSE","FALSE","","96","MFA requirement satisfied by claim in the token","","","","de165bab-9393-4ec7-8a82-69403c7a2f5a","none","acF5ae3qBEKdPBkrvSkgAA","none","none","unbound","1002","3c867a73-84f7-4bce-8e05-3ef6ecd7fef4","US","Arizona","Phoenix","Global Connectivity Solutions Llp","Global Connectivity Solutions Llp","","","AS215540","2a05:541:116::-2a05:541:116:ffff:ffff:ffff:ffff:ffff","US","Arizona","Phoenix","GLOBAL CONNECTIVITY SOLUTIONS LLP","GLOBAL CONNECTIVITY SOLUTIONS LLP","""is_datacenter""","0.0835 (High)","215540","2a05:541:116::/48","","","","","","","20","","","US","Arizona, Maricopa","Phoenix","Global Connectivity Solutions LLP","Global Connectivity Solutions LLP","business","","",""
"2025-12-17T17:33:43Z","2025-12-17","17:33:43","Tyler3 Stephanie3","garcia2@consolidatedmsgr.com","2a05:541:116:5e33:4aec:2433:45e1:ce28","7","Oakdale"," Coastal Region"," US","Interrupted","50140","member","Myers3 authentication","Success","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","This occurred due to 'Keep me signed in' interrupt when the user was signing in.","Browser","","","","axios/1.13.2","FALSE","FALSE","","81","This is an expected part of the login flow, where a user is asked if they want to remain signed into this browser to make further logins easier. For more details, see https://techcommunity.microsoft.com/t5/microsoft-entra/the-new-azure-ad-sign-in-and-keep-me-signed-in-experiences/td-p/128267","Mobile app samuel5","","","de165bab-9393-4ec7-8a82-69403c7a2f5a","none","B7Z6mbGD1ESaS0UCCdxGAA","none","none","unbound","1002","3c867a73-84f7-4bce-8e05-3ef6ecd7fef4","US","Arizona","Phoenix","Global Connectivity Solutions Llp","Global Connectivity Solutions Llp","","","AS215540","2a05:541:116::-2a05:541:116:ffff:ffff:ffff:ffff:ffff","US","Arizona","Phoenix","GLOBAL CONNECTIVITY SOLUTIONS LLP","GLOBAL CONNECTIVITY SOLUTIONS LLP","""is_datacenter""","0.0835 (High)","215540","2a05:541:116::/48","","","","","","","20","","","US","Arizona, Maricopa","Phoenix","Global Connectivity Solutions LLP","Global Connectivity Solutions LLP","business","","",""
"2025-12-17T17:31:15Z","2025-12-17","17:31:15","Tyler3 Stephanie3","garcia2@consolidatedmsgr.com","198.150.12.28","3","Riverton"," Highland Region"," US","Success","","member","Myers3 authentication","Success","none","External Application 9","de7d7402-70c8-4e5e-8a00-fa48659038c2","Richardson2 365 Exchange Cruz2","00000002-0000-0ff1-ce00-000000000000","Other.","Browser","","Chrome 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36","FALSE","FALSE","","199","MFA requirement skipped due to remembered device","","","garcia2@consolidatedmsgr.com","0c1794ac-5484-419d-8adc-33b719031133","none","4lo7N_YaQkm8dxQWwCAkAA","none","none","unbound","1002","e5dd89ee-c948-4edc-80f7-8b655ee4665b","US","Wisconsin","Madison","WiscNet","WiscNet","","","AS2381","198.150.0.0-198.150.21.255","US","Wisconsin","Madison","WiscNet","WiscNet","","0 (Very Low)","2381","198.150.0.0/16","","","","","","","1","","","US","Wisconsin, Dane","Madison","WiscNet","WiscNet","business","","",""
"2025-12-17T17:28:52Z","2025-12-17","17:28:52","Clark Myers2","gutierrez2@consolidatedmsgr.com","50.230.231.79","69","Garrison 1"," Highland Region"," US","Success","","member","Myers3 authentication","Success","primaryRefreshToken","External Application 9","de7d7402-70c8-4e5e-8a00-fa48659038c2","Richardson2 365 Exchange Cruz2","00000002-0000-0ff1-ce00-000000000000","Other.","Browser","54bc0b42-d869-4e81-8371-f0a7a9dbe3a0","Edge 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36 Edg/142.0.0.206","FALSE","FALSE","Azure AD registered","121","MFA requirement satisfied by claim in the token","","","","537f7ed4-8088-453c-82dc-a73f1a1bbaaa","none","ZTmOdinRnkKFWh4xrgoiAA","none","none","bound","","b1f7eb78-69c8-45c9-80f3-f5c14f46ebb9","US","Nevada","Las Vegas","CenturyLink Communications, LLC","CenturyLink Communications, LLC","","","AS209","50.224.0.0/11","US","Nevada","Las Vegas","CenturyLink Communications, LLC","CenturyLink Communications, LLC (CLU-3)","","0.0100 (Low)","209","50.224.0.0/11","","","","","","","0","","","US","Wisconsin, Dane","Mazomanie","Charter Communications","Spectrum","business","","",""
"2025-12-17T17:28:50Z","2025-12-17","17:28:50","Clark Myers2","gutierrez2@consolidatedmsgr.com","50.230.231.79","69","Garrison 1"," Highland Region"," US","Success","","member","Myers3 authentication","Success","primaryRefreshToken","External Application 8","851498af-6ddb-4bb5-8e15-0cba9c5e0a5d","OfficeLicensingOOBE","a4458fbd-05fd-4520-8a96-b981c58ed4e8","Other.","Browser","54bc0b42-d869-4e81-8371-f0a7a9dbe3a0","Edge 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36 Edg/142.0.0.206","FALSE","FALSE","Azure AD registered","74","MFA requirement satisfied by claim in the token","","","","537f7ed4-8088-453c-82dc-a73f1a1bbaaa","none","Q6SOc9_lIkuTAyCswZcdAA","none","none","bound","","952de93c-d129-4632-867f-0c20b823121a","US","Nevada","Las Vegas","CenturyLink Communications, LLC","CenturyLink Communications, LLC","","","AS209","50.224.0.0/11","US","Nevada","Las Vegas","CenturyLink Communications, LLC","CenturyLink Communications, LLC (CLU-3)","","0.0100 (Low)","209","50.224.0.0/11","","","","","","","0","","","US","Wisconsin, Dane","Mazomanie","Charter Communications","Spectrum","business","","",""
"2025-12-17T17:28:43Z","2025-12-17","17:28:43","Clark Myers2","gutierrez2@consolidatedmsgr.com","24.197.212.122","69","Garrison 1"," Highland Region"," US","Success","","member","Myers3 authentication","Success","primaryRefreshToken","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","Other.","Browser","54bc0b42-d869-4e81-8371-f0a7a9dbe3a0","Edge 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36 Edg/142.0.0.206 OS/10.0.26100","FALSE","FALSE","Azure AD registered","123","MFA requirement satisfied by claim in the token","","","","537f7ed4-8088-453c-82dc-a73f1a1bbaaa","none","UYCmMe9YPEGipD2ZUc4aAA","none","none","bound","","a4c842d8-b7e2-4309-8b2e-dbeff50bf5ce","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","","AS20115","24.197.192.150-24.197.255.255","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","0.0004 (Very Low)","20115","24.197.208.0/20","","","","","","","9","","","US","Wisconsin, Dane","Mazomanie","Charter Communications","Spectrum","business","","",""
"2025-12-17T17:22:21Z","2025-12-17","17:22:21","Clark Myers2","gutierrez2@consolidatedmsgr.com","24.197.212.122","69","Garrison 1"," Highland Region"," US","Success","","member","Myers3 authentication","Not Applied","none","Microsoft Authentication Broker","29d9ed98-a469-4536-ade2-f981bc1d605e","","9e4d1eb5-a163-46dd-82a2-4faec12b4a6b","Other.","Mobile Apps and Desktop clients","","Chrome Mobile 141.0.7390","Android","Mozilla/5.0 (Linux; Android 16; SM-S938U Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/141.0.7390.122 Mobile Safari/537.36 PKeyAuth/1.0","FALSE","FALSE","","95","MFA completed in Azure AD","Mobile app samuel5","","gutierrez2@consolidatedmsgr.com","e027e341-676c-4483-81fa-eec4327dac53","none","UHO_kRMM30yz2kb-q7glAA","none","none","unbound","1002","5b09c53d-c69d-49d4-8859-a4e05902e480","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","","AS20115","24.197.192.150-24.197.255.255","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","0.0004 (Very Low)","20115","24.197.208.0/20","","","","","","","9","","","US","Wisconsin, Dane","Mazomanie","Charter Communications","Spectrum","business","","",""
"2025-12-17T17:20:34Z","2025-12-17","17:20:34","Clark Myers2","gutierrez2@consolidatedmsgr.com","24.197.212.122","69","Garrison 1"," Highland Region"," US","Failure","500121","member","Myers3 authentication","Not Applied","none","Microsoft Authentication Broker","29d9ed98-a469-4536-ade2-f981bc1d605e","","9e4d1eb5-a163-46dd-82a2-4faec12b4a6b","Authentication failed during strong authentication request.","Mobile Apps and Desktop clients","","Chrome Mobile 141.0.7390","Android","Mozilla/5.0 (Linux; Android 16; SM-S938U Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/141.0.7390.122 Mobile Safari/537.36 PKeyAuth/1.0","FALSE","FALSE","","144","The user didn't complete the MFA prompt. They may have decided not to authenticate, timed out while doing other work, or has an issue with their authentication setup.","Mobile app samuel5","","gutierrez2@consolidatedmsgr.com","410a9030-8f4c-4b47-8ae9-ce5c1225ab1e","none","P1euz-xqGkqwf9iAyUQOAA","none","none","unbound","1002","48dd9137-f298-491b-89ed-b768a880659a","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","","AS20115","24.197.192.150-24.197.255.255","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","0.0004 (Very Low)","20115","24.197.208.0/20","","","","","","","9","","","US","Wisconsin, Dane","Mazomanie","Charter Communications","Spectrum","business","","",""
"2025-12-17T17:19:03Z","2025-12-17","17:19:03","Admin","admin@consolidatedmsgr.microsoftonline.com","2600:1700:e420:d579:f272:19c:35c6:e87","35","Orchard"," Coastal Region 1"," US","Success","","member","Myers3 authentication","Success","none","External Application 27","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","Azure Joan4 Manager","27f79bd9-745a-4132-8401-c41915a23648","Other.","Browser","","Edge 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36 Edg/142.0.0.206 OS/10.0.26100","FALSE","FALSE","","293","MFA requirement skipped due to remembered device","","","","0a49e8c9-3532-4e47-8496-81eefb7a1434","none","VYzdxqqbqEqEkWgINvchAA","none","none","unbound","1002","c3ddc271-d483-4953-8143-b12a811a2a0f","US","Georgia","Valdosta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","2600:1700:e240:5151::-2600:1700:e530:d70f:ffff:ffff:ffff:ffff","US","Georgia","Valdosta","AT&T Enterprises, LLC","AT&T Enterprises, LLC","","0.0001 (Very Low)","7018","2600:1700::/28","","","","","","","5","","","US","Georgia, Lowndes","Remerton","AT&T Enterprises, LLC","AT&T Internet Services","business","","",""
"2025-12-17T17:19:02Z","2025-12-17","17:19:02","Admin","admin@consolidatedmsgr.microsoftonline.com","2600:1700:e420:d579:f272:19c:35c6:e87","35","Orchard"," Coastal Region 1"," US","Failure","50207","member","Single-factor authentication","Not Applied","none","External Application 27","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","Azure Joan4 Manager","27f79bd9-745a-4132-8401-c41915a23648","This james10 price4 bridge interrupt will be shown to the user during login when the application is requesting login through the price4 broker and needs brooks3 to ensure the broker is properly configured.","Browser","","Edge 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36 Edg/142.0.0.206 OS/10.0.26100","FALSE","FALSE","","227","MFA requirement satisfied by claim in the token","","","","0a49e8c9-3532-4e47-8496-81eefb7a1434","none","VYzdxqqbqEqEkWgIFvchAA","none","none","unbound","","c3ddc271-d483-4953-8143-b12a811a2a0f","US","Georgia","Valdosta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","2600:1700:e240:5151::-2600:1700:e530:d70f:ffff:ffff:ffff:ffff","US","Georgia","Valdosta","AT&T Enterprises, LLC","AT&T Enterprises, LLC","","0.0001 (Very Low)","7018","2600:1700::/28","","","","","","","5","","","US","Georgia, Lowndes","Remerton","AT&T Enterprises, LLC","AT&T Internet Services","business","","",""
"2025-12-17T17:15:46Z","2025-12-17","17:15:46","Clark Myers2","gutierrez2@consolidatedmsgr.com","24.197.212.122","69","Garrison 1"," Highland Region"," US","Success","","member","Myers3 authentication","Not Applied","primaryRefreshToken","Microsoft Authentication Broker","29d9ed98-a469-4536-ade2-f981bc1d605e","","9e4d1eb5-a163-46dd-82a2-4faec12b4a6b","Other.","Mobile Apps and Desktop clients","54bc0b42-d869-4e81-8371-f0a7a9dbe3a0","Edge 18.26100","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; WebView/3.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26100","FALSE","FALSE","Azure AD registered","89","MFA requirement satisfied by claim in the token","","","","537f7ed4-8088-453c-82dc-a73f1a1bbaaa","none","pX8ymG6_SkCNGaM9PkkKAA","none","none","unbound","1005","200f6274-3c6d-4bc3-899e-580e0ae2f880","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","","AS20115","24.197.192.150-24.197.255.255","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","0.0004 (Very Low)","20115","24.197.208.0/20","","","","","","","9","","","US","Wisconsin, Dane","Mazomanie","Charter Communications","Spectrum","business","","",""
"2025-12-17T17:15:45Z","2025-12-17","17:15:45","Clark Myers2","gutierrez2@consolidatedmsgr.com","24.197.212.122","69","Garrison 1"," Highland Region"," US","Success","","member","Myers3 authentication","Success","none","OneDrive SyncEngine","ab9b8c07-8f02-4f72-87fa-80105867a763","Richardson2 365 SharePoint Cruz2","00000003-0000-0ff1-ce00-000000000000","Other.","Mobile Apps and Desktop clients","54bc0b42-d869-4e81-8371-f0a7a9dbe3a0","Edge 18.26100","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; WebView/3.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26100","FALSE","FALSE","Azure AD registered","118","MFA completed in Azure AD","Mobile app samuel5","","gutierrez2@consolidatedmsgr.com","537f7ed4-8088-453c-82dc-a73f1a1bbaaa","none","B4rfQeGiC0mIZ6opSy4gAA","none","none","bound","","200f6274-3c6d-4bc3-899e-580e0ae2f880","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","","AS20115","24.197.192.150-24.197.255.255","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","0.0004 (Very Low)","20115","24.197.208.0/20","","","","","","","9","","","US","Wisconsin, Dane","Mazomanie","Charter Communications","Spectrum","business","","",""
"2025-12-17T17:13:51Z","2025-12-17","17:13:51","Clark Myers2","gutierrez2@consolidatedmsgr.com","24.197.212.122","69","Garrison 1"," Highland Region"," US","Interrupted","50072","member","Myers3 authentication","Not Applied","none","Microsoft Authentication Broker","29d9ed98-a469-4536-ade2-f981bc1d605e","","9e4d1eb5-a163-46dd-82a2-4faec12b4a6b","Due to a christina white made by your administrator, or because you moved to a new location, you must enroll in multi-factor authentication to access '{identifier}'.","Mobile Apps and Desktop clients","","Chrome Mobile 141.0.7390","Android","Mozilla/5.0 (Linux; Android 16; SM-S938U Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/141.0.7390.122 Mobile Safari/537.36 PKeyAuth/1.0","FALSE","FALSE","","116","The user was presented options to provide rivera options so that they can do MFA.","","","gutierrez2@consolidatedmsgr.com","7efb9458-92ef-4ca8-89ce-790409a86f25","none","CdDxFrxzKEK5hbu1oaseAA","none","none","unbound","1002","fa1bb1f3-0476-421e-847b-1efeaeaa79d7","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","","AS20115","24.197.192.150-24.197.255.255","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","0.0004 (Very Low)","20115","24.197.208.0/20","","","","","","","9","","","US","Wisconsin, Dane","Mazomanie","Charter Communications","Spectrum","business","","",""
