"UserId","Operation","Recordtypes","AppAccessContext","CreationTime","Id","OrganizationId","ResultStatus","UserKey","UserType","Version","Workload","ClientIP","AppId","AuthType","ClientAppId","ClientIPAddress","ClientInfoString","ExternalAccess","HostAppId","InternalLogonType","LogonType","LogonUserSid","MailboxGuid","MailboxOwnerSid","MailboxOwnerUPN","OrganizationName","OriginatingServer","TokenObjectId","TokenTenantId","TokenType","Item","ObjectId","AppPoolName","CorrelationID","Parameters","RequestId","SessionId","SaveToSentItems","ActorInfoString","ModifiedProperties","AzureActiveDirectoryEventType","ExtendedProperties","Actor","ActorContextId","ActorIpAddress","InterSystemsId","IntraSystemId","SupportTicketId","Target","TargetContextId","ApplicationId","DeviceProperties","ErrorNumber","LogonError"
"Not Available","UserLoggedIn","15",,"2025-12-17T18:48:20","015b9fcb-b463-429b-8c3f-2aeb4cc8022e","9fc57536-e8d3-4117-8537-fc27bc714352","Success","16040d97-c0b3-43ad-8158-1c920732fd67","4","1","AzureActiveDirectory","2a05:541:116:d573:cf62:ebf1:5b13:efa2",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:d573:cf62:ebf1:5b13:efa2","2473fe8a-aa95-43f2-8576-6593e4d6b5aa","015b9fcb-b463-429b-8c3f-2aeb4cc8022e","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","0",
"Not Available","UserLoggedIn","15",,"2025-12-17T18:48:19","5d5f3936-571b-4fe7-8c87-79a8e2bc8c59","9fc57536-e8d3-4117-8537-fc27bc714352","Success","16040d97-c0b3-43ad-8158-1c920732fd67","4","1","AzureActiveDirectory","2a05:541:116:d573:cf62:ebf1:5b13:efa2",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:d573:cf62:ebf1:5b13:efa2","2473fe8a-aa95-43f2-8576-6593e4d6b5aa","5d5f3936-571b-4fe7-8c87-79a8e2bc8c59","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","0",
"bennett4@consolidatedmsgr.com","UserLoginFailed","15",,"2025-12-17T18:45:38","e72bd62b-93e5-4d40-85c0-125386cc95ab","9fc57536-e8d3-4117-8537-fc27bc714352","Success","16040d97-c0b3-43ad-8158-1c920732fd67","0","1","AzureActiveDirectory","2a05:541:116:d573:cf62:ebf1:5b13:efa2",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:d573:cf62:ebf1:5b13:efa2","2473fe8a-aa95-43f2-8576-6593e4d6b5aa","e72bd62b-93e5-4d40-85c0-125386cc95ab","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","50074","UserStrongAuthClientAuthNRequiredInterrupt"
"Not Available","UserLoggedIn","15",,"2025-12-17T18:37:03","b9eff0c0-38d0-42f0-860e-a33f92357395","9fc57536-e8d3-4117-8537-fc27bc714352","Success","16040d97-c0b3-43ad-8158-1c920732fd67","4","1","AzureActiveDirectory","2a05:541:116:c8f:59a2:44ad:532f:ee3d",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:c8f:59a2:44ad:532f:ee3d","7b656873-778d-4460-8494-931a8d3553cc","b9eff0c0-38d0-42f0-860e-a33f92357395","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","0",
"bennett4@consolidatedmsgr.com","UserLoginFailed","15",,"2025-12-17T18:36:55","f70bfa8b-0110-43cf-85b0-23cbd006b710","9fc57536-e8d3-4117-8537-fc27bc714352","Success","16040d97-c0b3-43ad-8158-1c920732fd67","0","1","AzureActiveDirectory","2a05:541:116:c8f:59a2:44ad:532f:ee3d",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:c8f:59a2:44ad:532f:ee3d","7b656873-778d-4460-8494-931a8d3553cc","f70bfa8b-0110-43cf-85b0-23cbd006b710","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","50074","UserStrongAuthClientAuthNRequiredInterrupt"
"bennett4@consolidatedmsgr.com","UserLoggedIn","15",,"2025-12-17T18:33:55","645e4129-158f-477d-8369-2adb915a1444","9fc57536-e8d3-4117-8537-fc27bc714352","Success","16040d97-c0b3-43ad-8158-1c920732fd67","0","1","AzureActiveDirectory","2a05:541:116:c8f:59a2:44ad:532f:ee3d",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:c8f:59a2:44ad:532f:ee3d","7280bf5c-c49a-488a-8660-1b384487a5d2","645e4129-158f-477d-8369-2adb915a1444","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","0",
"Not Available","UserLoggedIn","15",,"2025-12-17T18:33:55","2a682a69-4130-45c9-8e53-93d1438d4aea","9fc57536-e8d3-4117-8537-fc27bc714352","Success","16040d97-c0b3-43ad-8158-1c920732fd67","4","1","AzureActiveDirectory","2a05:541:116:c8f:59a2:44ad:532f:ee3d",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:c8f:59a2:44ad:532f:ee3d","7280bf5c-c49a-488a-8660-1b384487a5d2","2a682a69-4130-45c9-8e53-93d1438d4aea","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","0",
"bennett4@consolidatedmsgr.com","UserLoggedIn","15",,"2025-12-17T18:33:55","e8776621-7c7b-479c-8822-d152cacdd13f","9fc57536-e8d3-4117-8537-fc27bc714352","Success","16040d97-c0b3-43ad-8158-1c920732fd67","0","1","AzureActiveDirectory","2a05:541:116:c8f:59a2:44ad:532f:ee3d",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:c8f:59a2:44ad:532f:ee3d","7280bf5c-c49a-488a-8660-1b384487a5d2","e8776621-7c7b-479c-8822-d152cacdd13f","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","50140",
"Not Available","UserLoggedIn","15",,"2025-12-17T18:33:45","62b7c29e-5db9-4853-80bf-37a3ae53b861","9fc57536-e8d3-4117-8537-fc27bc714352","Success","16040d97-c0b3-43ad-8158-1c920732fd67","4","1","AzureActiveDirectory","2a05:541:116:c8f:59a2:44ad:532f:ee3d",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:c8f:59a2:44ad:532f:ee3d","7280bf5c-c49a-488a-8660-1b384487a5d2","62b7c29e-5db9-4853-80bf-37a3ae53b861","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","0",
"Not Available","UserLoggedIn","15",,"2025-12-17T18:33:37","d6d9b0d8-acf9-4c0e-870c-37a1d9cb8561","9fc57536-e8d3-4117-8537-fc27bc714352","Success","16040d97-c0b3-43ad-8158-1c920732fd67","4","1","AzureActiveDirectory","2a05:541:116:c8f:59a2:44ad:532f:ee3d",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:c8f:59a2:44ad:532f:ee3d","7280bf5c-c49a-488a-8660-1b384487a5d2","d6d9b0d8-acf9-4c0e-870c-37a1d9cb8561","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","0",
"Not Available","UserLoggedIn","15",,"2025-12-17T18:33:28","4ec5d806-69e6-4a4d-852e-034540a19268","9fc57536-e8d3-4117-8537-fc27bc714352","Success","16040d97-c0b3-43ad-8158-1c920732fd67","4","1","AzureActiveDirectory","2a05:541:116:c8f:59a2:44ad:532f:ee3d",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:c8f:59a2:44ad:532f:ee3d","7280bf5c-c49a-488a-8660-1b384487a5d2","4ec5d806-69e6-4a4d-852e-034540a19268","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","0",
"Not Available","UserLoggedIn","15",,"2025-12-17T18:33:19","a2f3c431-a3a4-4667-8fae-3d31edc1e35f","9fc57536-e8d3-4117-8537-fc27bc714352","Success","16040d97-c0b3-43ad-8158-1c920732fd67","4","1","AzureActiveDirectory","2a05:541:116:c8f:59a2:44ad:532f:ee3d",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:c8f:59a2:44ad:532f:ee3d","7280bf5c-c49a-488a-8660-1b384487a5d2","a2f3c431-a3a4-4667-8fae-3d31edc1e35f","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","0",
"Not Available","UserLoggedIn","15",,"2025-12-17T18:33:18","9511a26b-4ad4-426a-886a-456e66eae7e7","9fc57536-e8d3-4117-8537-fc27bc714352","Success","16040d97-c0b3-43ad-8158-1c920732fd67","4","1","AzureActiveDirectory","2a05:541:116:c8f:59a2:44ad:532f:ee3d",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:c8f:59a2:44ad:532f:ee3d","7280bf5c-c49a-488a-8660-1b384487a5d2","9511a26b-4ad4-426a-886a-456e66eae7e7","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","0",
"bennett4@consolidatedmsgr.com","UserLoginFailed","15",,"2025-12-17T18:32:48","0ceb5cec-874c-4f1e-8349-641bc3c7645f","9fc57536-e8d3-4117-8537-fc27bc714352","Success","16040d97-c0b3-43ad-8158-1c920732fd67","0","1","AzureActiveDirectory","2a05:541:116:c8f:59a2:44ad:532f:ee3d",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:c8f:59a2:44ad:532f:ee3d","7280bf5c-c49a-488a-8660-1b384487a5d2","0ceb5cec-874c-4f1e-8349-641bc3c7645f","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","50074","UserStrongAuthClientAuthNRequiredInterrupt"
"garcia2@consolidatedmsgr.com","UserLoggedIn","15",,"2025-12-17T17:33:43","2339bdaa-c350-476b-8e33-4af6b5cfff2a","9fc57536-e8d3-4117-8537-fc27bc714352","Success","a5f489b5-7396-458b-85f1-8a15b5c0b315","0","1","AzureActiveDirectory","2a05:541:116:5e33:4aec:2433:45e1:ce28",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:5e33:4aec:2433:45e1:ce28","3c867a73-84f7-4bce-8e05-3ef6ecd7fef4","2339bdaa-c350-476b-8e33-4af6b5cfff2a","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","0",
"garcia2@consolidatedmsgr.com","UserLoggedIn","15",,"2025-12-17T17:33:43","6fe6088d-6af5-4058-8ec1-c7a97a600f13","9fc57536-e8d3-4117-8537-fc27bc714352","Success","a5f489b5-7396-458b-85f1-8a15b5c0b315","0","1","AzureActiveDirectory","2a05:541:116:5e33:4aec:2433:45e1:ce28",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:5e33:4aec:2433:45e1:ce28","3c867a73-84f7-4bce-8e05-3ef6ecd7fef4","6fe6088d-6af5-4058-8ec1-c7a97a600f13","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","50140",
"Not Available","UserLoggedIn","15",,"2025-12-17T17:33:42","a8d66d7d-f86f-4c37-83b5-c9890160f938","9fc57536-e8d3-4117-8537-fc27bc714352","Success","a5f489b5-7396-458b-85f1-8a15b5c0b315","4","1","AzureActiveDirectory","2a05:541:116:5e33:4aec:2433:45e1:ce28",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:5e33:4aec:2433:45e1:ce28","3c867a73-84f7-4bce-8e05-3ef6ecd7fef4","a8d66d7d-f86f-4c37-83b5-c9890160f938","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","0",
"Not Available","UserLoggedIn","15",,"2025-12-17T17:33:33","fd2ec419-f700-433c-8788-e6e4a12217bb","9fc57536-e8d3-4117-8537-fc27bc714352","Success","a5f489b5-7396-458b-85f1-8a15b5c0b315","4","1","AzureActiveDirectory","2a05:541:116:5e33:4aec:2433:45e1:ce28",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:5e33:4aec:2433:45e1:ce28","3c867a73-84f7-4bce-8e05-3ef6ecd7fef4","fd2ec419-f700-433c-8788-e6e4a12217bb","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","0",
"Not Available","UserLoggedIn","15",,"2025-12-17T17:33:25","a1b34583-82ba-44f7-8979-a5a3be4b3354","9fc57536-e8d3-4117-8537-fc27bc714352","Success","a5f489b5-7396-458b-85f1-8a15b5c0b315","4","1","AzureActiveDirectory","2a05:541:116:5e33:4aec:2433:45e1:ce28",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:5e33:4aec:2433:45e1:ce28","3c867a73-84f7-4bce-8e05-3ef6ecd7fef4","a1b34583-82ba-44f7-8979-a5a3be4b3354","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","0",
"Not Available","UserLoggedIn","15",,"2025-12-17T17:33:16","2abbd1ae-2684-4766-8950-a5631a7e11d8","9fc57536-e8d3-4117-8537-fc27bc714352","Success","a5f489b5-7396-458b-85f1-8a15b5c0b315","4","1","AzureActiveDirectory","2a05:541:116:5e33:4aec:2433:45e1:ce28",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:5e33:4aec:2433:45e1:ce28","3c867a73-84f7-4bce-8e05-3ef6ecd7fef4","2abbd1ae-2684-4766-8950-a5631a7e11d8","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","0",
"Not Available","UserLoggedIn","15",,"2025-12-17T17:33:08","1e71b082-4401-4aba-8be8-f87388ebe62f","9fc57536-e8d3-4117-8537-fc27bc714352","Success","a5f489b5-7396-458b-85f1-8a15b5c0b315","4","1","AzureActiveDirectory","2a05:541:116:5e33:4aec:2433:45e1:ce28",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:5e33:4aec:2433:45e1:ce28","3c867a73-84f7-4bce-8e05-3ef6ecd7fef4","1e71b082-4401-4aba-8be8-f87388ebe62f","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","0",
"Not Available","UserLoggedIn","15",,"2025-12-17T17:32:59","64e20c38-d06b-479b-877d-3a66c422dbb6","9fc57536-e8d3-4117-8537-fc27bc714352","Success","a5f489b5-7396-458b-85f1-8a15b5c0b315","4","1","AzureActiveDirectory","2a05:541:116:5e33:4aec:2433:45e1:ce28",,,,,,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","2a05:541:116:5e33:4aec:2433:45e1:ce28","3c867a73-84f7-4bce-8e05-3ef6ecd7fef4","64e20c38-d06b-479b-877d-3a66c422dbb6","","System.Object[]","9fc57536-e8d3-4117-8537-fc27bc714352","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","0",
