"UserId","Operation","Recordtypes","CreationTime","Id","OrganizationId","ResultStatus","UserKey","UserType","Version","Workload","ClientIP","ObjectId","AzureActiveDirectoryEventType","ExtendedProperties.1.Name","ExtendedProperties.1.Value","ExtendedProperties.2.Name","ExtendedProperties.2.Value","ExtendedProperties.3.Name","ExtendedProperties.3.Value","ModifiedProperties","Actor.1.ID","Actor.1.Type","Actor.2.ID","Actor.2.Type","ActorContextId","ActorIpAddress","InterSystemsId","IntraSystemId","SupportTicketId","Target.1.ID","Target.1.Type","TargetContextId","ApplicationId","DeviceProperties.1.Name","DeviceProperties.1.Value","DeviceProperties.2.Name","DeviceProperties.2.Value","DeviceProperties.3.Name","DeviceProperties.3.Value","ErrorNumber","ExtendedProperties.4.Name","ExtendedProperties.4.Value","ExtendedProperties.5.Name","ExtendedProperties.5.Value","DeviceProperties.4.Name","DeviceProperties.4.Value","DeviceProperties.5.Name","DeviceProperties.5.Value","DeviceProperties.6.Name","DeviceProperties.6.Value","LogonError","IP_Country_geolite2local","IP_Region_geolite2local","IP_City_geolite2local","IP_ISP_geolite2local","IP_Org_geolite2local","IP_Type_geolite2local","IP_Score_geolite2local","IP_ASN_geolite2local","IP_Range_geolite2local","IP_Country_ipapiis","IP_Region_ipapiis","IP_City_ipapiis","IP_ISP_ipapiis","IP_Org_ipapiis","IP_Type_ipapiis","IP_Score_ipapiis","IP_ASN_ipapiis","IP_Range_ipapiis","IP_Country_scamalytics","IP_Region_scamalytics","IP_City_scamalytics","IP_ISP_scamalytics","IP_Org_scamalytics","IP_Type_scamalytics","IP_Score_scamalytics","IP_ASN_scamalytics","IP_Range_scamalytics","IP_Country_findipnet","IP_Region_findipnet","IP_City_findipnet","IP_ISP_findipnet","IP_Org_findipnet","IP_Type_findipnet","IP_Score_findipnet","IP_ASN_findipnet","IP_Range_findipnet"
"Not Available","UserLoggedIn","15","2025-11-30T15:55:46","4e1261a2-165e-4be6-86d3-8a9204b93330","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","Success","50418c34-c899-46f5-8c24-34c3341ee5d4","4","1","AzureActiveDirectory","2600:1700:e420:e82c:b7dd:8261:c12a:4ebc","00000002-0000-0ff1-ce00-000000000000","1","ResultStatusDetail","Success","UserAgent","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 10.0; Win64; x64; Trident/7.0; .NET4.0C; .NET4.0E; Matthew4 3.6.0; Matthew4 3.6.0)","RequestType","SAS:BeginAuth","","50418c34-c899-46f5-8c24-34c3341ee5d4","0","","","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","2600:1700:e420:e82c:b7dd:8261:c12a:4ebc","7a023727-181b-4fd7-831a-61d7313c3383","4e1261a2-165e-4be6-86d3-8a9204b93330","","00000002-0000-0ff1-ce00-000000000000","0","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","fb78d390-0c51-40cd-8e17-fdbfab77341b","OS","Windows","BrowserType","IE","","","0","","","","","","","","","","","","US","Georgia","Valdosta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","2600:1700:e240:5151::-2600:1700:e530:d70f:ffff:ffff:ffff:ffff","US","Georgia","Valdosta","AT&T Enterprises, LLC","AT&T Enterprises, LLC","","0.0001 (Very Low)","7018","2600:1700::/28","","","","","","","5","","","US","Georgia, Lowndes","Remerton","AT&T Enterprises, LLC","AT&T Internet Services","business","","",""
"administrator@proseware.com","UserLoginFailed","15","2025-11-30T15:55:45","f0bb5889-8d1c-4d0e-8cc7-4699f95a4603","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","Success","50418c34-c899-46f5-8c24-34c3341ee5d4","0","1","AzureActiveDirectory","2600:1700:e420:e82c:b7dd:8261:c12a:4ebc","00000002-0000-0ff1-ce00-000000000000","1","ResultStatusDetail","Success","UserAgent","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 10.0; Win64; x64; Trident/7.0; .NET4.0C; .NET4.0E; Matthew4 3.6.0; Matthew4 3.6.0)","UserAuthenticationMethod","1","","50418c34-c899-46f5-8c24-34c3341ee5d4","0","administrator@proseware.com","5","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","2600:1700:e420:e82c:b7dd:8261:c12a:4ebc","7a023727-181b-4fd7-831a-61d7313c3383","f0bb5889-8d1c-4d0e-8cc7-4699f95a4603","","00000002-0000-0ff1-ce00-000000000000","0","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","fb78d390-0c51-40cd-8e17-fdbfab77341b","OS","Windows10","BrowserType","IE","SessionId","3e4edf43-8ffb-4e29-8389-98c58ee61ca1","50074","RequestType","Login:login","","","","","","","","","UserStrongAuthClientAuthNRequiredInterrupt","US","Georgia","Valdosta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","2600:1700:e240:5151::-2600:1700:e530:d70f:ffff:ffff:ffff:ffff","US","Georgia","Valdosta","AT&T Enterprises, LLC","AT&T Enterprises, LLC","","0.0001 (Very Low)","7018","2600:1700::/28","","","","","","","5","","","US","Georgia, Lowndes","Remerton","AT&T Enterprises, LLC","AT&T Internet Services","business","","",""
"administrator@proseware.com","UserLoggedIn","15","2025-11-30T15:55:15","04171b52-834a-4303-8261-f3f7c5d9abf8","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","Success","50418c34-c899-46f5-8c24-34c3341ee5d4","0","1","AzureActiveDirectory","2600:1700:e420:e82c:b7dd:8261:c12a:4ebc","4765445b-32c6-49b0-83e6-1d93765276ca","1","ResultStatusDetail","Success","UserAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.176 Safari/537.36","RequestType","OAuth2:Authorize","","50418c34-c899-46f5-8c24-34c3341ee5d4","0","administrator@proseware.com","5","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","2600:1700:e420:e82c:b7dd:8261:c12a:4ebc","650a88c4-8b94-404b-82ad-e59e0147cf9f","04171b52-834a-4303-8261-f3f7c5d9abf8","","4765445b-32c6-49b0-83e6-1d93765276ca","0","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","4765445b-32c6-49b0-83e6-1d93765276ca","OS","Windows10","BrowserType","Chrome","SessionId","637941c0-46bc-496e-8f01-75522d942e3b","0","","","","","","","","","","","","US","Georgia","Valdosta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","2600:1700:e240:5151::-2600:1700:e530:d70f:ffff:ffff:ffff:ffff","US","Georgia","Valdosta","AT&T Enterprises, LLC","AT&T Enterprises, LLC","","0.0001 (Very Low)","7018","2600:1700::/28","","","","","","","5","","","US","Georgia, Lowndes","Remerton","AT&T Enterprises, LLC","AT&T Internet Services","business","","",""
"administrator@proseware.com","UserLoggedIn","15","2025-11-30T15:55:14","9e6afbb9-e59f-4322-8741-1ce6990d32c9","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","Success","50418c34-c899-46f5-8c24-34c3341ee5d4","0","1","AzureActiveDirectory","2600:1700:e420:e82c:b7dd:8261:c12a:4ebc","4765445b-32c6-49b0-83e6-1d93765276ca","1","ResultStatusDetail","Success","UserAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.176 Safari/537.36","RequestType","Kmsi:kmsi","","50418c34-c899-46f5-8c24-34c3341ee5d4","0","administrator@proseware.com","5","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","2600:1700:e420:e82c:b7dd:8261:c12a:4ebc","650a88c4-8b94-404b-82ad-e59e0147cf9f","9e6afbb9-e59f-4322-8741-1ce6990d32c9","","4765445b-32c6-49b0-83e6-1d93765276ca","0","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","4765445b-32c6-49b0-83e6-1d93765276ca","OS","Windows10","BrowserType","Chrome","SessionId","637941c0-46bc-496e-8f01-75522d942e3b","0","","","","","","","","","","","","US","Georgia","Valdosta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","2600:1700:e240:5151::-2600:1700:e530:d70f:ffff:ffff:ffff:ffff","US","Georgia","Valdosta","AT&T Enterprises, LLC","AT&T Enterprises, LLC","","0.0001 (Very Low)","7018","2600:1700::/28","","","","","","","5","","","US","Georgia, Lowndes","Remerton","AT&T Enterprises, LLC","AT&T Internet Services","business","","",""
"Not Available","UserLoggedIn","15","2025-11-30T15:55:11","d9465e3f-7101-47a3-8a5f-48e2d9c979c3","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","Success","50418c34-c899-46f5-8c24-34c3341ee5d4","4","1","AzureActiveDirectory","2600:1700:e420:e82c:b7dd:8261:c12a:4ebc","4765445b-32c6-49b0-83e6-1d93765276ca","1","ResultStatusDetail","Success","UserAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.176 Safari/537.36","RequestType","SAS:EndAuth","","50418c34-c899-46f5-8c24-34c3341ee5d4","0","","","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","2600:1700:e420:e82c:b7dd:8261:c12a:4ebc","650a88c4-8b94-404b-82ad-e59e0147cf9f","d9465e3f-7101-47a3-8a5f-48e2d9c979c3","","4765445b-32c6-49b0-83e6-1d93765276ca","0","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","4765445b-32c6-49b0-83e6-1d93765276ca","OS","Windows","BrowserType","Chrome","","","0","","","","","","","","","","","","US","Georgia","Valdosta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","2600:1700:e240:5151::-2600:1700:e530:d70f:ffff:ffff:ffff:ffff","US","Georgia","Valdosta","AT&T Enterprises, LLC","AT&T Enterprises, LLC","","0.0001 (Very Low)","7018","2600:1700::/28","","","","","","","5","","","US","Georgia, Lowndes","Remerton","AT&T Enterprises, LLC","AT&T Internet Services","business","","",""
"administrator@proseware.com","UserLoggedIn","15","2025-11-30T15:55:11","bfa8d13d-8712-47d9-8a58-dff02f78a6ef","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","Success","50418c34-c899-46f5-8c24-34c3341ee5d4","0","1","AzureActiveDirectory","2600:1700:e420:e82c:b7dd:8261:c12a:4ebc","4765445b-32c6-49b0-83e6-1d93765276ca","1","ResultStatusDetail","Success","KeepMeSignedIn","true","UserAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.176 Safari/537.36","","50418c34-c899-46f5-8c24-34c3341ee5d4","0","administrator@proseware.com","5","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","2600:1700:e420:e82c:b7dd:8261:c12a:4ebc","650a88c4-8b94-404b-82ad-e59e0147cf9f","bfa8d13d-8712-47d9-8a58-dff02f78a6ef","","4765445b-32c6-49b0-83e6-1d93765276ca","0","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","4765445b-32c6-49b0-83e6-1d93765276ca","OS","Windows10","BrowserType","Chrome","SessionId","637941c0-46bc-496e-8f01-75522d942e3b","50140","UserAuthenticationMethod","1","RequestType","SAS:ProcessAuth","","","","","","","","US","Georgia","Valdosta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","2600:1700:e240:5151::-2600:1700:e530:d70f:ffff:ffff:ffff:ffff","US","Georgia","Valdosta","AT&T Enterprises, LLC","AT&T Enterprises, LLC","","0.0001 (Very Low)","7018","2600:1700::/28","","","","","","","5","","","US","Georgia, Lowndes","Remerton","AT&T Enterprises, LLC","AT&T Internet Services","business","","",""
"Not Available","UserLoggedIn","15","2025-11-30T15:55:06","47b75a75-cf42-4216-8c32-c461030eac89","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","Success","50418c34-c899-46f5-8c24-34c3341ee5d4","4","1","AzureActiveDirectory","2600:1700:e420:e82c:b7dd:8261:c12a:4ebc","4765445b-32c6-49b0-83e6-1d93765276ca","1","ResultStatusDetail","Success","UserAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.176 Safari/537.36","RequestType","SAS:BeginAuth","","50418c34-c899-46f5-8c24-34c3341ee5d4","0","","","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","2600:1700:e420:e82c:b7dd:8261:c12a:4ebc","650a88c4-8b94-404b-82ad-e59e0147cf9f","47b75a75-cf42-4216-8c32-c461030eac89","","4765445b-32c6-49b0-83e6-1d93765276ca","0","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","4765445b-32c6-49b0-83e6-1d93765276ca","OS","Windows","BrowserType","Chrome","","","0","","","","","","","","","","","","US","Georgia","Valdosta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","2600:1700:e240:5151::-2600:1700:e530:d70f:ffff:ffff:ffff:ffff","US","Georgia","Valdosta","AT&T Enterprises, LLC","AT&T Enterprises, LLC","","0.0001 (Very Low)","7018","2600:1700::/28","","","","","","","5","","","US","Georgia, Lowndes","Remerton","AT&T Enterprises, LLC","AT&T Internet Services","business","","",""
"administrator@proseware.com","UserLoginFailed","15","2025-11-30T15:55:05","d6f84a4b-0c22-4112-8c62-b217d22d7121","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","Success","50418c34-c899-46f5-8c24-34c3341ee5d4","0","1","AzureActiveDirectory","2600:1700:e420:e82c:b7dd:8261:c12a:4ebc","4765445b-32c6-49b0-83e6-1d93765276ca","1","ResultStatusDetail","Success","UserAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.176 Safari/537.36","UserAuthenticationMethod","1","","50418c34-c899-46f5-8c24-34c3341ee5d4","0","administrator@proseware.com","5","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","2600:1700:e420:e82c:b7dd:8261:c12a:4ebc","650a88c4-8b94-404b-82ad-e59e0147cf9f","d6f84a4b-0c22-4112-8c62-b217d22d7121","","4765445b-32c6-49b0-83e6-1d93765276ca","0","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","4765445b-32c6-49b0-83e6-1d93765276ca","OS","Windows10","BrowserType","Chrome","SessionId","637941c0-46bc-496e-8f01-75522d942e3b","50074","RequestType","Login:login","","","","","","","","","UserStrongAuthClientAuthNRequiredInterrupt","US","Georgia","Valdosta","""AT&T Enterprises, LLC""","""AT&T Enterprises, LLC""","","","AS7018","2600:1700:e240:5151::-2600:1700:e530:d70f:ffff:ffff:ffff:ffff","US","Georgia","Valdosta","AT&T Enterprises, LLC","AT&T Enterprises, LLC","","0.0001 (Very Low)","7018","2600:1700::/28","","","","","","","5","","","US","Georgia, Lowndes","Remerton","AT&T Enterprises, LLC","AT&T Internet Services","business","","",""
"mark@proseware.com","UserLoggedIn","15","2025-11-30T15:05:56","3835eef8-88d7-4229-8d08-0aba9df89b11","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","Success","654e1dfa-d976-4d64-897c-b9bb3ede9321","0","1","AzureActiveDirectory","84.239.10.234","00000003-0000-0000-c000-000000000000","1","ResultStatusDetail","Success","UserAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0","RequestType","OAuth2:Token","","654e1dfa-d976-4d64-897c-b9bb3ede9321","0","mark@proseware.com","5","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","84.239.10.234","e752926d-1715-47c9-8ec4-ab8717635a25","3835eef8-88d7-4229-8d08-0aba9df89b11","","00000003-0000-0000-c000-000000000000","0","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","68da7807-63e0-4c5c-8e04-a31f2b81ae44","OS","Windows10","BrowserType","Firefox","SessionId","6160d0eb-f299-4637-8741-97647c1d2139","0","","","","","","","","","","","","US","Virginia","Virginia Beach","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.10.0-84.239.10.255","US","Tennessee","Nashville","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.10.0/24","","","","","","","69","","","US","Virginia, Virginia Beach","Virginia Beach","Datacamp Limited","BINBOX Virginia Beach","hosting","","",""
"mark@proseware.com","UserLoggedIn","15","2025-11-30T15:05:55","9a31378c-dff2-4434-8ee2-eddaa577f2fe","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","Success","654e1dfa-d976-4d64-897c-b9bb3ede9321","0","1","AzureActiveDirectory","84.239.10.234","00000003-0000-0000-c000-000000000000","1","ResultStatusDetail","Redirect","UserAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0","RequestType","OAuth2:Authorize","","654e1dfa-d976-4d64-897c-b9bb3ede9321","0","mark@proseware.com","5","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","84.239.10.234","e752926d-1715-47c9-8ec4-ab8717635a25","9a31378c-dff2-4434-8ee2-eddaa577f2fe","","00000003-0000-0000-c000-000000000000","0","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","68da7807-63e0-4c5c-8e04-a31f2b81ae44","OS","Windows10","BrowserType","Firefox","SessionId","6160d0eb-f299-4637-8741-97647c1d2139","0","","","","","","","","","","","","US","Virginia","Virginia Beach","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.10.0-84.239.10.255","US","Tennessee","Nashville","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.10.0/24","","","","","","","69","","","US","Virginia, Virginia Beach","Virginia Beach","Datacamp Limited","BINBOX Virginia Beach","hosting","","",""
"mark@proseware.com","UserLoggedIn","15","2025-11-30T15:01:58","5f516142-eedc-48ab-818e-54fb5ad1dccb","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","Success","654e1dfa-d976-4d64-897c-b9bb3ede9321","0","1","AzureActiveDirectory","84.239.10.234","4765445b-32c6-49b0-83e6-1d93765276ca","1","ResultStatusDetail","Success","UserAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0","RequestType","OAuth2:Token","","654e1dfa-d976-4d64-897c-b9bb3ede9321","0","mark@proseware.com","5","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","84.239.10.234","d1ba5dc6-d438-4b77-8c0d-0f8b30ce9676","5f516142-eedc-48ab-818e-54fb5ad1dccb","","4765445b-32c6-49b0-83e6-1d93765276ca","0","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","4765445b-32c6-49b0-83e6-1d93765276ca","OS","Windows10","BrowserType","Firefox","SessionId","6160d0eb-f299-4637-8741-97647c1d2139","0","","","","","","","","","","","","US","Virginia","Virginia Beach","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.10.0-84.239.10.255","US","Tennessee","Nashville","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.10.0/24","","","","","","","69","","","US","Virginia, Virginia Beach","Virginia Beach","Datacamp Limited","BINBOX Virginia Beach","hosting","","",""
"mark@proseware.com","UserLoggedIn","15","2025-11-30T15:01:55","3d1fbd59-15a9-488d-8c28-428e8fb9fd11","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","Success","654e1dfa-d976-4d64-897c-b9bb3ede9321","0","1","AzureActiveDirectory","84.239.10.234","00000003-0000-0ff1-ce00-000000000000","1","ResultStatusDetail","Success","UserAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0","RequestType","OAuth2:Authorize","","654e1dfa-d976-4d64-897c-b9bb3ede9321","0","mark@proseware.com","5","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","84.239.10.234","817fa813-a851-44af-8811-d355506cf25d","3d1fbd59-15a9-488d-8c28-428e8fb9fd11","","00000003-0000-0ff1-ce00-000000000000","0","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","00000003-0000-0ff1-ce00-000000000000","OS","Windows10","BrowserType","Firefox","SessionId","6160d0eb-f299-4637-8741-97647c1d2139","0","","","","","","","","","","","","US","Virginia","Virginia Beach","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.10.0-84.239.10.255","US","Tennessee","Nashville","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.10.0/24","","","","","","","69","","","US","Virginia, Virginia Beach","Virginia Beach","Datacamp Limited","BINBOX Virginia Beach","hosting","","",""
"mark@proseware.com","UserLoggedIn","15","2025-11-30T15:01:52","12f1b32c-d4a6-423d-81bd-d38053eae8f1","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","Success","654e1dfa-d976-4d64-897c-b9bb3ede9321","0","1","AzureActiveDirectory","84.239.10.234","4765445b-32c6-49b0-83e6-1d93765276ca","1","ResultStatusDetail","Success","UserAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0","RequestType","OAuth2:Authorize","","654e1dfa-d976-4d64-897c-b9bb3ede9321","0","mark@proseware.com","5","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","84.239.10.234","db20171e-81f8-4e42-8a7f-ae655d921a7e","12f1b32c-d4a6-423d-81bd-d38053eae8f1","","4765445b-32c6-49b0-83e6-1d93765276ca","0","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","4765445b-32c6-49b0-83e6-1d93765276ca","OS","Windows10","BrowserType","Firefox","SessionId","6160d0eb-f299-4637-8741-97647c1d2139","0","","","","","","","","","","","","US","Virginia","Virginia Beach","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.10.0-84.239.10.255","US","Tennessee","Nashville","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.10.0/24","","","","","","","69","","","US","Virginia, Virginia Beach","Virginia Beach","Datacamp Limited","BINBOX Virginia Beach","hosting","","",""
"mark@proseware.com","UserLoggedIn","15","2025-11-30T14:42:05","906c478f-c031-4a60-8924-c90888b03850","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","Success","654e1dfa-d976-4d64-897c-b9bb3ede9321","0","1","AzureActiveDirectory","84.239.27.17","00000002-0000-0ff1-ce00-000000000000","1","ResultStatusDetail","Success","UserAgent","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; HCTE; Tablet PC 2.0; McAfee)","RequestType","Consent:Set","","654e1dfa-d976-4d64-897c-b9bb3ede9321","0","mark@proseware.com","5","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","84.239.27.17","46d6fdab-5b09-4ec0-8eed-e9581633e1b5","906c478f-c031-4a60-8924-c90888b03850","","00000002-0000-0ff1-ce00-000000000000","0","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","7c982662-eda2-401e-82b0-934385069fbd","OS","Windows","BrowserType","IE","SessionId","3df6b540-dff8-4a32-8d44-9a19fd0e0e0c","0","","","","","","","","","","","","US","Wisconsin","Milwaukee","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.27.0-84.239.28.255","US","Wisconsin","Milwaukee","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.27.0/24","","","","","","","0","","","US","Wisconsin, Milwaukee","Milwaukee","Datacamp Limited","","hosting","","",""
"mark@proseware.com","UserLoginFailed","15","2025-11-30T14:41:58","846b9840-70af-42b2-8083-1f9d120dbd2f","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","Success","654e1dfa-d976-4d64-897c-b9bb3ede9321","0","1","AzureActiveDirectory","84.239.27.17","00000002-0000-0ff1-ce00-000000000000","1","ResultStatusDetail","Success","UserAgent","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; HCTE; Tablet PC 2.0; McAfee)","UserAuthenticationMethod","1","","654e1dfa-d976-4d64-897c-b9bb3ede9321","0","mark@proseware.com","5","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","84.239.27.17","46d6fdab-5b09-4ec0-8eed-e9581633e1b5","846b9840-70af-42b2-8083-1f9d120dbd2f","","00000002-0000-0ff1-ce00-000000000000","0","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","7c982662-eda2-401e-82b0-934385069fbd","OS","Windows","BrowserType","IE","SessionId","3df6b540-dff8-4a32-8d44-9a19fd0e0e0c","65001","RequestType","Login:login","","","","","","","","","DelegationDoesNotExist","US","Wisconsin","Milwaukee","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.27.0-84.239.28.255","US","Wisconsin","Milwaukee","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.27.0/24","","","","","","","0","","","US","Wisconsin, Milwaukee","Milwaukee","Datacamp Limited","","hosting","","",""
"mark@proseware.com","UserLoggedIn","15","2025-11-30T14:38:51","58a895ab-7bbb-4138-84ae-c3b7d58bd44c","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","Success","654e1dfa-d976-4d64-897c-b9bb3ede9321","0","1","AzureActiveDirectory","84.239.27.17","00000003-0000-0000-c000-000000000000","1","ResultStatusDetail","Success","UserAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0","RequestType","OAuth2:Token","","654e1dfa-d976-4d64-897c-b9bb3ede9321","0","mark@proseware.com","5","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","84.239.27.17","a76669ff-be28-4d9d-896e-c125e417c6a5","58a895ab-7bbb-4138-84ae-c3b7d58bd44c","","00000003-0000-0000-c000-000000000000","0","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","dde6b9b0-a687-40f9-84c1-a53b6840ae08","OS","Windows10","BrowserType","Firefox","SessionId","6160d0eb-f299-4637-8741-97647c1d2139","0","","","","","","","","","","","","US","Wisconsin","Milwaukee","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.27.0-84.239.28.255","US","Wisconsin","Milwaukee","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.27.0/24","","","","","","","0","","","US","Wisconsin, Milwaukee","Milwaukee","Datacamp Limited","","hosting","","",""
"mark@proseware.com","UserLoggedIn","15","2025-11-30T14:38:49","9317e6a5-6ca4-4637-86ed-0363fea8c8af","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","Success","654e1dfa-d976-4d64-897c-b9bb3ede9321","0","1","AzureActiveDirectory","84.239.27.17","00000003-0000-0000-c000-000000000000","1","ResultStatusDetail","Redirect","UserAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0","RequestType","OAuth2:Authorize","","654e1dfa-d976-4d64-897c-b9bb3ede9321","0","mark@proseware.com","5","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","84.239.27.17","34c567be-60bb-41ff-84ea-39df894f8983","9317e6a5-6ca4-4637-86ed-0363fea8c8af","","00000003-0000-0000-c000-000000000000","0","77ad1bc8-acab-4148-8b4d-da7b4b75ddac","dde6b9b0-a687-40f9-84c1-a53b6840ae08","OS","Windows10","BrowserType","Firefox","SessionId","6160d0eb-f299-4637-8741-97647c1d2139","0","","","","","","","","","","","","US","Wisconsin","Milwaukee","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.27.0-84.239.28.255","US","Wisconsin","Milwaukee","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.27.0/24","","","","","","","0","","","US","Wisconsin, Milwaukee","Milwaukee","Datacamp Limited","","hosting","","",""
