"DateUTC","DateOnly","TimeOnly","User","Username","IPaddress","City","Region","Country","Status","SignInErrorCode","UserType","AuthRequirement","ConditionalAccess","TokenType","Application","ApplicationID","Resource","ResourceID","FailureReason","ClientApp","DeviceID","Browser","OS","UserAgent","Compliant","Managed","JoinType","Latency","MFAResult","MFAMethod","MFADetail","SignInIdentifier","SessionID","AuthenticationProtocol","UniqueToken","TransferMethod","ClientCredential","TokenProtectionSession","TokenProtectionStatusCode","CorrelationID","IP_Country_geolite2local","IP_Region_geolite2local","IP_City_geolite2local","IP_ISP_geolite2local","IP_Org_geolite2local","IP_Type_geolite2local","IP_Score_geolite2local","IP_ASN_geolite2local","IP_Range_geolite2local","IP_Country_ipapiis","IP_Region_ipapiis","IP_City_ipapiis","IP_ISP_ipapiis","IP_Org_ipapiis","IP_Type_ipapiis","IP_Score_ipapiis","IP_ASN_ipapiis","IP_Range_ipapiis","IP_Country_scamalytics","IP_Region_scamalytics","IP_City_scamalytics","IP_ISP_scamalytics","IP_Org_scamalytics","IP_Type_scamalytics","IP_Score_scamalytics","IP_ASN_scamalytics","IP_Range_scamalytics","IP_Country_findipnet","IP_Region_findipnet","IP_City_findipnet","IP_ISP_findipnet","IP_Org_findipnet","IP_Type_findipnet","IP_Score_findipnet","IP_ASN_findipnet","IP_Range_findipnet"
"2025-11-30T15:01:52Z","2025-11-30","15:01:52","King Young","mark@proseware.com","84.239.10.234","Clearwater"," North Province"," US","Success","","member","Single-factor authentication","Not Applied","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","Other.","Browser","","Firefox 144.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0","FALSE","FALSE","","97","","","","","6160d0eb-f299-4637-8741-97647c1d2139","none","FPMbGlHUfUSRHhZ1AdhYAA","none","none","unbound","1002","db20171e-81f8-4e42-8a7f-ae655d921a7e","US","Virginia","Virginia Beach","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.10.0-84.239.10.255","US","Tennessee","Nashville","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.10.0/24","","","","","","","69","","","US","Virginia, Virginia Beach","Virginia Beach","Datacamp Limited","BINBOX Virginia Beach","hosting","","",""
"2025-11-30T14:22:53Z","2025-11-30","14:22:53","King Young","mark@proseware.com","84.239.10.234","Clearwater"," North Province"," US","Success","","member","Single-factor authentication","Not Applied","none","One Outlook Web","89a3c347-cde1-43f5-8699-daa820092d58","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Other.","Browser","","Firefox 144.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0","FALSE","FALSE","","309","","","","","6160d0eb-f299-4637-8741-97647c1d2139","none","e_jddTZWC0mEfTSRjY9BAA","none","none","unbound","1002","59ca1667-0rodriguez-4528-83ce-e797e4482287","US","Virginia","Virginia Beach","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.10.0-84.239.10.255","US","Tennessee","Nashville","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.10.0/24","","","","","","","69","","","US","Virginia, Virginia Beach","Virginia Beach","Datacamp Limited","BINBOX Virginia Beach","hosting","","",""
"2025-11-30T14:22:50Z","2025-11-30","14:22:50","King Young","mark@proseware.com","84.239.10.234","Clearwater"," North Province"," US","Success","","member","Single-factor authentication","Not Applied","none","One Outlook Web","89a3c347-cde1-43f5-8699-daa820092d58","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Other.","Browser","","Firefox 144.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0","FALSE","FALSE","","84","","","","","6160d0eb-f299-4637-8741-97647c1d2139","none","zMZaW1zTIUqoLop3fniQAA","none","none","unbound","1002","59ca1667-0rodriguez-4528-83ce-e797e4482287","US","Virginia","Virginia Beach","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.10.0-84.239.10.255","US","Tennessee","Nashville","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.10.0/24","","","","","","","69","","","US","Virginia, Virginia Beach","Virginia Beach","Datacamp Limited","BINBOX Virginia Beach","hosting","","",""
"2025-11-30T10:58:53Z","2025-11-30","10:58:53","Edward2 Aaron2","morales2@proseware.com","2a11:a580:84a2:f6:795c:32a5:426d:3d93","Stonebridge"," Highland Region 1"," US","Failure","50126","member","Single-factor authentication","Not Applied","none","One Outlook Web","89a3c347-cde1-43f5-8699-daa820092d58","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Error validating credentials due to invalid username or password.","Browser","","","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36","FALSE","FALSE","","337","The user didn't enter the right credentials. ?It's expected to see some number of these errors in your logs due to users making mistakes.","","","morales2@proseware.com","","none","GUqgnj_oK0SaLpxVS5glAA","none","none","unbound","","737142a0-fd98-4db4-8e6e-88d47db9e70d","IT","","","ProxyOmega LTD","ProxyOmega LTD","","","AS200927","2a11:a580::-2a11:a580:ffff:ffff:ffff:ffff:ffff:ffff","US","New York","New York City","ProxyOmega LTD","US NY","""is_datacenter""","0 (Very Low)","200927","2a11:a580::/32","","","","","","","0","","","US","New York","New York","ProxyOmega LTD","","hosting","","",""
"2025-11-30T19:19:35Z","2025-11-30","19:19:35","Edward2 Aaron2","morales2@proseware.com","2600:1004:b25d:d852:928c:736:ef42:a4d0","Willowdale"," Valley District"," US","Success","","member","Single-factor authentication","Not Applied","none","One Outlook Web","89a3c347-cde1-43f5-8699-daa820092d58","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","","Safari 18.6","MacOs","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15","FALSE","FALSE","","105","","","","","ee71392c-2499-4c19-8a12-b841ba6b9e25","none","qxbcCI35VkGI35ljFNRxAA","none","none","unbound","1002","c9af24a6-ea73-4cae-8209-c1ca8d1009f9","US","North Carolina","Charlotte","Verizon Business","Verizon Business","","","AS6167","2600:1004:b238::-2600:1004:b2b0:ffff:ffff:ffff:ffff:ffff","US","North Carolina","Charlotte","Verizon Business","Verizon Business","""is_mobile""","0.0001 (Very Low)","6167","2600:1004:b250::/44","","","","","","","4","","","US","South Carolina, Lexington","Chapin","Verizon Business","Verizon Business","cellular","","",""
"2025-11-30T18:46:39Z","2025-11-30","18:46:39","Jerry Justin2","ramos@proseware.com","98.170.57.105","Linden"," Lake District"," US","Failure","50126","member","Single-factor authentication","Not Applied","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","Error validating credentials due to invalid username or password.","Browser","","Firefox 116.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0","FALSE","FALSE","","275","The user didn't enter the right credentials. ?It's expected to see some number of these errors in your logs due to users making mistakes.","","","ramos@proseware.com","","none","eJ-R0kjOZ0eQwgR56fgGAA","none","none","unbound","","940d6b6c-d59f-4bd9-85da-5144506d6aaf","US","","","Cox Communications Inc.","Cox Communications Inc.","","","AS22773","98.169.248.136-98.170.167.107","US","New York","New York City","Cox Communications Inc.","Cox Communications","","0.0004 (Very Low)","22773","98.160.0.0/11","","","","","","","14","","","US","Georgia, Fulton","Atlanta (Perimeter Center)","Cox Communications Inc.","Cox Communications","business","","",""
"2025-11-30T14:42:05Z","2025-11-30","14:42:05","King Young","mark@proseware.com","84.239.27.17","Westbrook"," South Province 2"," US","Success","","member","Single-factor authentication","Not Applied","none","eM Client","7c982662-eda2-401e-82b0-934385069fbd","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Other.","Mobile Apps and Desktop clients","","IE 7.0","Windows","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; HCTE; Tablet PC 2.0; McAfee)","FALSE","FALSE","","4486","","","","mark@proseware.com","3df6b540-dff8-4a32-8d44-9a19fd0e0e0c","none","FQjf56o_z0mnOu-IG9pTAA","none","none","unbound","1002","46d6fdab-5b09-4ec0-8eed-e9581633e1b5","US","Wisconsin","Milwaukee","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.27.0-84.239.28.255","US","Wisconsin","Milwaukee","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.27.0/24","","","","","","","0","","","US","Wisconsin, Milwaukee","Milwaukee","Datacamp Limited","","hosting","","",""
"2025-11-30T14:41:58Z","2025-11-30","14:41:58","King Young","mark@proseware.com","84.239.27.17","Westbrook"," South Province 2"," US","Interrupted","65001","member","Single-factor authentication","Not Applied","none","eM Client","7c982662-eda2-401e-82b0-934385069fbd","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","The user or administrator has not consented to use the application with ID '{identifier}'{namePhrase}. Send an interactive authorization request for this user and joseph2.","Mobile Apps and Desktop clients","","IE 7.0","Windows","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; HCTE; Tablet PC 2.0; McAfee)","FALSE","FALSE","","2835","","","","mark@proseware.com","3df6b540-dff8-4a32-8d44-9a19fd0e0e0c","none","n5ky5ME_WkyhNR8s-f4hAA","none","none","unbound","1002","46d6fdab-5b09-4ec0-8eed-e9581633e1b5","US","Wisconsin","Milwaukee","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.27.0-84.239.28.255","US","Wisconsin","Milwaukee","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.27.0/24","","","","","","","0","","","US","Wisconsin, Milwaukee","Milwaukee","Datacamp Limited","","hosting","","",""
"2025-11-30T14:38:51Z","2025-11-30","14:38:51","King Young","mark@proseware.com","84.239.27.17","Westbrook"," South Province 2"," US","Success","","member","Single-factor authentication","Not Applied","none","My Profile","dde6b9b0-a687-40f9-84c1-a53b6840ae08","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","","Firefox 144.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0","FALSE","FALSE","","115","","","","","6160d0eb-f299-4637-8741-97647c1d2139","none","MKfmoymeGkW6zyCKPcohAA","none","none","unbound","1002","a76669ff-be28-4d9d-896e-c125e417c6a5","US","Wisconsin","Milwaukee","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.27.0-84.239.28.255","US","Wisconsin","Milwaukee","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.27.0/24","","","","","","","0","","","US","Wisconsin, Milwaukee","Milwaukee","Datacamp Limited","","hosting","","",""
"2025-11-30T14:38:49Z","2025-11-30","14:38:49","King Young","mark@proseware.com","84.239.27.17","Westbrook"," South Province 2"," US","Success","","member","Single-factor authentication","Not Applied","none","My Profile","dde6b9b0-a687-40f9-84c1-a53b6840ae08","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","","Firefox 144.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0","FALSE","FALSE","","141","","","","","6160d0eb-f299-4637-8741-97647c1d2139","none","E567TRycl02K0qkJcu8AAA","none","none","unbound","1002","34c567be-60bb-41ff-84ea-39df894f8983","US","Wisconsin","Milwaukee","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.27.0-84.239.28.255","US","Wisconsin","Milwaukee","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.27.0/24","","","","","","","0","","","US","Wisconsin, Milwaukee","Milwaukee","Datacamp Limited","","hosting","","",""
