"DateUTC","DateOnly","TimeOnly","User","Username","IPaddress","City","Region","Country","Status","SignInErrorCode","UserType","AuthRequirement","ConditionalAccess","TokenType","Application","ApplicationID","Resource","ResourceID","FailureReason","ClientApp","DeviceID","Browser","OS","UserAgent","Compliant","Managed","JoinType","Latency","MFAResult","MFAMethod","MFADetail","SignInIdentifier","SessionID","AuthenticationProtocol","UniqueToken","TransferMethod","ClientCredential","TokenProtectionSession","TokenProtectionStatusCode","CorrelationID"
"2025-11-01T00:15:50Z","2025-11-01","00:15:50","Victoria1 Heather3","victoria1.heather3@acme.com","70.168.253.125","Bridgeport"," East Province 2"," US","Success","","member","Single-factor authentication","Success","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","Other.","Browser","","Chrome 140.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36","false","false","","134","","","","victoria1.heather3@acme.com","ceb7f8a4-d4e7-466f-873b-9f54165f1ccc","none","DqZezRMfGU6GWwTlHkkPAA","none","none","unbound","1002","0757aeb5-1189-40fa-843a-a2349549e481"
"2025-11-01T00:15:35Z","2025-11-01","00:15:35","Victoria1 Heather3","victoria1.heather3@acme.com","70.168.253.125","Bridgeport"," East Province 2"," US","Failure","50126","member","Single-factor authentication","Not Applied","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","Error validating credentials due to invalid username or password.","Browser","","Chrome 140.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36","false","false","","105","The user didn't enter the right credentials. ?It's expected to see some number of these errors in your logs due to users making mistakes.","","","victoria1.heather3@acme.com","","none","DqZezRMfGU6GWwTlnEcPAA","none","none","unbound","","0757aeb5-1189-40fa-843a-a2349549e481"
"2025-11-01T00:15:27Z","2025-11-01","00:15:27","Victoria1 Heather3","victoria1.heather3@acme.com","70.168.253.125","Bridgeport"," East Province 2"," US","Failure","50133","member","Single-factor authentication","Success","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","The session is not valid due to password expiration or recent password change.","Browser","","Chrome 140.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36","false","false","","117","Expected - auth codes, refresh tokens, and sessions expire over time or are revoked by the user or an admin. The app will request a new login from the user.","","","","b29d41c0-592c-42cd-8487-3faa1bfec8fd","none","LYMhhnG8T06gtNOF-aAQAA","none","none","unbound","1002","0757aeb5-1189-40fa-843a-a2349549e481"
"2025-11-01T00:12:14Z","2025-11-01","00:12:14","Moore1 A. Stephen","moore1.stephen@acme.com","2603:8000:5700:2edc:cfdb:1b30:89a:2873","Riverton 3"," East Province 2"," US","Success","","member","Multifactor authentication","Not Applied","primaryRefreshToken","Windows Sign In","38aa3b87-a06d-4817-b275-7a316988d93b","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","Other.","Mobile Apps and Desktop clients","422d6acc-1882-4643-85d9-19ffe4aebed0","","Windows","Windows-AzureAD-Authentication-Provider/1.0","false","false","Azure AD joined","67","MFA requirement satisfied by claim in the token","","","","19e15d6c-c4e1-426d-8618-cfffa327f2d1","none","w2L8KnZY5keL8898g1soAA","none","none","bound","","7a30dd35-12da-4d76-86b7-ab66bf3df239"
"2025-11-01T00:08:32Z","2025-11-01","00:08:32","Victoria1 Heather3","victoria1.heather3@acme.com","70.168.253.125","Bridgeport"," East Province 2"," US","Success","","member","Single-factor authentication","Success","primaryRefreshToken","Office365 Shell WCSS-Client","c32d6d3a-3399-4033-890f-35c0af00e918","Office365 Shell WCSS-Server","6916d26a-38d0-4dbf-8a07-24b08f00a40d","Other.","Browser","9ac33253-3846-409a-8592-cbc5cbf2f2e4","Edge 140.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36 Edg/140.0.0.52","false","false","Azure AD joined","110","MFA requirement satisfied by claim in the token","","","","ef86fbc4-28c9-4683-87ec-656c1b7ecbec","none","8AnoYhdFGkSO5QEiQwsmAA","none","none","bound","","acc7e7b9-78ab-4961-8a65-3324590455d2"
"2025-11-01T00:08:20Z","2025-11-01","00:08:20","Victoria1 Heather3","victoria1.heather3@acme.com","70.168.253.125","Bridgeport"," East Province 2"," US","Success","","member","Single-factor authentication","Success","primaryRefreshToken","Office365 Shell WCSS-Client","c32d6d3a-3399-4033-890f-35c0af00e918","Office365 Shell WCSS-Server","6916d26a-38d0-4dbf-8a07-24b08f00a40d","Other.","Browser","9ac33253-3846-409a-8592-cbc5cbf2f2e4","Edge 140.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36 Edg/140.0.0.52","false","false","Azure AD joined","202","MFA requirement satisfied by claim in the token","","","","ef86fbc4-28c9-4683-87ec-656c1b7ecbec","none","'-WKx518AVU2jlZLcNgIBAA","none","none","bound","","eee607d3-7f66-49da-8736-d3a790dc4881"
"2025-11-01T00:08:19Z","2025-11-01","00:08:19","Victoria1 Heather3","victoria1.heather3@acme.com","70.168.253.125","Bridgeport"," East Province 2"," US","Success","","member","Single-factor authentication","Success","primaryRefreshToken","Office365 Shell WCSS-Client","c32d6d3a-3399-4033-890f-35c0af00e918","Office365 Shell WCSS-Server","6916d26a-38d0-4dbf-8a07-24b08f00a40d","Other.","Browser","9ac33253-3846-409a-8592-cbc5cbf2f2e4","Edge 140.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36 Edg/140.0.0.52","false","false","Azure AD joined","75","MFA requirement satisfied by claim in the token","","","","ef86fbc4-28c9-4683-87ec-656c1b7ecbec","none","3igazsK_AEWPPWfPAtUsAA","none","none","bound","","0b2ed7bd-8d47-4bf6-8dac-b7cc80d97b2f"
"2025-11-01T00:08:16Z","2025-11-01","00:08:16","Victoria1 Heather3","victoria1.heather3@acme.com","70.168.253.125","Bridgeport"," East Province 2"," US","Success","","member","Single-factor authentication","Success","primaryRefreshToken","Office 365 SharePoint Online","00000003-0000-0ff1-ce00-000000000000","Office 365 SharePoint Online","00000003-0000-0ff1-ce00-000000000000","Other.","Browser","9ac33253-3846-409a-8592-cbc5cbf2f2e4","Edge 140.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36 Edg/140.0.0.52 OS/10.0.22631","false","false","Azure AD joined","93","MFA requirement satisfied by claim in the token","","","","ef86fbc4-28c9-4683-87ec-656c1b7ecbec","none","5QgSPoSwdEaRChPknjMoAA","none","none","bound","","a33e97ea-e493-464d-8a0f-56b22600e1ac"
"2025-11-01T00:08:16Z","2025-11-01","00:08:16","Victoria1 Heather3","victoria1.heather3@acme.com","70.168.253.125","Bridgeport"," East Province 2"," US","Success","","member","Single-factor authentication","Success","primaryRefreshToken","Office 365 SharePoint Online","00000003-0000-0ff1-ce00-000000000000","Office 365 SharePoint Online","00000003-0000-0ff1-ce00-000000000000","Other.","Browser","9ac33253-3846-409a-8592-cbc5cbf2f2e4","Edge 140.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36 Edg/140.0.0.52 OS/10.0.22631","false","false","Azure AD joined","94","MFA requirement satisfied by claim in the token","","","","ef86fbc4-28c9-4683-87ec-656c1b7ecbec","none","IkanHXSn1kiflKByYbwSAA","none","none","bound","","99533ca9-ba99-4a69-8db3-506572c4723d"
"2025-11-01T00:08:16Z","2025-11-01","00:08:16","Victoria1 Heather3","victoria1.heather3@acme.com","70.168.253.125","Bridgeport"," East Province 2"," US","Success","","member","Single-factor authentication","Success","primaryRefreshToken","Office365 Shell WCSS-Client","c32d6d3a-3399-4033-890f-35c0af00e918","Office365 Shell WCSS-Server","6916d26a-38d0-4dbf-8a07-24b08f00a40d","Other.","Browser","9ac33253-3846-409a-8592-cbc5cbf2f2e4","Edge 140.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36 Edg/140.0.0.52","false","false","Azure AD joined","103","MFA requirement satisfied by claim in the token","","","","ef86fbc4-28c9-4683-87ec-656c1b7ecbec","none","aqyLcb3wqku0x17fPRAjAA","none","none","bound","","834c6beb-8b2b-47a9-852f-6a9a6a94b77b"
"2025-11-01T00:07:29Z","2025-11-01","00:07:29","Nathan3 Ruiz","nathan3.ruiz@acme.com","68.5.99.191","Willowdale 1"," East Province 2"," US","Success","","member","Single-factor authentication","Success","none","SharePoint Online Web Client Extensibility","49bb305e-e847-487e-8008-5ebd6804ce4c","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","","Edge 140.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36 Edg/140.0.0.52 OS/10.0.19045","false","false","","84","","","","nathan3.ruiz@acme.com","aff2e5c2-9fc3-4458-82a6-cf180828ecbc","none","QdZtGO6aGUuw8vgHJLkpAA","none","none","unbound","1002","75620627-d782-4ad4-8bda-d44353477e3c"
"2025-11-01T00:07:28Z","2025-11-01","00:07:28","Nathan3 Ruiz","nathan3.ruiz@acme.com","68.5.99.191","Willowdale 1"," East Province 2"," US","Interrupted","50140","member","Single-factor authentication","Success","none","SharePoint Online Web Client Extensibility","49bb305e-e847-487e-8008-5ebd6804ce4c","Microsoft Graph","00000003-0000-0000-c000-000000000000","This occurred due to 'Keep me signed in' interrupt when the user was signing in.","Browser","","Edge 140.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36 Edg/140.0.0.52 OS/10.0.19045","false","false","","119","This is an expected part of the login flow, where a user is asked if they want to remain signed into this browser to make further logins easier. For more details, see https://techcommunity.microsoft.com/t5/microsoft-entra/the-new-azure-ad-sign-in-and-keep-me-signed-in-experiences/td-p/128267","","","nathan3.ruiz@acme.com","aff2e5c2-9fc3-4458-82a6-cf180828ecbc","none","QdZtGO6aGUuw8vgH_LgpAA","none","none","unbound","1002","75620627-d782-4ad4-8bda-d44353477e3c"
"2025-11-01T00:07:07Z","2025-11-01","00:07:07","Nathan3 Ruiz","nathan3.ruiz@acme.com","68.5.99.191","Willowdale 1"," East Province 2"," US","Success","","member","Single-factor authentication","Success","none","Office 365 SharePoint Online","00000003-0000-0ff1-ce00-000000000000","Office 365 SharePoint Online","00000003-0000-0ff1-ce00-000000000000","Other.","Browser","","Edge 140.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.52 Safari/537.36 Edg/140.0.0.52 OS/10.0.19045","false","false","","91","","","","nathan3.ruiz@acme.com","aff2e5c2-9fc3-4458-82a6-cf180828ecbc","none","lAppWvPCXki8Mh4pwPQkAA","none","none","unbound","1002","b678e89a-6aca-4120-8d59-adcd84865741"
"2025-11-01T00:05:39Z","2025-11-01","00:05:39","Joseph2 Jeffrey","joseph2.jeffrey@acme.com","91.199.166.218","Brookfield 6"," West Province 10"," LT","Failure","50053","member","Single-factor authentication","Not Applied","none","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","The account is locked, you've tried to sign in too many times with an incorrect user ID or password.","SMTP","","","","BAV2ROPC","false","false","","74","This error can be returned for two reasons - the sign in could have come from a malicious IP address, or the account was locked due to repeated sign-in attempts. Only one error code is used to prevent an attacker from distinguishing between the states. In your Azure AD tenant, you can distinguish between these states by looking at the specific sign-in log entry for this request. For accounts locked for too many attempts, see https://learn.microsoft.com/entra/id-protection/howto-identity-protection-remediate-unblock","","","joseph2.jeffrey@acme.com","","none","lDwXBWyHwUep1-Vthg0mAA","none","clientAssertion","unbound","","c739c8fd-2958-41f8-853f-de6f370fd46e"
"2025-11-01T00:05:32Z","2025-11-01","00:05:32","Joseph2 Jeffrey","joseph2.jeffrey@acme.com","91.199.166.218","Brookfield 6"," West Province 10"," LT","Failure","50053","member","Single-factor authentication","Not Applied","none","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","The account is locked, you've tried to sign in too many times with an incorrect user ID or password.","SMTP","","","","BAV2ROPC","false","false","","87","This error can be returned for two reasons - the sign in could have come from a malicious IP address, or the account was locked due to repeated sign-in attempts. Only one error code is used to prevent an attacker from distinguishing between the states. In your Azure AD tenant, you can distinguish between these states by looking at the specific sign-in log entry for this request. For accounts locked for too many attempts, see https://learn.microsoft.com/entra/id-protection/howto-identity-protection-remediate-unblock","","","joseph2.jeffrey@acme.com","","none","lDwXBWyHwUep1-VtxwwmAA","none","clientAssertion","unbound","","c3008bc2-4839-489e-843c-b80a0e6d49d9"
"2025-11-01T00:05:25Z","2025-11-01","00:05:25","Joseph2 Jeffrey","joseph2.jeffrey@acme.com","91.199.166.218","Brookfield 6"," West Province 10"," LT","Failure","50053","member","Single-factor authentication","Not Applied","none","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","The account is locked, you've tried to sign in too many times with an incorrect user ID or password.","SMTP","","","","BAV2ROPC","false","false","","68","This error can be returned for two reasons - the sign in could have come from a malicious IP address, or the account was locked due to repeated sign-in attempts. Only one error code is used to prevent an attacker from distinguishing between the states. In your Azure AD tenant, you can distinguish between these states by looking at the specific sign-in log entry for this request. For accounts locked for too many attempts, see https://learn.microsoft.com/entra/id-protection/howto-identity-protection-remediate-unblock","","","joseph2.jeffrey@acme.com","","none","PbiEqBkw7U2jP54_lNLEAA","none","clientAssertion","unbound","","77364121-a9db-4288-8f75-07fd6fcd80ac"
"2025-11-01T00:05:18Z","2025-11-01","00:05:18","Joseph2 Jeffrey","joseph2.jeffrey@acme.com","91.199.166.218","Brookfield 6"," West Province 10"," LT","Failure","50053","member","Single-factor authentication","Not Applied","none","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","The account is locked, you've tried to sign in too many times with an incorrect user ID or password.","SMTP","","","","BAV2ROPC","false","false","","62","This error can be returned for two reasons - the sign in could have come from a malicious IP address, or the account was locked due to repeated sign-in attempts. Only one error code is used to prevent an attacker from distinguishing between the states. In your Azure AD tenant, you can distinguish between these states by looking at the specific sign-in log entry for this request. For accounts locked for too many attempts, see https://learn.microsoft.com/entra/id-protection/howto-identity-protection-remediate-unblock","","","joseph2.jeffrey@acme.com","","none","Kdo2Q_KbxkiPAsI63u4AAA","none","clientAssertion","unbound","","b991b288-b68e-4fd3-8879-ac23624202e0"
"2025-11-01T00:05:11Z","2025-11-01","00:05:11","Joseph2 Jeffrey","joseph2.jeffrey@acme.com","91.199.166.218","Brookfield 6"," West Province 10"," LT","Failure","50053","member","Single-factor authentication","Not Applied","none","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","The account is locked, you've tried to sign in too many times with an incorrect user ID or password.","SMTP","","","","BAV2ROPC","false","false","","78","This error can be returned for two reasons - the sign in could have come from a malicious IP address, or the account was locked due to repeated sign-in attempts. Only one error code is used to prevent an attacker from distinguishing between the states. In your Azure AD tenant, you can distinguish between these states by looking at the specific sign-in log entry for this request. For accounts locked for too many attempts, see https://learn.microsoft.com/entra/id-protection/howto-identity-protection-remediate-unblock","","","joseph2.jeffrey@acme.com","","none","tVRodYPsZkqcIHtxvGImAA","none","clientAssertion","unbound","","014133dc-8e29-4024-82c1-41973b61d7dc"
"2025-11-01T00:05:04Z","2025-11-01","00:05:04","Joseph2 Jeffrey","joseph2.jeffrey@acme.com","91.199.166.218","Brookfield 6"," West Province 10"," LT","Failure","50053","member","Single-factor authentication","Not Applied","none","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","The account is locked, you've tried to sign in too many times with an incorrect user ID or password.","SMTP","","","","BAV2ROPC","false","false","","74","This error can be returned for two reasons - the sign in could have come from a malicious IP address, or the account was locked due to repeated sign-in attempts. Only one error code is used to prevent an attacker from distinguishing between the states. In your Azure AD tenant, you can distinguish between these states by looking at the specific sign-in log entry for this request. For accounts locked for too many attempts, see https://learn.microsoft.com/entra/id-protection/howto-identity-protection-remediate-unblock","","","joseph2.jeffrey@acme.com","","none","ZjLCuwfR_EuQHuzCd-UJAA","none","clientAssertion","unbound","","c7e263f5-7c18-4881-8b13-b03d65523bec"
"2025-11-01T00:04:56Z","2025-11-01","00:04:56","Joseph2 Jeffrey","joseph2.jeffrey@acme.com","91.199.166.218","Brookfield 6"," West Province 10"," LT","Failure","50053","member","Single-factor authentication","Not Applied","none","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","The account is locked, you've tried to sign in too many times with an incorrect user ID or password.","SMTP","","","","BAV2ROPC","false","false","","67","This error can be returned for two reasons - the sign in could have come from a malicious IP address, or the account was locked due to repeated sign-in attempts. Only one error code is used to prevent an attacker from distinguishing between the states. In your Azure AD tenant, you can distinguish between these states by looking at the specific sign-in log entry for this request. For accounts locked for too many attempts, see https://learn.microsoft.com/entra/id-protection/howto-identity-protection-remediate-unblock","","","joseph2.jeffrey@acme.com","","none","Kdo2Q_KbxkiPAsI6ueoAAA","none","clientAssertion","unbound","","e181828c-82da-422b-8959-776d9030d2ff"
"2025-11-01T00:04:49Z","2025-11-01","00:04:49","Joseph2 Jeffrey","joseph2.jeffrey@acme.com","91.199.166.218","Brookfield 6"," West Province 10"," LT","Failure","50053","member","Single-factor authentication","Not Applied","none","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","The account is locked, you've tried to sign in too many times with an incorrect user ID or password.","SMTP","","","","BAV2ROPC","false","false","","68","This error can be returned for two reasons - the sign in could have come from a malicious IP address, or the account was locked due to repeated sign-in attempts. Only one error code is used to prevent an attacker from distinguishing between the states. In your Azure AD tenant, you can distinguish between these states by looking at the specific sign-in log entry for this request. For accounts locked for too many attempts, see https://learn.microsoft.com/entra/id-protection/howto-identity-protection-remediate-unblock","","","joseph2.jeffrey@acme.com","","none","tVRodYPsZkqcIHtxx14mAA","none","clientAssertion","unbound","","7f77219f-486f-40b9-89e5-e43e97579877"
