"Id","DisplayName","UserPrincipalName","Mail","ProxyAddresses","UserType","CreatedDateTime","CreationType","EmployeeType","MemberOf","AssignedLicensesName","LicenseDetails","OnPremisesSyncEnabled","OnPremisesSamAccountName","ManagedDevices","AccountEnabled","PasswordPolicies","LastSignInDate","LastPasswordChangeDateTime","LastPasswordChangeTimeStampISO"
"5301bb9d-3a21-4b05-86ad-998696110869","Jason Kevin6","reyes@consolidatedmsgr.com","reyes@consolidatedmsgr.com","SMTP:reyes@consolidatedmsgr.com","Member","2025-12-10 19:34:24",,,,"Microsoft 365 Paul Premium ",,"True","Jason.Kevin6",,"True","DisablePasswordExpiration","2025-12-12 22:25:08","2025-12-12 22:21:18","2025-12-12T22:21:18.000Z"
"08a169b3-8ace-4b8f-89f4-caaba102ddc1","Ortiz Roberts4","aaron@consolidatedmsgr.com","aaron@consolidatedmsgr.com","x500:/o=MicrosoftOnline/ou=External (FYDIBOHF25SPDLT)/cn=Recipients/cn=d3110306366d4279a491be6eb569c803;smtp:aaron@consolidatedmsgr.onmicrosoft.com;X500:/o=MicrosoftOnline/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=492751be-7c5d-4d31-805d-cee7f8beb9d5;smtp:aaron@consolidatedmsgr.microsoftonline.com;SMTP:aaron@consolidatedmsgr.com",,"2011-09-10 07:35:03",,,,"",,"True","Ortiz.Roberts4",,"False","DisablePasswordExpiration","2025-12-16 14:35:17","2025-02-03 21:50:42","2025-02-03T21:50:42.000Z"
"f9a62fe7-59eb-467a-848b-b0f4588e5386","Clark Myers2","gutierrez2@consolidatedmsgr.com","gutierrez2@consolidatedmsgr.com","SMTP:gutierrez2@consolidatedmsgr.com;smtp:gutierrez2@consolidatedmsgr.onmicrosoft.com","Member","2024-03-06 20:34:10",,,,"Microsoft 365 Paul Premium ",,"True","Clark.Myers2",,"True","DisablePasswordExpiration","2025-12-16 23:28:47","2025-12-17 17:06:34","2025-12-17T17:06:34.000Z"
"921cf9f6-4169-472f-888d-4fe25ae7425d","Lisa2 Benjamin2","murphy2@consolidatedmsgr.com","murphy2@consolidatedmsgr.com","smtp:murphy2@consolidatedmsgr.onmicrosoft.com;SMTP:murphy2@consolidatedmsgr.com","Member","2025-11-24 14:28:21",,,,"Microsoft 365 Paul Premium ",,"True","murphy2",,"True",,,"2025-11-24 14:28:21","2025-11-24T14:28:21.000Z"
"25cda9b1-9756-48ee-8c13-e24ab0f89ef5","emilymthompson1","emilymthompson1_partner3038.example#EXT#@consolidatedmsgr.onmicrosoft.com","carol2@freemail1.example","SMTP:carol2@freemail1.example","Guest","2021-01-12 17:06:14","Foster4",,,"",,,,,"True",,,"2021-01-12 17:06:14","2021-01-12T17:06:14.000Z"
"c307cfe2-3184-4885-8139-396bc8033701","mitchell2.rogers2.roberts4","mitchell2.rogers2.roberts4_partner3038.example#EXT#@consolidatedmsgr.onmicrosoft.com","mitchell2.rogers2.roberts4@freemail1.example","SMTP:mitchell2.rogers2.roberts4@freemail1.example","Guest","2021-01-12 17:06:14","Foster4",,,"",,,,,"True",,,"2021-01-12 17:06:13","2021-01-12T17:06:13.000Z"
"25f1d983-4f79-4d69-824f-b7afecb29ea6","Wilson6, Bennett3 {Sanchez4}","ge.wilson6_partner3060.example#EXT#@consolidatedmsgr.onmicrosoft.com","bennett3.wilson6@cook24.example","SMTP:bennett3.wilson6@cook24.example","Guest","2021-03-04 18:45:03","Foster4",,,"",,,,,"True",,"2024-04-11 13:13:55","2021-03-04 18:45:02","2021-03-04T18:45:02.000Z"
"8ac089b0-e5c6-49ae-80b0-8735fcf01b0b","Pamela2 James2 (Jackson6 Sandra3)","samuel3_partner3049.example#EXT#@consolidatedmsgr.onmicrosoft.com","samuel3@cook25.example","SMTP:samuel3@cook25.example","Guest","2022-04-30 14:38:35","Foster4",,,"",,,,,"True",,"2023-07-13 14:01:15","2022-04-30 14:38:35","2022-04-30T14:38:35.000Z"
"5162b52b-5a83-4048-8c17-a4b4dbd83a84","Brenda2 Cox2","gary3@consolidatedmsgr.com","gary3@consolidatedmsgr.onmicrosoft.com","SMTP:gary3@consolidatedmsgr.onmicrosoft.com","Member","2021-08-08 15:34:03",,,,"",,"True","Gary3",,"True","DisablePasswordExpiration","2022-09-09 18:06:17","2021-08-08 15:33:22","2021-08-08T15:33:22.000Z"
"a51e8b66-1eba-42ce-8719-2a92285f50cb","susan2.emily.eric3","susan2.emily.eric3_partner3038.example#EXT#@consolidatedmsgr.onmicrosoft.com","susan2.emily.eric3@freemail1.example","SMTP:susan2.emily.eric3@freemail1.example","Guest","2021-01-12 17:06:14","Foster4",,,"",,,,,"True",,,"2021-01-12 17:06:13","2021-01-12T17:06:13.000Z"
"4dbf1058-39ec-43f9-8d95-6865f3bbb449","Katherine2 Ryan2","grant.ryan2_partner3053.example#EXT#@consolidatedmsgr.onmicrosoft.com","katherine2.ryan2@cook26.example","SMTP:katherine2.ryan2@cook26.example","Guest","2023-11-18 13:28:26","Foster4",,,"",,,,,"True",,"2025-12-05 12:50:00","2023-11-18 13:28:26","2023-11-18T13:28:26.000Z"
"a73d6ea5-a3bf-4693-880b-551c35cf4328","Anna2","anna2@consolidatedmsgr.com",,"","Member","2024-06-14 13:37:30",,,,"",,"True","Anna2",,"True","DisablePasswordExpiration","2025-07-25 19:36:27","2021-01-15 16:14:27","2021-01-15T16:14:27.000Z"
"536ba8be-7f6d-4126-8d75-99ca0ec4247c","Donna2 Jonathan3","donald2_partner3028.example#EXT#@consolidatedmsgr.onmicrosoft.com","donald2@cook23.example","SMTP:donald2@cook23.example","Guest","2020-12-09 15:03:11","Foster4",,,"",,,,,"True",,"2020-12-09 15:14:10","2020-12-09 15:03:11","2020-12-09T15:03:11.000Z"
"16040d97-c0b3-43ad-8158-1c920732fd67","Taylor2 Nicholas","bennett4@consolidatedmsgr.com","bennett4@consolidatedmsgr.com","X500:/o=MicrosoftOnline/ou=External (FYDIBOHF25SPDLT)/cn=Recipients/cn=7cd0eada2e5d49d2bf4c4f66c3b19ce5;smtp:bennett4@consolidatedmsgr.onmicrosoft.com;X500:/o=MicrosoftOnline/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=39654f96-e2c3-4590-82fd-6ad4332d1287;smtp:bennett4@consolidatedmsgr.microsoftonline.com;SMTP:bennett4@consolidatedmsgr.com",,"2011-09-10 07:44:20",,,,"Microsoft 365 Paul Premium ",,"True","Taylor2.Nicholas",,"True","DisablePasswordExpiration","2025-12-15 23:59:02","2025-12-17 21:33:08","2025-12-17T21:33:08.000Z"
"35de2464-c87b-434c-8a65-4201a77209ec","Gray2 Shirley (Jackson6 Sandra3)","diaz2_partner3049.example#EXT#@consolidatedmsgr.onmicrosoft.com","diaz2@cook25.example","SMTP:diaz2@cook25.example","Guest","2022-04-30 14:37:49","Foster4",,,"",,,,,"True",,"2022-08-04 12:30:10","2022-04-30 14:37:49","2022-04-30T14:37:49.000Z"
"8c6ace58-61c3-48e1-86f0-8909952b6d4f","Christine3 Eric","torres2_partner3008.example#EXT#@consolidatedmsgr.onmicrosoft.com","torres2@cook27.example","SMTP:torres2@cook27.example","Guest","2021-03-08 15:30:53","Foster4",,,"",,,,,"True",,"2025-08-25 15:48:46","2021-03-08 15:30:52","2021-03-08T15:30:52.000Z"
"0377a1b3-0c42-4281-8adf-8a57dd75e782","frank2.angela","frank2.angela_partner3082.example#EXT#@consolidatedmsgr.onmicrosoft.com","frank2.angela@cook28.example","SMTP:frank2.angela@cook28.example","Guest","2025-03-19 16:57:41","Foster4",,,"",,,,,"True",,,"2025-03-19 16:57:41","2025-03-19T16:57:41.000Z"
"b86bbc68-d3e3-4b05-8fce-3ace3310c5fc","Kathleen2 Green2","kenneth2@consolidatedmsgr.com","kenneth2@consolidatedmsgr.com","SMTP:kenneth2@consolidatedmsgr.com;smtp:kenneth2@consolidatedmsgr.onmicrosoft.com","Member","2020-11-23 18:26:25",,,,"Microsoft 365 Paul Premium ",,"True","Kenneth2",,"True","DisablePasswordExpiration","2025-12-14 16:27:31","2025-05-23 20:01:43","2025-05-23T20:01:43.000Z"
"a2fd7975-2e53-4238-8cb4-0dfccefce7b2","Taylor2 Kathleen3","ortiz3@consolidatedmsgr.com","ortiz3@consolidatedmsgr.com","x500:/o=MicrosoftOnline/ou=External (FYDIBOHF25SPDLT)/cn=Recipients/cn=1fa65e4a46324523a904c4e901dda6ef;smtp:ortiz3@consolidatedmsgr.onmicrosoft.com;X500:/o=MicrosoftOnline/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=294b0c45-9bcd-4f84-8c8b-0c91207686c2;smtp:ortiz3@consolidatedmsgr.microsoftonline.com;SMTP:ortiz3@consolidatedmsgr.com",,"2011-09-10 07:26:11",,,,"Microsoft 365 Paul Premium ",,"True","Taylor2.Kathleen3",,"True","DisablePasswordExpiration","2025-12-07 23:02:51","2025-07-12 22:23:51","2025-07-12T22:23:51.000Z"
"2913949a-0c6f-47e4-861c-2bbabce89517","daniel3.reyes4","daniel3.reyes4_partner3059.example#EXT#@consolidatedmsgr.onmicrosoft.com","daniel3.reyes4@cook29.example","SMTP:daniel3.reyes4@cook29.example","Guest","2025-05-29 12:59:22","Foster4",,,"",,,,,"True",,,"2025-05-29 12:59:22","2025-05-29T12:59:22.000Z"
"6a62563f-3db3-4095-8af2-60bb41bf15ac","Reed2 Kevin6","jackson2@consolidatedmsgr.com","jackson2@consolidatedmsgr.com","smtp:jackson2@consolidatedmsgr.onmicrosoft.com;SMTP:jackson2@consolidatedmsgr.com","Member","2016-10-19 15:16:12",,,,"Microsoft 365 Paul Premium ",,"True","Reed2.Kevin6",,"True","DisablePasswordExpiration","2025-12-16 17:09:23","2025-12-17 19:05:33","2025-12-17T19:05:33.000Z"
"59f7e219-e3c0-4735-864c-d1dd4180dcbf","Frank2 Ramos3 (Jackson6 Sandra3)","christine2_partner3049.example#EXT#@consolidatedmsgr.onmicrosoft.com","christine2@cook25.example","SMTP:christine2@cook25.example","Guest","2022-04-30 14:39:48","Foster4",,,"",,,,,"True",,"2024-08-26 15:33:32","2022-04-30 14:39:48","2022-04-30T14:39:48.000Z"
"f62302ed-4aee-4b62-8c34-9c94e053f107","Ramos, Clark2","clark2.ramos_partner3094.example#EXT#@consolidatedmsgr.onmicrosoft.com","clark2.ramos@cook210.example","SMTP:clark2.ramos@cook210.example","Guest","2025-04-30 19:40:01","Foster4",,,"",,,,,"True",,,"2025-04-30 19:40:01","2025-04-30T19:40:01.000Z"
"08157f85-953f-4aae-8d5e-d7849576324e","Jonathan6 Charles2","jackson3@consolidatedmsgr.com","jackson3@consolidatedmsgr.com","SMTP:jackson3@consolidatedmsgr.com;smtp:jackson3@consolidatedmsgr.onmicrosoft.com","Member","2024-02-22 16:31:26",,,,"Microsoft 365 Paul Premium ",,"True","Jackson3",,"True","DisablePasswordExpiration","2025-12-14 14:08:56","2025-03-13 14:15:04","2025-03-13T14:15:04.000Z"
"76607c11-8982-438e-87ef-6e5353a127c0","alvarez3.patrick2","alvarez3.patrick2_partner3094.example#EXT#@consolidatedmsgr.onmicrosoft.com","alvarez3.patrick2@cook210.example","SMTP:alvarez3.patrick2@cook210.example","Guest","2022-06-10 14:40:38","Foster4",,,"",,,,,"True",,,"2022-06-10 14:40:38","2022-06-10T14:40:38.000Z"
"a5f489b5-7396-458b-85f1-8a15b5c0b315","Tyler3 Stephanie3","garcia2@consolidatedmsgr.com","garcia2@consolidatedmsgr.com","smtp:garcia2@consolidatedmsgr.onmicrosoft.com;SMTP:garcia2@consolidatedmsgr.com","Member","2025-06-12 18:34:06",,,,"Microsoft 365 Paul Premium ",,"True","Garcia2",,"True","DisablePasswordExpiration","2025-11-28 20:49:40","2025-12-17 18:42:13","2025-12-17T18:42:13.000Z"
"55f997dd-35e9-45da-835e-dfd699184f92","Clark3 Robert4","rogers3_partner3059.example#EXT#@consolidatedmsgr.onmicrosoft.com","rogers3@cook29.example","SMTP:rogers3@cook29.example","Guest","2025-05-29 12:55:17","Foster4",,,"",,,,,"True",,"2025-05-29 18:32:26","2025-05-29 12:55:17","2025-05-29T12:55:17.000Z"
"93c7d176-24aa-4b89-8777-deab822edfc5","phillips2","phillips2_partner3077.example#EXT#@consolidatedmsgr.onmicrosoft.com","phillips2@cook211.example","SMTP:phillips2@cook211.example","Guest","2021-06-10 20:21:25","Foster4",,,"",,,,,"True",,,"2021-06-10 20:21:25","2021-06-10T20:21:25.000Z"
"3216295e-1e26-4679-828d-ac69aa10e0d3","Young3 Bailey","Young3.Bailey_partner3082.example#EXT#@consolidatedmsgr.onmicrosoft.com","young3.bailey@cook28.example","SMTP:young3.bailey@cook28.example","Guest","2025-03-19 16:55:59","Foster4",,,"",,,,,"True",,"2025-08-28 13:36:40","2025-03-19 16:55:59","2025-03-19T16:55:59.000Z"
"96a1fd47-d36a-43f1-886f-37eeff60c6c5","Maria3 Richardson3","taylor3@consolidatedmsgr.com","taylor3@consolidatedmsgr.com","smtp:taylor3@consolidatedmsgr.onmicrosoft.com;SMTP:taylor3@consolidatedmsgr.com","Member","2025-06-14 16:03:53",,,,"Microsoft 365 Paul Premium ",,"True","Taylor3",,"True",,,"2025-06-14 16:03:53","2025-06-14T16:03:53.000Z"
"5f39e36e-17c6-41ad-8589-18df309e744e","Lewis5","lewis5@consolidatedmsgr.microsoftonline.com","lewis5@consolidatedmsgr.com","SMTP:lewis5@consolidatedmsgr.com;smtp:lewis5@consolidatedmsgr.microsoftonline.com;smtp:lewis5@consolidatedmsgr.onmicrosoft.com","Member","2024-07-28 15:30:21",,,,"",,,,,"True",,,"2024-07-28 15:30:20","2024-07-28T15:30:20.000Z"
"1956bb88-b68b-4942-8022-ae74729d8ba1","Harris6","harris6@consolidatedmsgr.microsoftonline.com","jack4@cook212.example","SMTP:jack4@cook212.example;smtp:harris6@consolidatedmsgr.microsoftonline.com","Member","2021-10-22 18:41:32",,,,"",,,,,"True",,,"2021-10-22 18:41:32","2021-10-22T18:41:32.000Z"
"0647a05d-48f5-44fa-8683-320f5868fbe6","Gray4 Reyes4","walker3@consolidatedmsgr.com","walker3@consolidatedmsgr.onmicrosoft.com","SMTP:walker3@consolidatedmsgr.onmicrosoft.com","Member","2022-01-29 20:07:00",,,,"",,"True","walker3",,"False","DisablePasswordExpiration","2022-10-30 18:17:50","2022-10-30 18:14:50","2022-10-30T18:14:50.000Z"
"92acb298-f436-4100-88f0-c0e8a339fa8e","Evans3","evans3@consolidatedmsgr.com","evans3@consolidatedmsgr.com","SMTP:evans3@consolidatedmsgr.com;smtp:evans3@consolidatedmsgr.microsoftonline.com;smtp:evans3@consolidatedmsgr.onmicrosoft.com","Member","2022-06-12 17:56:42",,,,"",,,,,"True","DisablePasswordExpiration","2025-11-30 16:59:06","2022-06-12 17:57:17","2022-06-12T17:57:17.000Z"
"8d438512-4477-4194-84ce-ff94cd23cbcf","Gray, Betty3","betty3.gray_partner3094.example#EXT#@consolidatedmsgr.onmicrosoft.com","betty3.gray@cook210.example","SMTP:betty3.gray@cook210.example","Guest","2025-04-30 19:40:01","Foster4",,,"",,,,,"True",,,"2025-04-30 19:40:01","2025-04-30T19:40:01.000Z"
"9e6986a9-31af-4600-861a-830901ee896c","Jacob2.Roberts2","Jacob2.Roberts2_partner3056.example#EXT#@consolidatedmsgr.onmicrosoft.com","jacob2.roberts2@cook213.example","SMTP:jacob2.roberts2@cook213.example","Guest","2021-03-11 22:05:48","Foster4",,,"",,,,,"True",,,"2021-03-11 22:05:48","2021-03-11T22:05:48.000Z"
"77e3763e-7462-47e8-8405-c59948dab92c","Ruth2 Adam","adams2@consolidatedmsgr.com","adams2@consolidatedmsgr.com","smtp:adams2@consolidatedmsgr.microsoftonline.com;SMTP:adams2@consolidatedmsgr.com","Member","2014-01-18 14:59:27",,,,"Exchange Online (Plan 1) Microsoft Defender for Office 365 (Plan 1) Microsoft Entra ID P1 ",,"True","adams2",,"True","DisablePasswordExpiration","2025-09-16 11:28:07","2024-02-08 20:32:43","2024-02-08T20:32:43.000Z"
"3ab2bcd7-f193-4125-831c-d0c10d28c190","hill5.frank4","hill5.frank4_partner3038.example#EXT#@consolidatedmsgr.onmicrosoft.com","hill5.frank4@freemail1.example","SMTP:hill5.frank4@freemail1.example","Guest","2023-11-18 15:37:44","Foster4",,,"",,,,,"True",,"2023-11-18 15:49:14","2023-11-18 15:37:44","2023-11-18T15:37:44.000Z"
"46674cde-9c42-437b-8f7d-288154ab123f","Hill5 Frank4","Hill5.frank4_partner3053.example#EXT#@consolidatedmsgr.onmicrosoft.com","hill5.frank4@cook26.example","SMTP:hill5.frank4@cook26.example","Guest","2023-11-18 13:28:25","Foster4",,,"",,,,,"True",,"2023-12-20 18:41:56","2023-11-18 13:28:25","2023-11-18T13:28:25.000Z"
"c45a5ebe-c07c-42de-8dfe-60f4c6bbe041","Brenda5 Kevin6","patricia2@consolidatedmsgr.com","patricia2@consolidatedmsgr.com","x500:/o=MicrosoftOnline/ou=External (FYDIBOHF25SPDLT)/cn=Recipients/cn=4ab94704596e43368e8cf81551c45998;smtp:patricia2@consolidatedmsgr.onmicrosoft.com;X500:/o=MicrosoftOnline/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=a51e2513-25d9-4f40-8caa-57562565c979;smtp:patricia2@consolidatedmsgr.microsoftonline.com;SMTP:patricia2@consolidatedmsgr.com",,"2011-09-10 07:43:21",,,,"Microsoft 365 Paul Premium ",,"True","Brenda5.Kevin6",,"False","DisablePasswordExpiration","2025-12-15 16:12:22","2025-06-01 18:13:32","2025-06-01T18:13:32.000Z"
"e23390ef-25da-4adb-89bb-2f942efcba07","On-Premises Garcia Baker5 Service Maria","sync_joan2-jackson_964824156613@consolidatedmsgr.onmicrosoft.com",,"","Member","2020-07-25 15:17:33",,,,"",,"True",,,"True","DisablePasswordExpiration","2020-08-11 00:36:24","2020-07-25 15:17:33","2020-07-25T15:17:33.000Z"
"5b61e681-bb26-44d1-8582-c2c91dee7470","James9 Richardson3","james9.richardson3@consolidatedmsgr.com","morales5@consolidatedmsgr.com","smtp:james9.richardson3@consolidatedmsgr.onmicrosoft.com;SMTP:morales5@consolidatedmsgr.com;smtp:james9.richardson3@consolidatedmsgr.com","Member","2021-06-24 18:11:16",,,,"",,"True","james9.richardson3",,"False","DisablePasswordExpiration","2021-08-26 12:41:34","2021-06-24 16:51:33","2021-06-24T16:51:33.000Z"
"3e73d489-2049-40a3-8e4e-afef4f588052","Edwards3 Joyce","michelle3@consolidatedmsgr.com","michelle3@consolidatedmsgr.onmicrosoft.com","SMTP:michelle3@consolidatedmsgr.onmicrosoft.com;smtp:michelle3@consolidatedmsgr.com","Member","2022-03-14 17:43:50",,,,"",,"True","michelle3",,"False","DisablePasswordExpiration","2023-06-19 12:15:41","2023-03-14 13:13:55","2023-03-14T13:13:55.000Z"
"d2e5a7c0-98e2-494f-886a-e0880c43ed58","Sandra4 Rogers Morales2","rivera3@consolidatedmsgr.com","rivera3@consolidatedmsgr.com","SMTP:rivera3@consolidatedmsgr.com;smtp:rivera3@consolidatedmsgr.microsoftonline.com;smtp:rivera3@consolidatedmsgr.onmicrosoft.com","Member","2022-06-18 18:20:32",,,,"Samuel4 Sandra4 Jimenez2 Pro ",,,,,"True",,"2024-05-18 23:48:47","2022-06-18 18:41:39","2022-06-18T18:41:39.000Z"
