"DateUTC","DateOnly","TimeOnly","User","Username","IPaddress","City","Region","Country","Status","SignInErrorCode","UserType","AuthRequirement","ConditionalAccess","TokenType","Application","ApplicationID","Resource","ResourceID","FailureReason","ClientApp","DeviceID","Browser","OS","UserAgent","Compliant","Managed","JoinType","Latency","MFAResult","MFAMethod","MFADetail","SignInIdentifier","SessionID","AuthenticationProtocol","UniqueToken","TransferMethod","ClientCredential","TokenProtectionSession","TokenProtectionStatusCode","CorrelationID"
"2025-11-29T19:45:10Z","2025-11-29","19:45:10","Carol2 Cox2","murphy2@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Multifactor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","f8cc6824-4371-448d-8767-94d062735947","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","c4145171-26d8-43cc-8492-f8f6dd1e3ad4","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247","false","","0","117","","","","","851cc711-02f1-4eb6-81b1-24f375c2c523","none","pDCGh2JMSEWwqZ34j7UBAA","none","none","none","","cc1f002e-808a-4f54-8035-cb12b1343cef"
"2025-11-29T19:45:10Z","2025-11-29","19:45:10","Carol2 Cox2","murphy2@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Multifactor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","f8cc6824-4371-448d-8767-94d062735947","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","c4145171-26d8-43cc-8492-f8f6dd1e3ad4","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247","false","","0","75","","","","","851cc711-02f1-4eb6-81b1-24f375c2c523","none","YXuh6_Wly0af8-8dSNyqAA","none","none","none","","70877109-bf48-4130-8b4a-b65d40189d6d"
"2025-11-29T19:45:06Z","2025-11-29","19:45:06","Carol2 Cox2","murphy2@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Multifactor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","f8cc6824-4371-448d-8767-94d062735947","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","c4145171-26d8-43cc-8492-f8f6dd1e3ad4","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247","false","","0","132","","","","","851cc711-02f1-4eb6-81b1-24f375c2c523","none","NaNQIkNbTUa6XHjIRe9bAA","none","none","none","","fd87b600-61f6-40e2-8c90-a6708a71c5ce"
"2025-11-29T19:45:06Z","2025-11-29","19:45:06","Carol2 Cox2","murphy2@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Multifactor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","f8cc6824-4371-448d-8767-94d062735947","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","c4145171-26d8-43cc-8492-f8f6dd1e3ad4","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247","false","","0","82","","","","","851cc711-02f1-4eb6-81b1-24f375c2c523","none","'-S5sC2Lk00iDkygmDNMfAQ","none","none","none","","8059771b-63a4-48de-8b7a-01902967a20d"
"2025-11-29T19:45:06Z","2025-11-29","19:45:06","Carol2 Cox2","murphy2@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Multifactor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","f8cc6824-4371-448d-8767-94d062735947","Office365 Shell WCSS-Server","1a431eca-db99-4815-8c5a-bf70f9a71d86","Other.","Browser","c4145171-26d8-43cc-8492-f8f6dd1e3ad4","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247","false","","0","100","","","","","851cc711-02f1-4eb6-81b1-24f375c2c523","none","6vXjaFUdfEuP6gplR_stAQ","none","none","none","","8ffa3a57-aa99-499c-8061-adcdb7d031c7"
"2025-11-29T19:44:57Z","2025-11-29","19:44:57","Carol2 Cox2","murphy2@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Multifactor authentication","Not Applied","primaryRefreshToken","Microsoft Flow Portal","4d46c425-5a57-4f36-8a3b-0b9fde20aeb6","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","c4145171-26d8-43cc-8492-f8f6dd1e3ad4","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247 OS/10.0.19045","false","","0","127","","","","","851cc711-02f1-4eb6-81b1-24f375c2c523","none","oTrXMMxwuk-X3JXsm50BAA","none","none","none","","4cc3f418-4aff-4c5d-8c11-7607c0f6bf15"
"2025-11-29T19:14:19Z","2025-11-29","19:14:19","Tsutomu1 Shimomura1","tshimomura@treyresearch.com","132.249.20.22","Thornbury 1"," Coastal Region"," US","Success","","member","Single-factor authentication","Not Applied","none","Microsoft Forms","a78dbc4a-839e-489c-82af-8ae94fe05d9f","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247 OS/10.0.19045","false","","0","76","","","","","319072a0-9f03-4df1-8b57-0f4df05b8e8b","none","8QnYWZ8y2ECpI5oS0Ay6AA","none","none","none","1002","463103ce-0f77-48ac-82bc-b69920ad48c6"
"2025-11-29T19:14:17Z","2025-11-29","19:14:17","Tsutomu1 Shimomura1","tshimomura@treyresearch.com","132.249.20.22","Thornbury 1"," Coastal Region"," US","Success","","member","Single-factor authentication","Not Applied","none","Microsoft Forms","a78dbc4a-839e-489c-82af-8ae94fe05d9f","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247","false","","0","85","","","","","319072a0-9f03-4df1-8b57-0f4df05b8e8b","none","DLRfVFTdHkqEB-NKEBy6AA","none","none","none","1002","0ca5e915-c27d-4308-831d-e0c99448e30e"
"2025-11-29T19:14:13Z","2025-11-29","19:14:13","Sharon2 Gutierrez3","robert3@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Single-factor authentication","Not Applied","none","Microsoft Forms","a78dbc4a-839e-489c-82af-8ae94fe05d9f","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247 OS/10.0.26200","false","","0","84","","","","","9ba08fe5-07d3-41b6-83bd-55862561835c","none","jjgs-1BFf0qPoeKWCxIUAA","none","none","none","1002","ec1061eb-2ddd-4684-8955-021ab9ac62d5"
"2025-11-29T19:14:10Z","2025-11-29","19:14:10","Sharon2 Gutierrez3","robert3@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Single-factor authentication","Not Applied","none","Microsoft Forms","a78dbc4a-839e-489c-82af-8ae94fe05d9f","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247","false","","0","80","","","","","9ba08fe5-07d3-41b6-83bd-55862561835c","none","tzdOJJ4kekqY6a-TrQFBAQ","none","none","none","1002","18a13cf0-fd30-4bbc-8468-faff807f0f49"
"2025-11-29T18:56:17Z","2025-11-29","18:56:17","Carol2 Cox2","murphy2@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Multifactor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","f8cc6824-4371-448d-8767-94d062735947","Office365 Shell WCSS-Server","1a431eca-db99-4815-8c5a-bf70f9a71d86","Other.","Browser","c4145171-26d8-43cc-8492-f8f6dd1e3ad4","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247","false","","0","104","","","","","851cc711-02f1-4eb6-81b1-24f375c2c523","none","6fUOpZ74wUeXxxzZSBITAA","none","none","none","","2f4b1d41-193c-47d1-838a-5af83d4f4e9d"
"2025-11-29T18:56:10Z","2025-11-29","18:56:10","Carol2 Cox2","murphy2@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Multifactor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","f8cc6824-4371-448d-8767-94d062735947","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","c4145171-26d8-43cc-8492-f8f6dd1e3ad4","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247","false","","0","83","","","","","851cc711-02f1-4eb6-81b1-24f375c2c523","none","DZDtU2L7FUCVDUImLbCsAA","none","none","none","","7e6c841c-e4f0-42fc-8731-4df80ac178f9"
"2025-11-29T18:56:10Z","2025-11-29","18:56:10","Carol2 Cox2","murphy2@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Multifactor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","f8cc6824-4371-448d-8767-94d062735947","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","c4145171-26d8-43cc-8492-f8f6dd1e3ad4","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247","false","","0","117","","","","","851cc711-02f1-4eb6-81b1-24f375c2c523","none","1GXVfAcWakyZbBqJdsmhAA","none","none","none","","e286b20a-4c3e-439e-8dcc-7c09ba8bebc3"
"2025-11-29T18:56:10Z","2025-11-29","18:56:10","Carol2 Cox2","murphy2@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Multifactor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","f8cc6824-4371-448d-8767-94d062735947","Office365 Shell WCSS-Server","1a431eca-db99-4815-8c5a-bf70f9a71d86","Other.","Browser","c4145171-26d8-43cc-8492-f8f6dd1e3ad4","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247","false","","0","81","","","","","851cc711-02f1-4eb6-81b1-24f375c2c523","none","iO_XZvTtgEefbjVaI8PiAA","none","none","none","","1270f447-75ef-4116-8e0a-b5eb2123a903"
"2025-11-29T18:54:43Z","2025-11-29","18:54:43","Carol2 Cox2","murphy2@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Multifactor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","f8cc6824-4371-448d-8767-94d062735947","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","c4145171-26d8-43cc-8492-f8f6dd1e3ad4","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247","false","","0","88","","","","","851cc711-02f1-4eb6-81b1-24f375c2c523","none","7pCTbg3AQ0qaKDLKfWMHAA","none","none","none","","981f3ced-599b-4c6c-887e-3d2800fbbaf4"
"2025-11-29T18:54:43Z","2025-11-29","18:54:43","Carol2 Cox2","murphy2@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Multifactor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","f8cc6824-4371-448d-8767-94d062735947","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","c4145171-26d8-43cc-8492-f8f6dd1e3ad4","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247","false","","0","126","","","","","851cc711-02f1-4eb6-81b1-24f375c2c523","none","_3B5lFHTW0ieTd5wtKQVAA","none","none","none","","f3a6214b-5a91-4ef6-86c5-bd942362d00f"
"2025-11-29T18:54:43Z","2025-11-29","18:54:43","Carol2 Cox2","murphy2@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Multifactor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","f8cc6824-4371-448d-8767-94d062735947","Office365 Shell WCSS-Server","1a431eca-db99-4815-8c5a-bf70f9a71d86","Other.","Browser","c4145171-26d8-43cc-8492-f8f6dd1e3ad4","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247","false","","0","79","","","","","851cc711-02f1-4eb6-81b1-24f375c2c523","none","ntST2lO6I0mGczsFPpUCAA","none","none","none","","9300f91c-64e0-4f93-8d93-9e794dac790a"
"2025-11-29T18:47:45Z","2025-11-29","18:47:45","Carol2 Cox2","murphy2@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Multifactor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","f8cc6824-4371-448d-8767-94d062735947","Office365 Shell WCSS-Server","1a431eca-db99-4815-8c5a-bf70f9a71d86","Other.","Browser","c4145171-26d8-43cc-8492-f8f6dd1e3ad4","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247","false","","0","72","","","","","851cc711-02f1-4eb6-81b1-24f375c2c523","none","7nw4Ur5piEelkghJpHOuAA","none","none","none","","7a3f6cf6-56cf-4777-8e49-41e97652558d"
"2025-11-29T18:47:23Z","2025-11-29","18:47:23","Carol2 Cox2","murphy2@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Multifactor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","f8cc6824-4371-448d-8767-94d062735947","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","c4145171-26d8-43cc-8492-f8f6dd1e3ad4","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247","false","","0","103","","","","","851cc711-02f1-4eb6-81b1-24f375c2c523","none","7nw4Ur5piEelkghJAXGuAA","none","none","none","","a88b2012-4844-4906-8732-0cf027ca0f97"
"2025-11-29T18:47:23Z","2025-11-29","18:47:23","Carol2 Cox2","murphy2@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Multifactor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","f8cc6824-4371-448d-8767-94d062735947","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","c4145171-26d8-43cc-8492-f8f6dd1e3ad4","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247","false","","0","98","","","","","851cc711-02f1-4eb6-81b1-24f375c2c523","none","9ysSpJfbYESO0u8RG4MEAA","none","none","none","","5507f933-a0bf-4222-86d6-3b2bb9de9acc"
"2025-11-29T18:47:23Z","2025-11-29","18:47:23","Carol2 Cox2","murphy2@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Multifactor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","f8cc6824-4371-448d-8767-94d062735947","Office365 Shell WCSS-Server","1a431eca-db99-4815-8c5a-bf70f9a71d86","Other.","Browser","c4145171-26d8-43cc-8492-f8f6dd1e3ad4","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247","false","","0","78","","","","","851cc711-02f1-4eb6-81b1-24f375c2c523","none","Am2a-RZStECjo_rjON0UAQ","none","none","none","","b949ade9-95c0-42f8-8958-049d33f351d8"
"2025-11-29T18:44:25Z","2025-11-29","18:44:25","Carol2 Cox2","murphy2@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Multifactor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","f8cc6824-4371-448d-8767-94d062735947","Office365 Shell WCSS-Server","1a431eca-db99-4815-8c5a-bf70f9a71d86","Other.","Browser","c4145171-26d8-43cc-8492-f8f6dd1e3ad4","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247","false","","0","113","","","","","851cc711-02f1-4eb6-81b1-24f375c2c523","none","0Ewk5PaKO0a3jSr10r04AQ","none","none","none","","1ad5d9ab-31e0-47ca-82d4-b457e9aac0c9"
"2025-11-29T18:44:25Z","2025-11-29","18:44:25","Carol2 Cox2","murphy2@treyresearch.com","173.214.157.177","Thornbury 1"," Coastal Region"," US","Success","","member","Multifactor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","f8cc6824-4371-448d-8767-94d062735947","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","c4145171-26d8-43cc-8492-f8f6dd1e3ad4","Edge 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.247 Safari/537.36 Edg/141.0.0.247","false","","0","75","","","","","851cc711-02f1-4eb6-81b1-24f375c2c523","none","KrX31_4Z_kiecc3pb0y5AA","none","none","none","","c838123f-307a-4c45-868e-a2c6118bce90"
